"소재지(시군구)별(1)","소재지(시군구)별(2)","항목",시점,데이터
"경상북도","구미시","집행비율 (%)",2021,0.00
"경상북도","구미시","미집행면적 (㎡)",2013,436319
"경상북도","구미시","미집행면적 (㎡)",2014,438357
"경상북도","구미시","미집행면적 (㎡)",2015,517753
"경상북도","구미시","미집행면적 (㎡)",2016,126146
"경상북도","구미시","미집행면적 (㎡)",2017,126146
"경상북도","구미시","미집행면적 (㎡)",2018,125608
"경상북도","구미시","미집행면적 (㎡)",2019,74368
"경상북도","구미시","미집행면적 (㎡)",2020,44368
"경상북도","구미시","미집행면적 (㎡)",2021,44368
"경상북도","구미시","미집행면적 (㎡)",2022,44368
"경상북도","구미시","추정사업비계 (백만원)",2013,9754
"경상북도","구미시","추정사업비계 (백만원)",2014,9754
"경상북도","구미시","추정사업비계 (백만원)",2015,8179
"경상북도","구미시","추정사업비계 (백만원)",2016,28821
"경상북도","구미시","추정사업비계 (백만원)",2017,28821
"경상북도","구미시","추정사업비계 (백만원)",2018,29435
"경상북도","구미시","추정사업비계 (백만원)",2019,24204
"경상북도","구미시","추정사업비계 (백만원)",2020,20253
"경상북도","구미시","추정사업비계 (백만원)",2021,20253
"경상북도","구미시","추정사업비계 (백만원)",2022,20253
"경상북도","영천시","(부분)미집행결정면적 (㎡)",2013,12031
"경상북도","영천시","(부분)미집행결정면적 (㎡)",2014,12031
"경상북도","영천시","집행면적 (㎡)",2013,0
"경상북도","영천시","집행면적 (㎡)",2014,0
"경상북도","영천시","집행비율 (%)",2013,0.00
"경상북도","영천시","집행비율 (%)",2014,0.00
"경상북도","영천시","미집행면적 (㎡)",2013,12031
"경상북도","영천시","미집행면적 (㎡)",2014,12031
"경상북도","영천시","추정사업비계 (백만원)",2013,3861
"경상북도","영천시","추정사업비계 (백만원)",2014,3861
"경상북도","상주시","(부분)미집행결정면적 (㎡)",2020,922160
"경상북도","상주시","(부분)미집행결정면적 (㎡)",2021,922160
"경상북도","상주시","(부분)미집행결정면적 (㎡)",2022,922160
"경상북도","상주시","집행면적 (㎡)",2020,790137
"경상북도","상주시","집행면적 (㎡)",2021,790137
"경상북도","상주시","집행면적 (㎡)",2022,790137
"경상북도","상주시","집행비율 (%)",2020,85.68
"경상북도","상주시","집행비율 (%)",2021,85.68
"경상북도","상주시","집행비율 (%)",2022,85.68
"경상북도","상주시","미집행면적 (㎡)",2020,132023
"경상북도","상주시","미집행면적 (㎡)",2021,132023
"경상북도","상주시","미집행면적 (㎡)",2022,132023
"경상북도","상주시","추정사업비계 (백만원)",2020,53997
"경상북도","상주시","추정사업비계 (백만원)",2021,53997
"경상북도","상주시","추정사업비계 (백만원)",2022,53997
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2013,292550
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2014,292550
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2015,292550
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2016,274809
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2017,274809
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2018,274809
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2019,172683
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2020,148502
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2021,148502
"경상북도","문경시","(부분)미집행결정면적 (㎡)",2022,88419
"경상북도","문경시","집행면적 (㎡)",2013,254653
"경상북도","문경시","집행면적 (㎡)",2014,254653
"경상북도","문경시","집행면적 (㎡)",2015,254653
"경상북도","문경시","집행면적 (㎡)",2016,237706
"경상북도","문경시","집행면적 (㎡)",2017,237706
"경상북도","문경시","집행면적 (㎡)",2018,237706
"경상북도","문경시","집행면적 (㎡)",2019,170561
"경상북도","문경시","집행면적 (㎡)",2020,145832
"경상북도","문경시","집행면적 (㎡)",2021,145832
"경상북도","문경시","집행면적 (㎡)",2022,86702
"경상북도","문경시","집행비율 (%)",2013,87.05
"경상북도","문경시","집행비율 (%)",2014,87.05
"경상북도","문경시","집행비율 (%)",2015,87.05
"경상북도","문경시","집행비율 (%)",2016,86.50
"경상북도","문경시","집행비율 (%)",2017,86.50
"경상북도","문경시","집행비율 (%)",2018,86.50
"경상북도","문경시","집행비율 (%)",2019,98.77
"경상북도","문경시","집행비율 (%)",2020,98.20
"경상북도","문경시","집행비율 (%)",2021,98.20
"경상북도","문경시","집행비율 (%)",2022,98.06
"경상북도","문경시","미집행면적 (㎡)",2013,37897
"경상북도","문경시","미집행면적 (㎡)",2014,37897
"경상북도","문경시","미집행면적 (㎡)",2015,37897
"경상북도","문경시","미집행면적 (㎡)",2016,37103
"경상북도","문경시","미집행면적 (㎡)",2017,37103
"경상북도","문경시","미집행면적 (㎡)",2018,37103
"경상북도","문경시","미집행면적 (㎡)",2019,2122
"경상북도","문경시","미집행면적 (㎡)",2020,2670
"경상북도","문경시","미집행면적 (㎡)",2021,2670
"경상북도","문경시","미집행면적 (㎡)",2022,1717
"경상북도","문경시","추정사업비계 (백만원)",2013,2731
"경상북도","문경시","추정사업비계 (백만원)",2014,2731
"경상북도","문경시","추정사업비계 (백만원)",2015,2731
"경상북도","문경시","추정사업비계 (백만원)",2016,2567
"경상북도","문경시","추정사업비계 (백만원)",2017,2567
"경상북도","문경시","추정사업비계 (백만원)",2018,2567
"경상북도","문경시","추정사업비계 (백만원)",2019,430
"경상북도","문경시","추정사업비계 (백만원)",2020,328
"경상북도","문경시","추정사업비계 (백만원)",2021,328
"경상북도","문경시","추정사업비계 (백만원)",2022,212
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2013,6308333
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2014,6294079
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2015,6048547
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2016,6048547
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2017,5930039
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2018,6243249
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2019,6243249
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2020,1272260
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2021,1272260
"경상북도","경산시","(부분)미집행결정면적 (㎡)",2022,1212202
"경상북도","경산시","집행면적 (㎡)",2013,5828105
"경상북도","경산시","집행면적 (㎡)",2014,5823191
"경상북도","경산시","집행면적 (㎡)",2015,5530256
"경상북도","경산시","집행면적 (㎡)",2016,5530256
"경상북도","경산시","집행면적 (㎡)",2017,5411748
"경상북도","경산시","집행면적 (㎡)",2018,5724158
"경상북도","경산시","집행면적 (㎡)",2019,5724158
"경상북도","경산시","집행면적 (㎡)",2020,1010671
"경상북도","경산시","집행면적 (㎡)",2021,1010671
"경상북도","경산시","집행면적 (㎡)",2022,957246
"경상북도","경산시","집행비율 (%)",2013,92.39
"경상북도","경산시","집행비율 (%)",2014,92.52
"경상북도","경산시","집행비율 (%)",2015,91.43
"경상북도","경산시","집행비율 (%)",2016,91.43
"경상북도","경산시","집행비율 (%)",2017,91.26
"경상북도","경산시","집행비율 (%)",2018,91.69
"경상북도","경산시","집행비율 (%)",2019,91.69
"경상북도","경산시","집행비율 (%)",2020,79.44
"경상북도","경산시","집행비율 (%)",2021,79.44
"경상북도","경산시","집행비율 (%)",2022,78.97
"경상북도","경산시","미집행면적 (㎡)",2013,480228
"경상북도","경산시","미집행면적 (㎡)",2014,470888
"경상북도","경산시","미집행면적 (㎡)",2015,518291
"경상북도","경산시","미집행면적 (㎡)",2016,518291
"경상북도","경산시","미집행면적 (㎡)",2017,518291
"경상북도","경산시","미집행면적 (㎡)",2018,519091
"경상북도","경산시","미집행면적 (㎡)",2019,519091
"경상북도","경산시","미집행면적 (㎡)",2020,261589
"경상북도","경산시","미집행면적 (㎡)",2021,261589
"경상북도","경산시","미집행면적 (㎡)",2022,254956
"경상북도","경산시","추정사업비계 (백만원)",2013,77435
"경상북도","경산시","추정사업비계 (백만원)",2014,76975
"경상북도","경산시","추정사업비계 (백만원)",2015,66340
"경상북도","경산시","추정사업비계 (백만원)",2016,66340
"경상북도","경산시","추정사업비계 (백만원)",2017,66340
"경상북도","경산시","추정사업비계 (백만원)",2018,66340
"경상북도","경산시","추정사업비계 (백만원)",2019,66339
"경상북도","경산시","추정사업비계 (백만원)",2020,24148
"경상북도","경산시","추정사업비계 (백만원)",2021,24148
"경상북도","경산시","추정사업비계 (백만원)",2022,23551
"경상북도","군위군","(부분)미집행결정면적 (㎡)",2013,49930
"경상북도","군위군","(부분)미집행결정면적 (㎡)",2014,49930
"경상북도","군위군","(부분)미집행결정면적 (㎡)",2015,49930
"경상북도","군위군","집행면적 (㎡)",2013,35900
"경상북도","군위군","집행면적 (㎡)",2014,35900
"경상북도","군위군","집행면적 (㎡)",2015,35900
"경상북도","군위군","집행비율 (%)",2013,71.90
"경상북도","군위군","집행비율 (%)",2014,71.90
"경상북도","군위군","집행비율 (%)",2015,71.90
"경상북도","군위군","미집행면적 (㎡)",2013,14030
"경상북도","군위군","미집행면적 (㎡)",2014,14030
"경상북도","군위군","미집행면적 (㎡)",2015,14030
"경상북도","군위군","추정사업비계 (백만원)",2013,0
"경상북도","군위군","추정사업비계 (백만원)",2014,0
"경상북도","군위군","추정사업비계 (백만원)",2015,0
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2013,216606
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2014,199020
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2015,199020
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2016,199020
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2017,199020
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2018,199020
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2019,199020
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2020,198878
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2021,198878
"경상북도","의성군","(부분)미집행결정면적 (㎡)",2022,198878
"경상북도","의성군","집행면적 (㎡)",2013,212058
"경상북도","의성군","집행면적 (㎡)",2014,194761
"경상북도","의성군","집행면적 (㎡)",2015,194761
"경상북도","의성군","집행면적 (㎡)",2016,194761
"경상북도","의성군","집행면적 (㎡)",2017,194761
"경상북도","의성군","집행면적 (㎡)",2018,194761
"경상북도","의성군","집행면적 (㎡)",2019,194761
"경상북도","의성군","집행면적 (㎡)",2020,194761
"경상북도","의성군","집행면적 (㎡)",2021,194761
"경상북도","의성군","집행면적 (㎡)",2022,194761
"경상북도","의성군","집행비율 (%)",2013,97.90
"경상북도","의성군","집행비율 (%)",2014,97.86
"경상북도","의성군","집행비율 (%)",2015,97.86
"경상북도","의성군","집행비율 (%)",2016,97.86
"경상북도","의성군","집행비율 (%)",2017,97.86
"경상북도","의성군","집행비율 (%)",2018,97.86
"경상북도","의성군","집행비율 (%)",2019,97.86
"경상북도","의성군","집행비율 (%)",2020,97.93
"경상북도","의성군","집행비율 (%)",2021,97.93
"경상북도","의성군","집행비율 (%)",2022,97.93
"경상북도","의성군","미집행면적 (㎡)",2013,4548
"경상북도","의성군","미집행면적 (㎡)",2014,4259
"경상북도","의성군","미집행면적 (㎡)",2015,4259
"경상북도","의성군","미집행면적 (㎡)",2016,4259
"경상북도","의성군","미집행면적 (㎡)",2017,4259
"경상북도","의성군","미집행면적 (㎡)",2018,4259
"경상북도","의성군","미집행면적 (㎡)",2019,4259
"경상북도","의성군","미집행면적 (㎡)",2020,4117
"경상북도","의성군","미집행면적 (㎡)",2021,4117
"경상북도","의성군","미집행면적 (㎡)",2022,4117
"경상북도","의성군","추정사업비계 (백만원)",2013,68
"경상북도","의성군","추정사업비계 (백만원)",2014,52
"경상북도","의성군","추정사업비계 (백만원)",2015,52
"경상북도","의성군","추정사업비계 (백만원)",2016,52
"경상북도","의성군","추정사업비계 (백만원)",2017,52
"경상북도","의성군","추정사업비계 (백만원)",2018,52
"경상북도","의성군","추정사업비계 (백만원)",2019,389
"경상북도","의성군","추정사업비계 (백만원)",2020,399
"경상북도","의성군","추정사업비계 (백만원)",2021,399
"경상북도","의성군","추정사업비계 (백만원)",2022,399
"경상북도","영덕군","(부분)미집행결정면적 (㎡)",2013,73595
"경상북도","영덕군","(부분)미집행결정면적 (㎡)",2014,73595
"경상북도","영덕군","(부분)미집행결정면적 (㎡)",2015,73595
"경상북도","영덕군","(부분)미집행결정면적 (㎡)",2016,73595
"경상북도","영덕군","(부분)미집행결정면적 (㎡)",2017,73595
"경상북도","영덕군","(부분)미집행결정면적 (㎡)",2018,73595
"경상북도","영덕군","(부분)미집행결정면적 (㎡)",2019,73595
"경상북도","영덕군","(부분)미집행결정면적 (㎡)",2020,18560
"경상북도","영덕군","집행면적 (㎡)",2013,60989
"경상북도","영덕군","집행면적 (㎡)",2014,60989
"경상북도","영덕군","집행면적 (㎡)",2015,60989
"경상북도","영덕군","집행면적 (㎡)",2016,60989
"경상북도","영덕군","집행면적 (㎡)",2017,60989
"경상북도","영덕군","집행면적 (㎡)",2018,60989
"경상북도","영덕군","집행면적 (㎡)",2019,60989
"경상북도","영덕군","집행면적 (㎡)",2020,17800
"경상북도","영덕군","집행비율 (%)",2013,82.87
"경상북도","영덕군","집행비율 (%)",2014,82.87
"경상북도","영덕군","집행비율 (%)",2015,82.87
"경상북도","영덕군","집행비율 (%)",2016,82.87
"경상북도","영덕군","집행비율 (%)",2017,82.87
"경상북도","영덕군","집행비율 (%)",2018,82.87
"경상북도","영덕군","집행비율 (%)",2019,82.87
"경상북도","영덕군","집행비율 (%)",2020,95.91
"경상북도","영덕군","미집행면적 (㎡)",2013,12606
"경상북도","영덕군","미집행면적 (㎡)",2014,12606
"경상북도","영덕군","미집행면적 (㎡)",2015,12606
"경상북도","영덕군","미집행면적 (㎡)",2016,12606
"경상북도","영덕군","미집행면적 (㎡)",2017,12606
"경상북도","영덕군","미집행면적 (㎡)",2018,12606
"경상북도","영덕군","미집행면적 (㎡)",2019,12606
"경상북도","영덕군","미집행면적 (㎡)",2020,760
"경상북도","영덕군","추정사업비계 (백만원)",2013,319
"경상북도","영덕군","추정사업비계 (백만원)",2014,319
"경상북도","영덕군","추정사업비계 (백만원)",2015,319
"경상북도","영덕군","추정사업비계 (백만원)",2016,319
"경상북도","영덕군","추정사업비계 (백만원)",2017,319
"경상북도","영덕군","추정사업비계 (백만원)",2018,319
"경상북도","영덕군","추정사업비계 (백만원)",2019,319
"경상북도","영덕군","추정사업비계 (백만원)",2020,10
"경상북도","청도군","(부분)미집행결정면적 (㎡)",2017,89800
"경상북도","청도군","(부분)미집행결정면적 (㎡)",2018,89800
"경상북도","청도군","(부분)미집행결정면적 (㎡)",2019,89800
"경상북도","청도군","(부분)미집행결정면적 (㎡)",2020,89800
"경상북도","청도군","(부분)미집행결정면적 (㎡)",2021,89800
"경상북도","청도군","(부분)미집행결정면적 (㎡)",2022,89800
"경상북도","청도군","집행면적 (㎡)",2017,87895
"경상북도","청도군","집행면적 (㎡)",2018,87895
"경상북도","청도군","집행면적 (㎡)",2019,87895
"경상북도","청도군","집행면적 (㎡)",2020,87895
"경상북도","청도군","집행면적 (㎡)",2021,87895
"경상북도","청도군","집행면적 (㎡)",2022,87895
"경상북도","청도군","집행비율 (%)",2017,97.88
"경상북도","청도군","집행비율 (%)",2018,97.88
"경상북도","청도군","집행비율 (%)",2019,97.88
"경상북도","청도군","집행비율 (%)",2020,97.88
"경상북도","청도군","집행비율 (%)",2021,97.88
"경상북도","청도군","집행비율 (%)",2022,97.88
"경상북도","청도군","미집행면적 (㎡)",2017,1905
"경상북도","청도군","미집행면적 (㎡)",2018,1905
"경상북도","청도군","미집행면적 (㎡)",2019,1905
"경상북도","청도군","미집행면적 (㎡)",2020,1905
"경상북도","청도군","미집행면적 (㎡)",2021,1905
"경상북도","청도군","미집행면적 (㎡)",2022,1905
"경상북도","청도군","추정사업비계 (백만원)",2017,915
"경상북도","청도군","추정사업비계 (백만원)",2018,915
"경상북도","청도군","추정사업비계 (백만원)",2019,915
"경상북도","청도군","추정사업비계 (백만원)",2020,915
"경상북도","청도군","추정사업비계 (백만원)",2021,915
"경상북도","청도군","추정사업비계 (백만원)",2022,915
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2013,455040
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2014,436160
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2015,436160
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2016,436160
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2017,436160
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2018,13000
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2019,13000
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2020,13000
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2021,13000
"경상북도","칠곡군","(부분)미집행결정면적 (㎡)",2022,13000
"경상북도","칠곡군","집행면적 (㎡)",2013,32825
"경상북도","칠곡군","집행면적 (㎡)",2014,15302
"경상북도","칠곡군","집행면적 (㎡)",2015,15302
"경상북도","칠곡군","집행면적 (㎡)",2016,15302
"경상북도","칠곡군","집행면적 (㎡)",2017,15302
"경상북도","칠곡군","집행면적 (㎡)",2018,0
"경상북도","칠곡군","집행면적 (㎡)",2019,0
"경상북도","칠곡군","집행면적 (㎡)",2020,0
"경상북도","칠곡군","집행면적 (㎡)",2021,0
"경상북도","칠곡군","집행비율 (%)",2013,7.21
"경상북도","칠곡군","집행비율 (%)",2014,3.51
"경상북도","칠곡군","집행비율 (%)",2015,3.51
"경상북도","칠곡군","집행비율 (%)",2016,3.51
"경상북도","칠곡군","집행비율 (%)",2017,3.51
"경상북도","칠곡군","집행비율 (%)",2018,0.00
"경상북도","칠곡군","집행비율 (%)",2019,0.00
"경상북도","칠곡군","집행비율 (%)",2020,0.00
"경상북도","칠곡군","집행비율 (%)",2021,0.00
"경상북도","칠곡군","미집행면적 (㎡)",2013,422215
"경상북도","칠곡군","미집행면적 (㎡)",2014,420858
"경상북도","칠곡군","미집행면적 (㎡)",2015,420858
"경상북도","칠곡군","미집행면적 (㎡)",2016,420858
"경상북도","칠곡군","미집행면적 (㎡)",2017,420858
"경상북도","칠곡군","미집행면적 (㎡)",2018,13000
"경상북도","칠곡군","미집행면적 (㎡)",2019,13000
"경상북도","칠곡군","미집행면적 (㎡)",2020,13000
"경상북도","칠곡군","미집행면적 (㎡)",2021,13000
"경상북도","칠곡군","미집행면적 (㎡)",2022,13000
"경상북도","칠곡군","추정사업비계 (백만원)",2013,65414
"경상북도","칠곡군","추정사업비계 (백만원)",2014,65273
"경상북도","칠곡군","추정사업비계 (백만원)",2015,65273
"경상북도","칠곡군","추정사업비계 (백만원)",2016,65273
"경상북도","칠곡군","추정사업비계 (백만원)",2017,65273
"경상북도","칠곡군","추정사업비계 (백만원)",2018,7821
"경상북도","칠곡군","추정사업비계 (백만원)",2019,7821
"경상북도","칠곡군","추정사업비계 (백만원)",2020,7821
"경상북도","칠곡군","추정사업비계 (백만원)",2021,7821
"경상북도","칠곡군","추정사업비계 (백만원)",2022,7821
"경상북도","예천군","(부분)미집행결정면적 (㎡)",2019,234836
"경상북도","예천군","(부분)미집행결정면적 (㎡)",2020,234836
"경상북도","예천군","(부분)미집행결정면적 (㎡)",2021,111299
"경상북도","예천군","(부분)미집행결정면적 (㎡)",2022,111299
"경상북도","예천군","집행면적 (㎡)",2019,97457
"경상북도","예천군","집행면적 (㎡)",2020,97457
"경상북도","예천군","집행면적 (㎡)",2021,0
"경상북도","예천군","집행비율 (%)",2019,41.50
"경상북도","예천군","집행비율 (%)",2020,41.50
"경상북도","예천군","집행비율 (%)",2021,0.00
"경상북도","예천군","미집행면적 (㎡)",2019,137379
"경상북도","예천군","미집행면적 (㎡)",2020,137379
"경상북도","예천군","미집행면적 (㎡)",2021,111299
"경상북도","예천군","미집행면적 (㎡)",2022,111299
"경상북도","예천군","추정사업비계 (백만원)",2019,15010
"경상북도","예천군","추정사업비계 (백만원)",2020,22801
"경상북도","예천군","추정사업비계 (백만원)",2021,7791
"경상북도","예천군","추정사업비계 (백만원)",2022,7791
"경상북도","울진군","(부분)미집행결정면적 (㎡)",2013,64890
"경상북도","울진군","(부분)미집행결정면적 (㎡)",2014,64890
"경상북도","울진군","(부분)미집행결정면적 (㎡)",2015,64890
"경상북도","울진군","(부분)미집행결정면적 (㎡)",2016,64890
"경상북도","울진군","(부분)미집행결정면적 (㎡)",2017,12870
"경상북도","울진군","집행면적 (㎡)",2013,0
"경상북도","울진군","집행면적 (㎡)",2014,0
"경상북도","울진군","집행면적 (㎡)",2015,0
"경상북도","울진군","집행면적 (㎡)",2016,0
"경상북도","울진군","집행면적 (㎡)",2017,0
"경상북도","울진군","집행비율 (%)",2013,0.00
"경상북도","울진군","집행비율 (%)",2014,0.00
"경상북도","울진군","집행비율 (%)",2015,0.00
"경상북도","울진군","집행비율 (%)",2016,0.00
"경상북도","울진군","집행비율 (%)",2017,0.00
"경상북도","울진군","미집행면적 (㎡)",2013,64890
"경상북도","울진군","미집행면적 (㎡)",2014,64890
"경상북도","울진군","미집행면적 (㎡)",2015,64890
"경상북도","울진군","미집행면적 (㎡)",2016,64890
"경상북도","울진군","미집행면적 (㎡)",2017,12870
"경상북도","울진군","추정사업비계 (백만원)",2013,0
"경상북도","울진군","추정사업비계 (백만원)",2014,0
"경상북도","울진군","추정사업비계 (백만원)",2015,0
"경상북도","울진군","추정사업비계 (백만원)",2016,0
"경상북도","울진군","추정사업비계 (백만원)",2017,0
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2013,71175
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2014,51651
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2015,95846
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2016,95846
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2017,95846
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2018,95846
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2019,95846
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2020,95846
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2021,95846
"경상북도","울릉군","(부분)미집행결정면적 (㎡)",2022,95846
"경상북도","울릉군","집행면적 (㎡)",2013,0
"경상북도","울릉군","집행면적 (㎡)",2014,0
"경상북도","울릉군","집행면적 (㎡)",2015,0
"경상북도","울릉군","집행면적 (㎡)",2016,0
"경상북도","울릉군","집행면적 (㎡)",2017,0
"경상북도","울릉군","집행면적 (㎡)",2018,0
"경상북도","울릉군","집행면적 (㎡)",2019,0
"경상북도","울릉군","집행면적 (㎡)",2020,0
"경상북도","울릉군","집행면적 (㎡)",2021,0
"경상북도","울릉군","집행비율 (%)",2013,0.00
"경상북도","울릉군","집행비율 (%)",2014,0.00
"경상북도","울릉군","집행비율 (%)",2015,0.00
"경상북도","울릉군","집행비율 (%)",2016,0.00
"경상북도","울릉군","집행비율 (%)",2017,0.00
"경상북도","울릉군","집행비율 (%)",2018,0.00
"경상북도","울릉군","집행비율 (%)",2019,0.00
"경상북도","울릉군","집행비율 (%)",2020,0.00
"경상북도","울릉군","집행비율 (%)",2021,0.00
"경상북도","울릉군","미집행면적 (㎡)",2013,71175
"경상북도","울릉군","미집행면적 (㎡)",2014,51651
"경상북도","울릉군","미집행면적 (㎡)",2015,95846
"경상북도","울릉군","미집행면적 (㎡)",2016,95846
"경상북도","울릉군","미집행면적 (㎡)",2017,95846
"경상북도","울릉군","미집행면적 (㎡)",2018,95846
"경상북도","울릉군","미집행면적 (㎡)",2019,95846
"경상북도","울릉군","미집행면적 (㎡)",2020,95846
"경상북도","울릉군","미집행면적 (㎡)",2021,95846
"경상북도","울릉군","미집행면적 (㎡)",2022,95846
"경상북도","울릉군","추정사업비계 (백만원)",2013,77899
"경상북도","울릉군","추정사업비계 (백만원)",2014,41711
"경상북도","울릉군","추정사업비계 (백만원)",2015,41711
"경상북도","울릉군","추정사업비계 (백만원)",2016,41711
"경상북도","울릉군","추정사업비계 (백만원)",2017,41711
"경상북도","울릉군","추정사업비계 (백만원)",2018,41711
"경상북도","울릉군","추정사업비계 (백만원)",2019,44731
"경상북도","울릉군","추정사업비계 (백만원)",2020,44732
"경상북도","울릉군","추정사업비계 (백만원)",2021,44732
"경상북도","울릉군","추정사업비계 (백만원)",2022,44732
"경상남도","소계","(부분)미집행결정면적 (㎡)",2013,2377135
"경상남도","소계","(부분)미집행결정면적 (㎡)",2014,2311584
"경상남도","소계","(부분)미집행결정면적 (㎡)",2015,2342395
"경상남도","소계","(부분)미집행결정면적 (㎡)",2016,1209499
"경상남도","소계","(부분)미집행결정면적 (㎡)",2017,1295152
"경상남도","소계","(부분)미집행결정면적 (㎡)",2018,773409
"경상남도","소계","(부분)미집행결정면적 (㎡)",2019,661259
"경상남도","소계","(부분)미집행결정면적 (㎡)",2020,450362
"경상남도","소계","(부분)미집행결정면적 (㎡)",2021,440520
"경상남도","소계","(부분)미집행결정면적 (㎡)",2022,416320
"경상남도","소계","집행면적 (㎡)",2013,307371
"경상남도","소계","집행면적 (㎡)",2014,372091
"경상남도","소계","집행면적 (㎡)",2015,392186
"경상남도","소계","집행면적 (㎡)",2016,322964
"경상남도","소계","집행면적 (㎡)",2017,312464
"경상남도","소계","집행면적 (㎡)",2018,132194
"경상남도","소계","집행면적 (㎡)",2019,67474
"경상남도","소계","집행면적 (㎡)",2021,21211
"경상남도","소계","집행면적 (㎡)",2022,21211
"경상남도","소계","집행비율 (%)",2013,12.93
"경상남도","소계","집행비율 (%)",2014,16.10
"경상남도","소계","집행비율 (%)",2015,16.74
"경상남도","소계","집행비율 (%)",2016,26.70
"경상남도","소계","집행비율 (%)",2017,24.13
"경상남도","소계","집행비율 (%)",2018,17.09
"경상남도","소계","집행비율 (%)",2019,10.20
"경상남도","소계","집행비율 (%)",2020,0.00
"경상남도","소계","집행비율 (%)",2021,4.81
"경상남도","소계","집행비율 (%)",2022,5.09
"경상남도","소계","미집행면적 (㎡)",2013,2069764
"경상남도","소계","미집행면적 (㎡)",2014,1939493
"경상남도","소계","미집행면적 (㎡)",2015,1950209
"경상남도","소계","미집행면적 (㎡)",2016,886535
"경상남도","소계","미집행면적 (㎡)",2017,982688
"경상남도","소계","미집행면적 (㎡)",2018,641215
"경상남도","소계","미집행면적 (㎡)",2019,593785
"경상남도","소계","미집행면적 (㎡)",2020,450362
"경상남도","소계","미집행면적 (㎡)",2021,419309
"경상남도","소계","미집행면적 (㎡)",2022,395109
"경상남도","소계","추정사업비계 (백만원)",2013,283387
"경상남도","소계","추정사업비계 (백만원)",2014,293960
"경상남도","소계","추정사업비계 (백만원)",2015,261533
"경상남도","소계","추정사업비계 (백만원)",2016,98063
"경상남도","소계","추정사업비계 (백만원)",2017,106563
"경상남도","소계","추정사업비계 (백만원)",2018,81503
"경상남도","소계","추정사업비계 (백만원)",2019,132879
"경상남도","소계","추정사업비계 (백만원)",2020,143675
"경상남도","소계","추정사업비계 (백만원)",2021,178794
"경상남도","소계","추정사업비계 (백만원)",2022,176856
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2013,1317261
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2014,1171490
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2015,1198303
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2016,81649
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2017,81649
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2018,81649
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2019,69349
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2020,69349
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2021,87324
"경상남도","창원시","(부분)미집행결정면적 (㎡)",2022,87324
