"소재지(시군구)별(1)","소재지(시군구)별(2)","항목",시점,데이터
"서울특별시","강남구","추정사업비계 (백만원)",2022,77489
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2013,50194
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2014,50194
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2015,50194
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2016,50194
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2017,50194
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2018,50194
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2019,50194
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2020,50194
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2021,50194
"서울특별시","강동구","(부분)미집행결정면적 (㎡)",2022,50194
"서울특별시","강동구","집행면적 (㎡)",2013,0
"서울특별시","강동구","집행면적 (㎡)",2014,0
"서울특별시","강동구","집행면적 (㎡)",2015,0
"서울특별시","강동구","집행면적 (㎡)",2016,0
"서울특별시","강동구","집행면적 (㎡)",2017,0
"서울특별시","강동구","집행면적 (㎡)",2018,0
"서울특별시","강동구","집행면적 (㎡)",2019,0
"서울특별시","강동구","집행면적 (㎡)",2020,0
"서울특별시","강동구","집행면적 (㎡)",2021,0
"서울특별시","강동구","집행비율 (%)",2013,0.00
"서울특별시","강동구","집행비율 (%)",2014,0.00
"서울특별시","강동구","집행비율 (%)",2015,0.00
"서울특별시","강동구","집행비율 (%)",2016,0.00
"서울특별시","강동구","집행비율 (%)",2017,0.00
"서울특별시","강동구","집행비율 (%)",2018,0.00
"서울특별시","강동구","집행비율 (%)",2019,0.00
"서울특별시","강동구","집행비율 (%)",2020,0.00
"서울특별시","강동구","집행비율 (%)",2021,0.00
"서울특별시","강동구","미집행면적 (㎡)",2013,50194
"서울특별시","강동구","미집행면적 (㎡)",2014,50194
"서울특별시","강동구","미집행면적 (㎡)",2015,50194
"서울특별시","강동구","미집행면적 (㎡)",2016,50194
"서울특별시","강동구","미집행면적 (㎡)",2017,50194
"서울특별시","강동구","미집행면적 (㎡)",2018,50194
"서울특별시","강동구","미집행면적 (㎡)",2019,50194
"서울특별시","강동구","미집행면적 (㎡)",2020,50194
"서울특별시","강동구","미집행면적 (㎡)",2021,50194
"서울특별시","강동구","미집행면적 (㎡)",2022,50194
"서울특별시","강동구","추정사업비계 (백만원)",2013,0
"서울특별시","강동구","추정사업비계 (백만원)",2014,0
"서울특별시","강동구","추정사업비계 (백만원)",2015,0
"서울특별시","강동구","추정사업비계 (백만원)",2016,0
"서울특별시","강동구","추정사업비계 (백만원)",2017,0
"서울특별시","강동구","추정사업비계 (백만원)",2018,0
"서울특별시","강동구","추정사업비계 (백만원)",2019,0
"서울특별시","강동구","추정사업비계 (백만원)",2020,16560
"서울특별시","강동구","추정사업비계 (백만원)",2021,16560
"서울특별시","강동구","추정사업비계 (백만원)",2022,16560
"서울특별시","동대문구","(부분)미집행결정면적 (㎡)",2021,21951
"서울특별시","동대문구","(부분)미집행결정면적 (㎡)",2022,10000
"서울특별시","동대문구","집행면적 (㎡)",2021,0
"서울특별시","동대문구","집행비율 (%)",2021,0.00
"서울특별시","동대문구","미집행면적 (㎡)",2021,21951
"서울특별시","동대문구","미집행면적 (㎡)",2022,10000
"서울특별시","동대문구","추정사업비계 (백만원)",2021,94515
"서울특별시","동대문구","추정사업비계 (백만원)",2022,93690
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2013,1160436
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2014,393641
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2015,436899
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2016,493214
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2017,432742
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2018,252444
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2019,225864
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2020,202102
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2021,202155
"부산광역시","소계","(부분)미집행결정면적 (㎡)",2022,168823
"부산광역시","소계","집행면적 (㎡)",2013,47518
"부산광역시","소계","집행면적 (㎡)",2014,69476
"부산광역시","소계","집행면적 (㎡)",2015,69476
"부산광역시","소계","집행면적 (㎡)",2016,69476
"부산광역시","소계","집행면적 (㎡)",2017,34352
"부산광역시","소계","집행면적 (㎡)",2018,14837
"부산광역시","소계","집행면적 (㎡)",2019,42151
"부산광역시","소계","집행면적 (㎡)",2020,42151
"부산광역시","소계","집행면적 (㎡)",2021,41971
"부산광역시","소계","집행면적 (㎡)",2022,41971
"부산광역시","소계","집행비율 (%)",2013,4.09
"부산광역시","소계","집행비율 (%)",2014,17.65
"부산광역시","소계","집행비율 (%)",2015,15.90
"부산광역시","소계","집행비율 (%)",2016,14.09
"부산광역시","소계","집행비율 (%)",2017,7.94
"부산광역시","소계","집행비율 (%)",2018,5.88
"부산광역시","소계","집행비율 (%)",2019,18.66
"부산광역시","소계","집행비율 (%)",2020,20.86
"부산광역시","소계","집행비율 (%)",2021,20.76
"부산광역시","소계","집행비율 (%)",2022,24.86
"부산광역시","소계","미집행면적 (㎡)",2013,1112918
"부산광역시","소계","미집행면적 (㎡)",2014,324165
"부산광역시","소계","미집행면적 (㎡)",2015,367423
"부산광역시","소계","미집행면적 (㎡)",2016,423738
"부산광역시","소계","미집행면적 (㎡)",2017,398390
"부산광역시","소계","미집행면적 (㎡)",2018,237607
"부산광역시","소계","미집행면적 (㎡)",2019,183713
"부산광역시","소계","미집행면적 (㎡)",2020,159951
"부산광역시","소계","미집행면적 (㎡)",2021,160184
"부산광역시","소계","미집행면적 (㎡)",2022,126852
"부산광역시","소계","추정사업비계 (백만원)",2013,86990
"부산광역시","소계","추정사업비계 (백만원)",2014,75564
"부산광역시","소계","추정사업비계 (백만원)",2015,75564
"부산광역시","소계","추정사업비계 (백만원)",2016,95521
"부산광역시","소계","추정사업비계 (백만원)",2017,95521
"부산광역시","소계","추정사업비계 (백만원)",2018,94957
"부산광역시","소계","추정사업비계 (백만원)",2019,220913
"부산광역시","소계","추정사업비계 (백만원)",2020,266081
"부산광역시","소계","추정사업비계 (백만원)",2021,266081
"부산광역시","소계","추정사업비계 (백만원)",2022,178378
"부산광역시","부산광역시","(부분)미집행결정면적 (㎡)",2013,992353
"부산광역시","부산광역시","(부분)미집행결정면적 (㎡)",2014,36353
"부산광역시","부산광역시","(부분)미집행결정면적 (㎡)",2015,36353
"부산광역시","부산광역시","(부분)미집행결정면적 (㎡)",2016,36353
"부산광역시","부산광역시","집행면적 (㎡)",2013,35124
"부산광역시","부산광역시","집행면적 (㎡)",2014,35124
"부산광역시","부산광역시","집행면적 (㎡)",2015,35124
"부산광역시","부산광역시","집행면적 (㎡)",2016,35124
"부산광역시","부산광역시","집행비율 (%)",2013,3.54
"부산광역시","부산광역시","집행비율 (%)",2014,96.62
"부산광역시","부산광역시","집행비율 (%)",2015,96.62
"부산광역시","부산광역시","집행비율 (%)",2016,96.62
"부산광역시","부산광역시","미집행면적 (㎡)",2013,957229
"부산광역시","부산광역시","미집행면적 (㎡)",2014,1229
"부산광역시","부산광역시","미집행면적 (㎡)",2015,1229
"부산광역시","부산광역시","미집행면적 (㎡)",2016,1229
"부산광역시","부산광역시","추정사업비계 (백만원)",2013,0
"부산광역시","부산광역시","추정사업비계 (백만원)",2014,0
"부산광역시","부산광역시","추정사업비계 (백만원)",2015,0
"부산광역시","부산광역시","추정사업비계 (백만원)",2016,0
"부산광역시","동구","(부분)미집행결정면적 (㎡)",2013,8904
"부산광역시","동구","(부분)미집행결정면적 (㎡)",2014,8904
"부산광역시","동구","(부분)미집행결정면적 (㎡)",2015,8904
"부산광역시","동구","(부분)미집행결정면적 (㎡)",2016,8782
"부산광역시","동구","(부분)미집행결정면적 (㎡)",2017,8782
"부산광역시","동구","(부분)미집행결정면적 (㎡)",2018,8782
"부산광역시","동구","(부분)미집행결정면적 (㎡)",2019,8782
"부산광역시","동구","집행면적 (㎡)",2013,0
"부산광역시","동구","집행면적 (㎡)",2014,0
"부산광역시","동구","집행면적 (㎡)",2015,0
"부산광역시","동구","집행면적 (㎡)",2016,0
"부산광역시","동구","집행면적 (㎡)",2017,0
"부산광역시","동구","집행면적 (㎡)",2018,0
"부산광역시","동구","집행면적 (㎡)",2019,0
"부산광역시","동구","집행비율 (%)",2013,0.00
"부산광역시","동구","집행비율 (%)",2014,0.00
"부산광역시","동구","집행비율 (%)",2015,0.00
"부산광역시","동구","집행비율 (%)",2016,0.00
"부산광역시","동구","집행비율 (%)",2017,0.00
"부산광역시","동구","집행비율 (%)",2018,0.00
"부산광역시","동구","집행비율 (%)",2019,0.00
"부산광역시","동구","미집행면적 (㎡)",2013,8904
"부산광역시","동구","미집행면적 (㎡)",2014,8904
"부산광역시","동구","미집행면적 (㎡)",2015,8904
"부산광역시","동구","미집행면적 (㎡)",2016,8782
"부산광역시","동구","미집행면적 (㎡)",2017,8782
"부산광역시","동구","미집행면적 (㎡)",2018,8782
"부산광역시","동구","미집행면적 (㎡)",2019,8782
"부산광역시","동구","추정사업비계 (백만원)",2013,0
"부산광역시","동구","추정사업비계 (백만원)",2014,0
"부산광역시","동구","추정사업비계 (백만원)",2015,0
"부산광역시","동구","추정사업비계 (백만원)",2016,0
"부산광역시","동구","추정사업비계 (백만원)",2017,0
"부산광역시","동구","추정사업비계 (백만원)",2018,0
"부산광역시","동구","추정사업비계 (백만원)",2019,0
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2013,43337
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2014,200188
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2015,200188
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2016,200188
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2017,200188
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2018,43337
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2019,43337
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2020,43337
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2021,43337
"부산광역시","영도구","(부분)미집행결정면적 (㎡)",2022,45168
"부산광역시","영도구","집행면적 (㎡)",2013,0
"부산광역시","영도구","집행면적 (㎡)",2014,0
"부산광역시","영도구","집행면적 (㎡)",2015,0
"부산광역시","영도구","집행면적 (㎡)",2016,0
"부산광역시","영도구","집행면적 (㎡)",2017,0
"부산광역시","영도구","집행면적 (㎡)",2018,0
"부산광역시","영도구","집행면적 (㎡)",2019,0
"부산광역시","영도구","집행면적 (㎡)",2020,0
"부산광역시","영도구","집행면적 (㎡)",2021,0
"부산광역시","영도구","집행비율 (%)",2013,0.00
"부산광역시","영도구","집행비율 (%)",2014,0.00
"부산광역시","영도구","집행비율 (%)",2015,0.00
"부산광역시","영도구","집행비율 (%)",2016,0.00
"부산광역시","영도구","집행비율 (%)",2017,0.00
"부산광역시","영도구","집행비율 (%)",2018,0.00
"부산광역시","영도구","집행비율 (%)",2019,0.00
"부산광역시","영도구","집행비율 (%)",2020,0.00
"부산광역시","영도구","집행비율 (%)",2021,0.00
"부산광역시","영도구","미집행면적 (㎡)",2013,43337
"부산광역시","영도구","미집행면적 (㎡)",2014,200188
"부산광역시","영도구","미집행면적 (㎡)",2015,200188
"부산광역시","영도구","미집행면적 (㎡)",2016,200188
"부산광역시","영도구","미집행면적 (㎡)",2017,200188
"부산광역시","영도구","미집행면적 (㎡)",2018,43337
"부산광역시","영도구","미집행면적 (㎡)",2019,43337
"부산광역시","영도구","미집행면적 (㎡)",2020,43337
"부산광역시","영도구","미집행면적 (㎡)",2021,43337
"부산광역시","영도구","미집행면적 (㎡)",2022,45168
"부산광역시","영도구","추정사업비계 (백만원)",2013,53439
"부산광역시","영도구","추정사업비계 (백만원)",2014,53439
"부산광역시","영도구","추정사업비계 (백만원)",2015,53439
"부산광역시","영도구","추정사업비계 (백만원)",2016,53439
"부산광역시","영도구","추정사업비계 (백만원)",2017,53439
"부산광역시","영도구","추정사업비계 (백만원)",2018,53439
"부산광역시","영도구","추정사업비계 (백만원)",2019,53439
"부산광역시","영도구","추정사업비계 (백만원)",2020,53439
"부산광역시","영도구","추정사업비계 (백만원)",2021,53439
"부산광역시","영도구","추정사업비계 (백만원)",2022,53439
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2013,21353
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2014,21353
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2015,21353
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2016,21353
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2017,40000
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2018,40000
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2019,53930
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2020,53930
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2021,53930
"부산광역시","동래구","(부분)미집행결정면적 (㎡)",2022,32447
"부산광역시","동래구","집행면적 (㎡)",2013,0
"부산광역시","동래구","집행면적 (㎡)",2014,0
"부산광역시","동래구","집행면적 (㎡)",2015,0
"부산광역시","동래구","집행면적 (㎡)",2016,0
"부산광역시","동래구","집행면적 (㎡)",2017,0
"부산광역시","동래구","집행면적 (㎡)",2018,0
"부산광역시","동래구","집행면적 (㎡)",2019,27314
"부산광역시","동래구","집행면적 (㎡)",2020,27314
"부산광역시","동래구","집행면적 (㎡)",2021,27314
"부산광역시","동래구","집행면적 (㎡)",2022,27314
"부산광역시","동래구","집행비율 (%)",2013,0.00
"부산광역시","동래구","집행비율 (%)",2014,0.00
"부산광역시","동래구","집행비율 (%)",2015,0.00
"부산광역시","동래구","집행비율 (%)",2016,0.00
"부산광역시","동래구","집행비율 (%)",2017,0.00
"부산광역시","동래구","집행비율 (%)",2018,0.00
"부산광역시","동래구","집행비율 (%)",2019,50.65
"부산광역시","동래구","집행비율 (%)",2020,50.65
"부산광역시","동래구","집행비율 (%)",2021,50.65
"부산광역시","동래구","집행비율 (%)",2022,84.18
"부산광역시","동래구","미집행면적 (㎡)",2013,21353
"부산광역시","동래구","미집행면적 (㎡)",2014,21353
"부산광역시","동래구","미집행면적 (㎡)",2015,21353
"부산광역시","동래구","미집행면적 (㎡)",2016,21353
"부산광역시","동래구","미집행면적 (㎡)",2017,40000
"부산광역시","동래구","미집행면적 (㎡)",2018,40000
"부산광역시","동래구","미집행면적 (㎡)",2019,26616
"부산광역시","동래구","미집행면적 (㎡)",2020,26616
"부산광역시","동래구","미집행면적 (㎡)",2021,26616
"부산광역시","동래구","미집행면적 (㎡)",2022,5133
"부산광역시","동래구","추정사업비계 (백만원)",2013,0
"부산광역시","동래구","추정사업비계 (백만원)",2014,0
"부산광역시","동래구","추정사업비계 (백만원)",2015,0
"부산광역시","동래구","추정사업비계 (백만원)",2016,0
"부산광역시","동래구","추정사업비계 (백만원)",2017,0
"부산광역시","동래구","추정사업비계 (백만원)",2018,0
"부산광역시","동래구","추정사업비계 (백만원)",2019,97134
"부산광역시","동래구","추정사업비계 (백만원)",2020,97134
"부산광역시","동래구","추정사업비계 (백만원)",2021,97134
"부산광역시","동래구","추정사업비계 (백만원)",2022,19408
"부산광역시","남구","(부분)미집행결정면적 (㎡)",2013,25541
"부산광역시","남구","(부분)미집행결정면적 (㎡)",2014,12207
"부산광역시","남구","(부분)미집행결정면적 (㎡)",2015,12207
"부산광역시","남구","(부분)미집행결정면적 (㎡)",2016,12207
"부산광역시","남구","집행면적 (㎡)",2013,12394
"부산광역시","남구","집행면적 (㎡)",2014,0
"부산광역시","남구","집행면적 (㎡)",2015,0
"부산광역시","남구","집행면적 (㎡)",2016,0
"부산광역시","남구","집행비율 (%)",2013,48.53
"부산광역시","남구","집행비율 (%)",2014,0.00
"부산광역시","남구","집행비율 (%)",2015,0.00
"부산광역시","남구","집행비율 (%)",2016,0.00
"부산광역시","남구","미집행면적 (㎡)",2013,13147
"부산광역시","남구","미집행면적 (㎡)",2014,12207
"부산광역시","남구","미집행면적 (㎡)",2015,12207
"부산광역시","남구","미집행면적 (㎡)",2016,12207
"부산광역시","남구","추정사업비계 (백만원)",2013,816
"부산광역시","남구","추정사업비계 (백만원)",2014,0
"부산광역시","남구","추정사업비계 (백만원)",2015,0
"부산광역시","남구","추정사업비계 (백만원)",2016,0
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2013,11616
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2014,11616
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2015,24316
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2016,24316
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2017,24316
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2018,24316
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2019,11617
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2020,11617
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2021,11617
"부산광역시","해운대구","(부분)미집행결정면적 (㎡)",2022,11617
"부산광역시","해운대구","집행면적 (㎡)",2013,0
"부산광역시","해운대구","집행면적 (㎡)",2014,0
"부산광역시","해운대구","집행면적 (㎡)",2015,0
"부산광역시","해운대구","집행면적 (㎡)",2016,0
"부산광역시","해운대구","집행면적 (㎡)",2017,0
"부산광역시","해운대구","집행면적 (㎡)",2018,0
"부산광역시","해운대구","집행면적 (㎡)",2019,0
"부산광역시","해운대구","집행면적 (㎡)",2020,0
"부산광역시","해운대구","집행면적 (㎡)",2021,0
"부산광역시","해운대구","집행비율 (%)",2013,0.00
"부산광역시","해운대구","집행비율 (%)",2014,0.00
"부산광역시","해운대구","집행비율 (%)",2015,0.00
"부산광역시","해운대구","집행비율 (%)",2016,0.00
"부산광역시","해운대구","집행비율 (%)",2017,0.00
"부산광역시","해운대구","집행비율 (%)",2018,0.00
"부산광역시","해운대구","집행비율 (%)",2019,0.00
"부산광역시","해운대구","집행비율 (%)",2020,0.00
"부산광역시","해운대구","집행비율 (%)",2021,0.00
"부산광역시","해운대구","미집행면적 (㎡)",2013,11616
"부산광역시","해운대구","미집행면적 (㎡)",2014,11616
"부산광역시","해운대구","미집행면적 (㎡)",2015,24316
"부산광역시","해운대구","미집행면적 (㎡)",2016,24316
"부산광역시","해운대구","미집행면적 (㎡)",2017,24316
"부산광역시","해운대구","미집행면적 (㎡)",2018,24316
"부산광역시","해운대구","미집행면적 (㎡)",2019,11617
"부산광역시","해운대구","미집행면적 (㎡)",2020,11617
"부산광역시","해운대구","미집행면적 (㎡)",2021,11617
"부산광역시","해운대구","미집행면적 (㎡)",2022,11617
"부산광역시","해운대구","추정사업비계 (백만원)",2013,0
"부산광역시","해운대구","추정사업비계 (백만원)",2014,0
"부산광역시","해운대구","추정사업비계 (백만원)",2015,0
"부산광역시","해운대구","추정사업비계 (백만원)",2016,0
"부산광역시","해운대구","추정사업비계 (백만원)",2017,0
"부산광역시","해운대구","추정사업비계 (백만원)",2018,0
"부산광역시","해운대구","추정사업비계 (백만원)",2019,801
"부산광역시","해운대구","추정사업비계 (백만원)",2020,801
"부산광역시","해운대구","추정사업비계 (백만원)",2021,801
"부산광역시","해운대구","추정사업비계 (백만원)",2022,801
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2013,11470
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2014,11741
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2015,22901
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2016,22901
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2017,11740
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2018,11740
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2019,11740
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2020,11740
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2021,11740
"부산광역시","사하구","(부분)미집행결정면적 (㎡)",2022,11740
"부산광역시","사하구","집행면적 (㎡)",2013,0
"부산광역시","사하구","집행면적 (㎡)",2014,0
"부산광역시","사하구","집행면적 (㎡)",2015,0
"부산광역시","사하구","집행면적 (㎡)",2016,0
"부산광역시","사하구","집행면적 (㎡)",2017,0
"부산광역시","사하구","집행면적 (㎡)",2018,0
"부산광역시","사하구","집행면적 (㎡)",2019,0
"부산광역시","사하구","집행면적 (㎡)",2020,0
"부산광역시","사하구","집행면적 (㎡)",2021,0
"부산광역시","사하구","집행비율 (%)",2013,0.00
"부산광역시","사하구","집행비율 (%)",2014,0.00
"부산광역시","사하구","집행비율 (%)",2015,0.00
"부산광역시","사하구","집행비율 (%)",2016,0.00
"부산광역시","사하구","집행비율 (%)",2017,0.00
"부산광역시","사하구","집행비율 (%)",2018,0.00
"부산광역시","사하구","집행비율 (%)",2019,0.00
"부산광역시","사하구","집행비율 (%)",2020,0.00
"부산광역시","사하구","집행비율 (%)",2021,0.00
"부산광역시","사하구","미집행면적 (㎡)",2013,11470
"부산광역시","사하구","미집행면적 (㎡)",2014,11741
"부산광역시","사하구","미집행면적 (㎡)",2015,22901
"부산광역시","사하구","미집행면적 (㎡)",2016,22901
"부산광역시","사하구","미집행면적 (㎡)",2017,11740
"부산광역시","사하구","미집행면적 (㎡)",2018,11740
"부산광역시","사하구","미집행면적 (㎡)",2019,11740
"부산광역시","사하구","미집행면적 (㎡)",2020,11740
"부산광역시","사하구","미집행면적 (㎡)",2021,11740
"부산광역시","사하구","미집행면적 (㎡)",2022,11740
"부산광역시","사하구","추정사업비계 (백만원)",2013,0
"부산광역시","사하구","추정사업비계 (백만원)",2014,0
"부산광역시","사하구","추정사업비계 (백만원)",2015,0
"부산광역시","사하구","추정사업비계 (백만원)",2016,0
"부산광역시","사하구","추정사업비계 (백만원)",2017,0
"부산광역시","사하구","추정사업비계 (백만원)",2018,0
"부산광역시","사하구","추정사업비계 (백만원)",2019,31698
"부산광역시","사하구","추정사업비계 (백만원)",2020,31698
"부산광역시","사하구","추정사업비계 (백만원)",2021,31698
"부산광역시","사하구","추정사업비계 (백만원)",2022,31698
"부산광역시","금정구","(부분)미집행결정면적 (㎡)",2014,39221
"부산광역시","금정구","(부분)미집행결정면적 (㎡)",2015,58619
"부산광역시","금정구","(부분)미집행결정면적 (㎡)",2016,39837
"부산광역시","금정구","(부분)미집행결정면적 (㎡)",2017,20439
"부산광역시","금정구","집행면적 (㎡)",2014,19515
"부산광역시","금정구","집행면적 (㎡)",2015,19515
"부산광역시","금정구","집행면적 (㎡)",2016,19515
"부산광역시","금정구","집행면적 (㎡)",2017,19515
"부산광역시","금정구","집행비율 (%)",2014,49.76
"부산광역시","금정구","집행비율 (%)",2015,33.29
"부산광역시","금정구","집행비율 (%)",2016,48.99
"부산광역시","금정구","집행비율 (%)",2017,95.48
"부산광역시","금정구","미집행면적 (㎡)",2014,19706
"부산광역시","금정구","미집행면적 (㎡)",2015,39104
"부산광역시","금정구","미집행면적 (㎡)",2016,20322
"부산광역시","금정구","미집행면적 (㎡)",2017,924
"부산광역시","금정구","추정사업비계 (백만원)",2014,0
"부산광역시","금정구","추정사업비계 (백만원)",2015,0
"부산광역시","금정구","추정사업비계 (백만원)",2016,0
"부산광역시","금정구","추정사업비계 (백만원)",2017,0
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2013,14122
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2014,30718
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2015,30718
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2016,30718
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2017,30718
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2018,30718
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2019,30718
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2020,30718
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2021,30771
"부산광역시","수영구","(부분)미집행결정면적 (㎡)",2022,30771
"부산광역시","수영구","집행면적 (㎡)",2013,0
"부산광역시","수영구","집행면적 (㎡)",2014,14837
"부산광역시","수영구","집행면적 (㎡)",2015,14837
"부산광역시","수영구","집행면적 (㎡)",2016,14837
"부산광역시","수영구","집행면적 (㎡)",2017,14837
"부산광역시","수영구","집행면적 (㎡)",2018,14837
"부산광역시","수영구","집행면적 (㎡)",2019,14837
"부산광역시","수영구","집행면적 (㎡)",2020,14837
"부산광역시","수영구","집행면적 (㎡)",2021,14657
"부산광역시","수영구","집행면적 (㎡)",2022,14657
"부산광역시","수영구","집행비율 (%)",2013,0.00
"부산광역시","수영구","집행비율 (%)",2014,48.30
"부산광역시","수영구","집행비율 (%)",2015,48.30
"부산광역시","수영구","집행비율 (%)",2016,48.30
"부산광역시","수영구","집행비율 (%)",2017,48.30
"부산광역시","수영구","집행비율 (%)",2018,48.30
"부산광역시","수영구","집행비율 (%)",2019,48.30
"부산광역시","수영구","집행비율 (%)",2020,48.30
"부산광역시","수영구","집행비율 (%)",2021,47.63
"부산광역시","수영구","집행비율 (%)",2022,47.63
"부산광역시","수영구","미집행면적 (㎡)",2013,14122
"부산광역시","수영구","미집행면적 (㎡)",2014,15881
"부산광역시","수영구","미집행면적 (㎡)",2015,15881
"부산광역시","수영구","미집행면적 (㎡)",2016,15881
"부산광역시","수영구","미집행면적 (㎡)",2017,15881
"부산광역시","수영구","미집행면적 (㎡)",2018,15881
"부산광역시","수영구","미집행면적 (㎡)",2019,15881
"부산광역시","수영구","미집행면적 (㎡)",2020,15881
"부산광역시","수영구","미집행면적 (㎡)",2021,16114
"부산광역시","수영구","미집행면적 (㎡)",2022,16114
"부산광역시","수영구","추정사업비계 (백만원)",2013,3173
"부산광역시","수영구","추정사업비계 (백만원)",2014,3173
"부산광역시","수영구","추정사업비계 (백만원)",2015,3173
"부산광역시","수영구","추정사업비계 (백만원)",2016,3173
"부산광역시","수영구","추정사업비계 (백만원)",2017,3173
"부산광역시","수영구","추정사업비계 (백만원)",2018,3173
"부산광역시","수영구","추정사업비계 (백만원)",2019,3173
"부산광역시","수영구","추정사업비계 (백만원)",2020,53327
"부산광역시","수영구","추정사업비계 (백만원)",2021,53327
"부산광역시","수영구","추정사업비계 (백만원)",2022,53327
"부산광역시","사상구","(부분)미집행결정면적 (㎡)",2013,11972
"부산광역시","사상구","(부분)미집행결정면적 (㎡)",2014,11972
"부산광역시","사상구","(부분)미집행결정면적 (㎡)",2015,11972
"부산광역시","사상구","(부분)미집행결정면적 (㎡)",2016,11972
"부산광역시","사상구","(부분)미집행결정면적 (㎡)",2017,11972
"부산광역시","사상구","(부분)미집행결정면적 (㎡)",2018,11972
"부산광역시","사상구","(부분)미집행결정면적 (㎡)",2019,11972
"부산광역시","사상구","집행면적 (㎡)",2013,0
"부산광역시","사상구","집행면적 (㎡)",2014,0
"부산광역시","사상구","집행면적 (㎡)",2015,0
"부산광역시","사상구","집행면적 (㎡)",2016,0
"부산광역시","사상구","집행면적 (㎡)",2017,0
"부산광역시","사상구","집행면적 (㎡)",2018,0
"부산광역시","사상구","집행면적 (㎡)",2019,0
"부산광역시","사상구","집행비율 (%)",2013,0.00
"부산광역시","사상구","집행비율 (%)",2014,0.00
"부산광역시","사상구","집행비율 (%)",2015,0.00
"부산광역시","사상구","집행비율 (%)",2016,0.00
"부산광역시","사상구","집행비율 (%)",2017,0.00
"부산광역시","사상구","집행비율 (%)",2018,0.00
"부산광역시","사상구","집행비율 (%)",2019,0.00
"부산광역시","사상구","미집행면적 (㎡)",2013,11972
"부산광역시","사상구","미집행면적 (㎡)",2014,11972
"부산광역시","사상구","미집행면적 (㎡)",2015,11972
"부산광역시","사상구","미집행면적 (㎡)",2016,11972
