"[STCODE_11]시도별","시도별","[STCODE_12]설립주체별","설립주체별","[STCODE_13]학교현황별","학교현황별","시점","중학교 개황",
"04","인천광역시","A002","국립","G_3","1학년","2018 년","0",
"04","인천광역시","A002","국립","G_3","1학년","2019 년","0",
"04","인천광역시","A002","국립","G_3","1학년","2020 년","-",
"04","인천광역시","A002","국립","G_3","1학년","2021 년","-",
"04","인천광역시","A002","국립","G_3","1학년","2022 년","-",
"04","인천광역시","A002","국립","G_4","2학년","2013 년","-",
"04","인천광역시","A002","국립","G_4","2학년","2014 년","-",
"04","인천광역시","A002","국립","G_4","2학년","2015 년","-",
"04","인천광역시","A002","국립","G_4","2학년","2016 년","-",
"04","인천광역시","A002","국립","G_4","2학년","2017 년","-",
"04","인천광역시","A002","국립","G_4","2학년","2018 년","0",
"04","인천광역시","A002","국립","G_4","2학년","2019 년","0",
"04","인천광역시","A002","국립","G_4","2학년","2020 년","-",
"04","인천광역시","A002","국립","G_4","2학년","2021 년","-",
"04","인천광역시","A002","국립","G_4","2학년","2022 년","-",
"04","인천광역시","A002","국립","G_5","3학년","2013 년","-",
"04","인천광역시","A002","국립","G_5","3학년","2014 년","-",
"04","인천광역시","A002","국립","G_5","3학년","2015 년","-",
"04","인천광역시","A002","국립","G_5","3학년","2016 년","-",
"04","인천광역시","A002","국립","G_5","3학년","2017 년","-",
"04","인천광역시","A002","국립","G_5","3학년","2018 년","0",
"04","인천광역시","A002","국립","G_5","3학년","2019 년","0",
"04","인천광역시","A002","국립","G_5","3학년","2020 년","-",
"04","인천광역시","A002","국립","G_5","3학년","2021 년","-",
"04","인천광역시","A002","국립","G_5","3학년","2022 년","-",
"04","인천광역시","A002","국립","G_2","특수학급","2013 년","-",
"04","인천광역시","A002","국립","G_2","특수학급","2014 년","-",
"04","인천광역시","A002","국립","G_2","특수학급","2015 년","-",
"04","인천광역시","A002","국립","G_2","특수학급","2016 년","-",
"04","인천광역시","A002","국립","G_2","특수학급","2017 년","-",
"04","인천광역시","A002","국립","G_2","특수학급","2018 년","0",
"04","인천광역시","A002","국립","G_2","특수학급","2019 년","0",
"04","인천광역시","A002","국립","G_2","특수학급","2020 년","-",
"04","인천광역시","A002","국립","G_2","특수학급","2021 년","-",
"04","인천광역시","A002","국립","G_2","특수학급","2022 년","-",
"04","인천광역시","A002","국립","H_1","학생수","2013 년","-",
"04","인천광역시","A002","국립","H_1","학생수","2014 년","-",
"04","인천광역시","A002","국립","H_1","학생수","2015 년","-",
"04","인천광역시","A002","국립","H_1","학생수","2016 년","-",
"04","인천광역시","A002","국립","H_1","학생수","2017 년","-",
"04","인천광역시","A002","국립","H_1","학생수","2018 년","0",
"04","인천광역시","A002","국립","H_1","학생수","2019 년","0",
"04","인천광역시","A002","국립","H_1","학생수","2020 년","-",
"04","인천광역시","A002","국립","H_1","학생수","2021 년","-",
"04","인천광역시","A002","국립","H_1","학생수","2022 년","-",
"04","인천광역시","A002","국립","H_2","여자","2013 년","-",
"04","인천광역시","A002","국립","H_2","여자","2014 년","-",
"04","인천광역시","A002","국립","H_2","여자","2015 년","-",
"04","인천광역시","A002","국립","H_2","여자","2016 년","-",
"04","인천광역시","A002","국립","H_2","여자","2017 년","-",
"04","인천광역시","A002","국립","H_2","여자","2018 년","0",
"04","인천광역시","A002","국립","H_2","여자","2019 년","0",
"04","인천광역시","A002","국립","H_2","여자","2020 년","-",
"04","인천광역시","A002","국립","H_2","여자","2021 년","-",
"04","인천광역시","A002","국립","H_2","여자","2022 년","-",
"04","인천광역시","A002","국립","H_3","1학년","2013 년","-",
"04","인천광역시","A002","국립","H_3","1학년","2014 년","-",
"04","인천광역시","A002","국립","H_3","1학년","2015 년","-",
"04","인천광역시","A002","국립","H_3","1학년","2016 년","-",
"04","인천광역시","A002","국립","H_3","1학년","2017 년","-",
"04","인천광역시","A002","국립","H_3","1학년","2018 년","0",
"04","인천광역시","A002","국립","H_3","1학년","2019 년","0",
"04","인천광역시","A002","국립","H_3","1학년","2020 년","-",
"04","인천광역시","A002","국립","H_3","1학년","2021 년","-",
"04","인천광역시","A002","국립","H_3","1학년","2022 년","-",
"04","인천광역시","A002","국립","H_31","여자","2013 년","-",
"04","인천광역시","A002","국립","H_31","여자","2014 년","-",
"04","인천광역시","A002","국립","H_31","여자","2015 년","-",
"04","인천광역시","A002","국립","H_31","여자","2016 년","-",
"04","인천광역시","A002","국립","H_31","여자","2017 년","-",
"04","인천광역시","A002","국립","H_31","여자","2018 년","0",
"04","인천광역시","A002","국립","H_31","여자","2019 년","0",
"04","인천광역시","A002","국립","H_31","여자","2020 년","-",
"04","인천광역시","A002","국립","H_31","여자","2021 년","-",
"04","인천광역시","A002","국립","H_31","여자","2022 년","-",
"04","인천광역시","A002","국립","H_4","2학년","2013 년","-",
"04","인천광역시","A002","국립","H_4","2학년","2014 년","-",
"04","인천광역시","A002","국립","H_4","2학년","2015 년","-",
"04","인천광역시","A002","국립","H_4","2학년","2016 년","-",
"04","인천광역시","A002","국립","H_4","2학년","2017 년","-",
"04","인천광역시","A002","국립","H_4","2학년","2018 년","0",
"04","인천광역시","A002","국립","H_4","2학년","2019 년","0",
"04","인천광역시","A002","국립","H_4","2학년","2020 년","-",
"04","인천광역시","A002","국립","H_4","2학년","2021 년","-",
"04","인천광역시","A002","국립","H_4","2학년","2022 년","-",
"04","인천광역시","A002","국립","H_41","여자","2013 년","-",
"04","인천광역시","A002","국립","H_41","여자","2014 년","-",
"04","인천광역시","A002","국립","H_41","여자","2015 년","-",
"04","인천광역시","A002","국립","H_41","여자","2016 년","-",
"04","인천광역시","A002","국립","H_41","여자","2017 년","-",
"04","인천광역시","A002","국립","H_41","여자","2018 년","0",
"04","인천광역시","A002","국립","H_41","여자","2019 년","0",
"04","인천광역시","A002","국립","H_41","여자","2020 년","-",
"04","인천광역시","A002","국립","H_41","여자","2021 년","-",
"04","인천광역시","A002","국립","H_41","여자","2022 년","-",
"04","인천광역시","A002","국립","H_5","3학년","2013 년","-",
"04","인천광역시","A002","국립","H_5","3학년","2014 년","-",
"04","인천광역시","A002","국립","H_5","3학년","2015 년","-",
"04","인천광역시","A002","국립","H_5","3학년","2016 년","-",
"04","인천광역시","A002","국립","H_5","3학년","2017 년","-",
"04","인천광역시","A002","국립","H_5","3학년","2018 년","0",
"04","인천광역시","A002","국립","H_5","3학년","2019 년","0",
"04","인천광역시","A002","국립","H_5","3학년","2020 년","-",
"04","인천광역시","A002","국립","H_5","3학년","2021 년","-",
"04","인천광역시","A002","국립","H_5","3학년","2022 년","-",
"04","인천광역시","A002","국립","H_51","여자","2013 년","-",
"04","인천광역시","A002","국립","H_51","여자","2014 년","-",
"04","인천광역시","A002","국립","H_51","여자","2015 년","-",
"04","인천광역시","A002","국립","H_51","여자","2016 년","-",
"04","인천광역시","A002","국립","H_51","여자","2017 년","-",
"04","인천광역시","A002","국립","H_51","여자","2018 년","0",
"04","인천광역시","A002","국립","H_51","여자","2019 년","0",
"04","인천광역시","A002","국립","H_51","여자","2020 년","-",
"04","인천광역시","A002","국립","H_51","여자","2021 년","-",
"04","인천광역시","A002","국립","H_51","여자","2022 년","-",
"04","인천광역시","A003","공립","A_1","학교수","2013 년","122",
"04","인천광역시","A003","공립","A_1","학교수","2014 년","122",
"04","인천광역시","A003","공립","A_1","학교수","2015 년","123",
"04","인천광역시","A003","공립","A_1","학교수","2016 년","123",
"04","인천광역시","A003","공립","A_1","학교수","2017 년","124",
"04","인천광역시","A003","공립","A_1","학교수","2018 년","124",
"04","인천광역시","A003","공립","A_1","학교수","2019 년","125",
"04","인천광역시","A003","공립","A_1","학교수","2020 년","126",
"04","인천광역시","A003","공립","A_1","학교수","2021 년","129",
"04","인천광역시","A003","공립","A_1","학교수","2022 년","132",
"04","인천광역시","A003","공립","A_2","남자","2013 년","25",
"04","인천광역시","A003","공립","A_2","남자","2014 년","25",
"04","인천광역시","A003","공립","A_2","남자","2015 년","25",
"04","인천광역시","A003","공립","A_2","남자","2016 년","25",
"04","인천광역시","A003","공립","A_2","남자","2017 년","25",
"04","인천광역시","A003","공립","A_2","남자","2018 년","25",
"04","인천광역시","A003","공립","A_2","남자","2019 년","25",
"04","인천광역시","A003","공립","A_2","남자","2020 년","25",
"04","인천광역시","A003","공립","A_2","남자","2021 년","25",
"04","인천광역시","A003","공립","A_2","남자","2022 년","24",
"04","인천광역시","A003","공립","A_3","여자","2013 년","24",
"04","인천광역시","A003","공립","A_3","여자","2014 년","24",
"04","인천광역시","A003","공립","A_3","여자","2015 년","24",
"04","인천광역시","A003","공립","A_3","여자","2016 년","24",
"04","인천광역시","A003","공립","A_3","여자","2017 년","24",
"04","인천광역시","A003","공립","A_3","여자","2018 년","24",
"04","인천광역시","A003","공립","A_3","여자","2019 년","24",
"04","인천광역시","A003","공립","A_3","여자","2020 년","24",
"04","인천광역시","A003","공립","A_3","여자","2021 년","24",
"04","인천광역시","A003","공립","A_3","여자","2022 년","24",
"04","인천광역시","A003","공립","A_4","공학","2013 년","73",
"04","인천광역시","A003","공립","A_4","공학","2014 년","73",
"04","인천광역시","A003","공립","A_4","공학","2015 년","74",
"04","인천광역시","A003","공립","A_4","공학","2016 년","74",
"04","인천광역시","A003","공립","A_4","공학","2017 년","75",
"04","인천광역시","A003","공립","A_4","공학","2018 년","75",
"04","인천광역시","A003","공립","A_4","공학","2019 년","76",
"04","인천광역시","A003","공립","A_4","공학","2020 년","77",
"04","인천광역시","A003","공립","A_4","공학","2021 년","80",
"04","인천광역시","A003","공립","A_4","공학","2022 년","84",
"04","인천광역시","A003","공립","B_0","교직원수","2017 년","5737",
"04","인천광역시","A003","공립","B_0","교직원수","2018 년","5828",
"04","인천광역시","A003","공립","B_0","교직원수","2019 년","5919",
"04","인천광역시","A003","공립","B_1","교원수","2013 년","5623",
"04","인천광역시","A003","공립","B_1","교원수","2014 년","5639",
"04","인천광역시","A003","공립","B_1","교원수","2015 년","5398",
"04","인천광역시","A003","공립","B_1","교원수","2016 년","5342",
"04","인천광역시","A003","공립","B_1","교원수","2017 년","5280",
"04","인천광역시","A003","공립","B_1","교원수","2018 년","5384",
"04","인천광역시","A003","공립","B_1","교원수","2019 년","5489",
"04","인천광역시","A003","공립","B_1","교원수","2020 년","5457",
"04","인천광역시","A003","공립","B_1","교원수","2021 년","5491",
"04","인천광역시","A003","공립","B_1","교원수","2022 년","5634",
"04","인천광역시","A003","공립","B_2","여자","2013 년","4239",
"04","인천광역시","A003","공립","B_2","여자","2014 년","4264",
"04","인천광역시","A003","공립","B_2","여자","2015 년","4073",
"04","인천광역시","A003","공립","B_2","여자","2016 년","4043",
"04","인천광역시","A003","공립","B_2","여자","2017 년","4044",
"04","인천광역시","A003","공립","B_2","여자","2018 년","4100",
"04","인천광역시","A003","공립","B_2","여자","2019 년","4201",
"04","인천광역시","A003","공립","B_2","여자","2020 년","4158",
"04","인천광역시","A003","공립","B_2","여자","2021 년","4177",
"04","인천광역시","A003","공립","B_2","여자","2022 년","4282",
"04","인천광역시","A003","공립","C_1","직원수","2013 년","472",
"04","인천광역시","A003","공립","C_1","직원수","2014 년","483",
"04","인천광역시","A003","공립","C_1","직원수","2015 년","476",
"04","인천광역시","A003","공립","C_1","직원수","2016 년","473",
"04","인천광역시","A003","공립","C_1","직원수","2017 년","457",
"04","인천광역시","A003","공립","C_1","직원수","2018 년","444",
"04","인천광역시","A003","공립","C_1","직원수","2019 년","430",
"04","인천광역시","A003","공립","C_1","직원수","2020 년","424",
"04","인천광역시","A003","공립","C_1","직원수","2021 년","436",
"04","인천광역시","A003","공립","C_1","직원수","2022 년","437",
"04","인천광역시","A003","공립","C_2","여자","2013 년","281",
"04","인천광역시","A003","공립","C_2","여자","2014 년","292",
"04","인천광역시","A003","공립","C_2","여자","2015 년","284",
"04","인천광역시","A003","공립","C_2","여자","2016 년","284",
"04","인천광역시","A003","공립","C_2","여자","2017 년","285",
"04","인천광역시","A003","공립","C_2","여자","2018 년","292",
"04","인천광역시","A003","공립","C_2","여자","2019 년","278",
"04","인천광역시","A003","공립","C_2","여자","2020 년","277",
"04","인천광역시","A003","공립","C_2","여자","2021 년","297",
"04","인천광역시","A003","공립","C_2","여자","2022 년","306",
"04","인천광역시","A003","공립","D_1","입학자수","2013 년","31834",
"04","인천광역시","A003","공립","D_1","입학자수","2014 년","28270",
"04","인천광역시","A003","공립","D_1","입학자수","2015 년","25327",
"04","인천광역시","A003","공립","D_1","입학자수","2016 년","25760",
"04","인천광역시","A003","공립","D_1","입학자수","2017 년","24351",
"04","인천광역시","A003","공립","D_1","입학자수","2018 년","22705",
"04","인천광역시","A003","공립","D_1","입학자수","2019 년","23622",
"04","인천광역시","A003","공립","D_1","입학자수","2020 년","26271",
"04","인천광역시","A003","공립","D_1","입학자수","2021 년","24651",
"04","인천광역시","A003","공립","D_1","입학자수","2022 년","24022",
"04","인천광역시","A003","공립","D_2","여자","2013 년","15735",
"04","인천광역시","A003","공립","D_2","여자","2014 년","14008",
"04","인천광역시","A003","공립","D_2","여자","2015 년","12653",
"04","인천광역시","A003","공립","D_2","여자","2016 년","12807",
"04","인천광역시","A003","공립","D_2","여자","2017 년","12094",
"04","인천광역시","A003","공립","D_2","여자","2018 년","11236",
"04","인천광역시","A003","공립","D_2","여자","2019 년","11620",
"04","인천광역시","A003","공립","D_2","여자","2020 년","13167",
"04","인천광역시","A003","공립","D_2","여자","2021 년","12409",
"04","인천광역시","A003","공립","D_2","여자","2022 년","11897",
"04","인천광역시","A003","공립","E_1","졸업자수","2013 년","34088",
"04","인천광역시","A003","공립","E_1","졸업자수","2014 년","32151",
"04","인천광역시","A003","공립","E_1","졸업자수","2015 년","31450",
"04","인천광역시","A003","공립","E_1","졸업자수","2016 년","31720",
"04","인천광역시","A003","공립","E_1","졸업자수","2017 년","28105",
"04","인천광역시","A003","공립","E_1","졸업자수","2018 년","24563",
"04","인천광역시","A003","공립","E_1","졸업자수","2019 년","25334",
"04","인천광역시","A003","공립","E_1","졸업자수","2020 년","24145",
"04","인천광역시","A003","공립","E_1","졸업자수","2021 년","22540",
"04","인천광역시","A003","공립","E_1","졸업자수","2022 년","23406",
"04","인천광역시","A003","공립","E_2","여자","2013 년","16922",
"04","인천광역시","A003","공립","E_2","여자","2014 년","15757",
"04","인천광역시","A003","공립","E_2","여자","2015 년","15327",
"04","인천광역시","A003","공립","E_2","여자","2016 년","15699",
"04","인천광역시","A003","공립","E_2","여자","2017 년","13930",
"04","인천광역시","A003","공립","E_2","여자","2018 년","12132",
"04","인천광역시","A003","공립","E_2","여자","2019 년","12588",
"04","인천광역시","A003","공립","E_2","여자","2020 년","11991",
"04","인천광역시","A003","공립","E_2","여자","2021 년","11157",
"04","인천광역시","A003","공립","E_2","여자","2022 년","11531",
"04","인천광역시","A003","공립","F_3","교실수","2015 년","4102",
"04","인천광역시","A003","공립","F_3","교실수","2016 년","4059",
"04","인천광역시","A003","공립","F_3","교실수","2017 년","4067",
"04","인천광역시","A003","공립","F_3","교실수","2018 년","4048",
"04","인천광역시","A003","공립","F_3","교실수","2019 년","4067",
"04","인천광역시","A003","공립","F_3","교실수","2020 년","4107",
"04","인천광역시","A003","공립","F_3","교실수","2021 년","4209",
"04","인천광역시","A003","공립","F_3","교실수","2022 년","4328",
"04","인천광역시","A003","공립","F_1","정규교실","2013 년","2882",
"04","인천광역시","A003","공립","F_1","정규교실","2014 년","2952",
"04","인천광역시","A003","공립","F_2","가·대용교실","2013 년","8",
"04","인천광역시","A003","공립","F_2","가·대용교실","2014 년","6",
"04","인천광역시","A003","공립","F_4","일반교실","2015 년","2624",
"04","인천광역시","A003","공립","F_4","일반교실","2016 년","2619",
"04","인천광역시","A003","공립","F_4","일반교실","2017 년","2603",
"04","인천광역시","A003","공립","F_4","일반교실","2018 년","2622",
"04","인천광역시","A003","공립","F_4","일반교실","2019 년","2674",
"04","인천광역시","A003","공립","F_4","일반교실","2020 년","2719",
"04","인천광역시","A003","공립","F_4","일반교실","2021 년","2787",
"04","인천광역시","A003","공립","F_4","일반교실","2022 년","2902",
"04","인천광역시","A003","공립","F_5","교과교실","2015 년","521",
"04","인천광역시","A003","공립","F_5","교과교실","2016 년","506",
"04","인천광역시","A003","공립","F_5","교과교실","2017 년","539",
"04","인천광역시","A003","공립","F_5","교과교실","2018 년","533",
"04","인천광역시","A003","공립","F_5","교과교실","2019 년","495",
"04","인천광역시","A003","공립","F_5","교과교실","2020 년","474",
"04","인천광역시","A003","공립","F_5","교과교실","2021 년","470",
"04","인천광역시","A003","공립","F_5","교과교실","2022 년","447",
"04","인천광역시","A003","공립","F_6","특별교실","2015 년","860",
"04","인천광역시","A003","공립","F_6","특별교실","2016 년","855",
"04","인천광역시","A003","공립","F_6","특별교실","2017 년","850",
"04","인천광역시","A003","공립","F_6","특별교실","2018 년","844",
"04","인천광역시","A003","공립","F_6","특별교실","2019 년","854",
"04","인천광역시","A003","공립","F_6","특별교실","2020 년","869",
"04","인천광역시","A003","공립","F_6","특별교실","2021 년","911",
"04","인천광역시","A003","공립","F_6","특별교실","2022 년","928",
"04","인천광역시","A003","공립","F_7","수준별교실","2015 년","97",
"04","인천광역시","A003","공립","F_7","수준별교실","2016 년","79",
"04","인천광역시","A003","공립","F_7","수준별교실","2017 년","75",
"04","인천광역시","A003","공립","F_7","수준별교실","2018 년","49",
"04","인천광역시","A003","공립","F_7","수준별교실","2019 년","44",
"04","인천광역시","A003","공립","F_7","수준별교실","2020 년","45",
"04","인천광역시","A003","공립","F_7","수준별교실","2021 년","41",
"04","인천광역시","A003","공립","F_7","수준별교실","2022 년","51",
"04","인천광역시","A003","공립","G_1","학급수","2013 년","2840",
"04","인천광역시","A003","공립","G_1","학급수","2014 년","2818",
"04","인천광역시","A003","공립","G_1","학급수","2015 년","2771",
"04","인천광역시","A003","공립","G_1","학급수","2016 년","2723",
"04","인천광역시","A003","공립","G_1","학급수","2017 년","2694",
"04","인천광역시","A003","공립","G_1","학급수","2018 년","2716",
"04","인천광역시","A003","공립","G_1","학급수","2019 년","2736",
"04","인천광역시","A003","공립","G_1","학급수","2020 년","2756",
"04","인천광역시","A003","공립","G_1","학급수","2021 년","2779",
"04","인천광역시","A003","공립","G_1","학급수","2022 년","2843",
"04","인천광역시","A003","공립","G_3","1학년","2013 년","912",
"04","인천광역시","A003","공립","G_3","1학년","2014 년","888",
"04","인천광역시","A003","공립","G_3","1학년","2015 년","860",
"04","인천광역시","A003","공립","G_3","1학년","2016 년","872",
"04","인천광역시","A003","공립","G_3","1학년","2017 년","850",
"04","인천광역시","A003","공립","G_3","1학년","2018 년","848",
"04","인천광역시","A003","공립","G_3","1학년","2019 년","889",
"04","인천광역시","A003","공립","G_3","1학년","2020 년","899",
"04","인천광역시","A003","공립","G_3","1학년","2021 년","864",
"04","인천광역시","A003","공립","G_3","1학년","2022 년","899",
"04","인천광역시","A003","공립","G_4","2학년","2013 년","900",
"04","인천광역시","A003","공립","G_4","2학년","2014 년","913",
"04","인천광역시","A003","공립","G_4","2학년","2015 년","876",
"04","인천광역시","A003","공립","G_4","2학년","2016 년","853",
"04","인천광역시","A003","공립","G_4","2학년","2017 년","874",
"04","인천광역시","A003","공립","G_4","2학년","2018 년","862",
"04","인천광역시","A003","공립","G_4","2학년","2019 년","863",
"04","인천광역시","A003","공립","G_4","2학년","2020 년","878",
"04","인천광역시","A003","공립","G_4","2학년","2021 년","904",
"04","인천광역시","A003","공립","G_4","2학년","2022 년","885",
"04","인천광역시","A003","공립","G_5","3학년","2013 년","921",
"04","인천광역시","A003","공립","G_5","3학년","2014 년","903",
"04","인천광역시","A003","공립","G_5","3학년","2015 년","922",
"04","인천광역시","A003","공립","G_5","3학년","2016 년","882",
"04","인천광역시","A003","공립","G_5","3학년","2017 년","850",
"04","인천광역시","A003","공립","G_5","3학년","2018 년","888",
"04","인천광역시","A003","공립","G_5","3학년","2019 년","871",
"04","인천광역시","A003","공립","G_5","3학년","2020 년","852",
"04","인천광역시","A003","공립","G_5","3학년","2021 년","877",
"04","인천광역시","A003","공립","G_5","3학년","2022 년","920",
"04","인천광역시","A003","공립","G_2","특수학급","2013 년","107",
"04","인천광역시","A003","공립","G_2","특수학급","2014 년","114",
"04","인천광역시","A003","공립","G_2","특수학급","2015 년","113",
"04","인천광역시","A003","공립","G_2","특수학급","2016 년","116",
"04","인천광역시","A003","공립","G_2","특수학급","2017 년","120",
"04","인천광역시","A003","공립","G_2","특수학급","2018 년","118",
"04","인천광역시","A003","공립","G_2","특수학급","2019 년","113",
"04","인천광역시","A003","공립","G_2","특수학급","2020 년","127",
"04","인천광역시","A003","공립","G_2","특수학급","2021 년","134",
"04","인천광역시","A003","공립","G_2","특수학급","2022 년","139",
"04","인천광역시","A003","공립","H_1","학생수","2013 년","95794",
"04","인천광역시","A003","공립","H_1","학생수","2014 년","91739",
"04","인천광역시","A003","공립","H_1","학생수","2015 년","84889",
"04","인천광역시","A003","공립","H_1","학생수","2016 년","78638",
"04","인천광역시","A003","공립","H_1","학생수","2017 년","74648",
"04","인천광역시","A003","공립","H_1","학생수","2018 년","72495",
"04","인천광역시","A003","공립","H_1","학생수","2019 년","70561",
"04","인천광역시","A003","공립","H_1","학생수","2020 년","72390",
"04","인천광역시","A003","공립","H_1","학생수","2021 년","74379",
"04","인천광역시","A003","공립","H_1","학생수","2022 년","74922",
"04","인천광역시","A003","공립","H_2","여자","2013 년","47029",
"04","인천광역시","A003","공립","H_2","여자","2014 년","45207",
"04","인천광역시","A003","공립","H_2","여자","2015 년","42029",
"04","인천광역시","A003","공립","H_2","여자","2016 년","38993",
"04","인천광역시","A003","공립","H_2","여자","2017 년","37024",
"04","인천광역시","A003","공립","H_2","여자","2018 년","35973",
"04","인천광역시","A003","공립","H_2","여자","2019 년","34852",
"04","인천광역시","A003","공립","H_2","여자","2020 년","35882",
"04","인천광역시","A003","공립","H_2","여자","2021 년","37104",
"04","인천광역시","A003","공립","H_2","여자","2022 년","37416",
"04","인천광역시","A003","공립","H_3","1학년","2013 년","31865",
"04","인천광역시","A003","공립","H_3","1학년","2014 년","28288",
"04","인천광역시","A003","공립","H_3","1학년","2015 년","24782",
"04","인천광역시","A003","공립","H_3","1학년","2016 년","25749",
"04","인천광역시","A003","공립","H_3","1학년","2017 년","24347",
"04","인천광역시","A003","공립","H_3","1학년","2018 년","22720",
"04","인천광역시","A003","공립","H_3","1학년","2019 년","23640",
"04","인천광역시","A003","공립","H_3","1학년","2020 년","26263",
"04","인천광역시","A003","공립","H_3","1학년","2021 년","24660",
"04","인천광역시","A003","공립","H_3","1학년","2022 년","24039",
"04","인천광역시","A003","공립","H_31","여자","2013 년","15757",
"04","인천광역시","A003","공립","H_31","여자","2014 년","14022",
"04","인천광역시","A003","공립","H_31","여자","2015 년","12261",
"04","인천광역시","A003","공립","H_31","여자","2016 년","12798",
"04","인천광역시","A003","공립","H_31","여자","2017 년","12094",
"04","인천광역시","A003","공립","H_31","여자","2018 년","11249",
"04","인천광역시","A003","공립","H_31","여자","2019 년","11612",
"04","인천광역시","A003","공립","H_31","여자","2020 년","13164",
"04","인천광역시","A003","공립","H_31","여자","2021 년","12416",
"04","인천광역시","A003","공립","H_31","여자","2022 년","11907",
"04","인천광역시","A003","공립","H_4","2학년","2013 년","31573",
"04","인천광역시","A003","공립","H_4","2학년","2014 년","31891",
"04","인천광역시","A003","공립","H_4","2학년","2015 년","28294",
"04","인천광역시","A003","공립","H_4","2학년","2016 년","24679",
"04","인천광역시","A003","공립","H_4","2학년","2017 년","25595",
"04","인천광역시","A003","공립","H_4","2학년","2018 년","24278",
"04","인천광역시","A003","공립","H_4","2학년","2019 년","22656",
"04","인천광역시","A003","공립","H_4","2학년","2020 년","23539",
"04","인천광역시","A003","공립","H_4","2학년","2021 년","26227",
"04","인천광역시","A003","공립","H_4","2학년","2022 년","24675",
"04","인천광역시","A003","공립","H_41","여자","2013 년","15417",
"04","인천광역시","A003","공립","H_41","여자","2014 년","15775",
"04","인천광역시","A003","공립","H_41","여자","2015 년","14018",
"04","인천광역시","A003","공립","H_41","여자","2016 년","12219",
"04","인천광역시","A003","공립","H_41","여자","2017 년","12720",
"04","인천광역시","A003","공립","H_41","여자","2018 년","12049",
"04","인천광역시","A003","공립","H_41","여자","2019 년","11209",
"04","인천광역시","A003","공립","H_41","여자","2020 년","11564",
"04","인천광역시","A003","공립","H_41","여자","2021 년","13123",
"04","인천광역시","A003","공립","H_41","여자","2022 년","12432",
"04","인천광역시","A003","공립","H_5","3학년","2013 년","32356",
"04","인천광역시","A003","공립","H_5","3학년","2014 년","31560",
"04","인천광역시","A003","공립","H_5","3학년","2015 년","31813",
"04","인천광역시","A003","공립","H_5","3학년","2016 년","28210",
"04","인천광역시","A003","공립","H_5","3학년","2017 년","24706",
"04","인천광역시","A003","공립","H_5","3학년","2018 년","25497",
"04","인천광역시","A003","공립","H_5","3학년","2019 년","24265",
"04","인천광역시","A003","공립","H_5","3학년","2020 년","22588",
"04","인천광역시","A003","공립","H_5","3학년","2021 년","23492",
"04","인천광역시","A003","공립","H_5","3학년","2022 년","26208",
"04","인천광역시","A003","공립","H_51","여자","2013 년","15855",
"04","인천광역시","A003","공립","H_51","여자","2014 년","15410",
"04","인천광역시","A003","공립","H_51","여자","2015 년","15750",
"04","인천광역시","A003","공립","H_51","여자","2016 년","13976",
"04","인천광역시","A003","공립","H_51","여자","2017 년","12210",
"04","인천광역시","A003","공립","H_51","여자","2018 년","12675",
"04","인천광역시","A003","공립","H_51","여자","2019 년","12031",
"04","인천광역시","A003","공립","H_51","여자","2020 년","11154",
"04","인천광역시","A003","공립","H_51","여자","2021 년","11565",
"04","인천광역시","A003","공립","H_51","여자","2022 년","13077",
"04","인천광역시","A004","사립","A_1","학교수","2013 년","11",
"04","인천광역시","A004","사립","A_1","학교수","2014 년","11",
"04","인천광역시","A004","사립","A_1","학교수","2015 년","11",
"04","인천광역시","A004","사립","A_1","학교수","2016 년","11",
"04","인천광역시","A004","사립","A_1","학교수","2017 년","10",
"04","인천광역시","A004","사립","A_1","학교수","2018 년","10",
"04","인천광역시","A004","사립","A_1","학교수","2019 년","10",
"04","인천광역시","A004","사립","A_1","학교수","2020 년","10",
"04","인천광역시","A004","사립","A_1","학교수","2021 년","10",
"04","인천광역시","A004","사립","A_1","학교수","2022 년","10",
"04","인천광역시","A004","사립","A_2","남자","2013 년","5",
"04","인천광역시","A004","사립","A_2","남자","2014 년","5",
"04","인천광역시","A004","사립","A_2","남자","2015 년","5",
"04","인천광역시","A004","사립","A_2","남자","2016 년","5",
"04","인천광역시","A004","사립","A_2","남자","2017 년","5",
"04","인천광역시","A004","사립","A_2","남자","2018 년","5",
"04","인천광역시","A004","사립","A_2","남자","2019 년","5",
"04","인천광역시","A004","사립","A_2","남자","2020 년","5",
"04","인천광역시","A004","사립","A_2","남자","2021 년","5",
"04","인천광역시","A004","사립","A_2","남자","2022 년","5",
"04","인천광역시","A004","사립","A_3","여자","2013 년","3",
"04","인천광역시","A004","사립","A_3","여자","2014 년","2",
"04","인천광역시","A004","사립","A_3","여자","2015 년","2",
"04","인천광역시","A004","사립","A_3","여자","2016 년","2",
"04","인천광역시","A004","사립","A_3","여자","2017 년","2",
"04","인천광역시","A004","사립","A_3","여자","2018 년","2",
"04","인천광역시","A004","사립","A_3","여자","2019 년","2",
"04","인천광역시","A004","사립","A_3","여자","2020 년","2",
"04","인천광역시","A004","사립","A_3","여자","2021 년","2",
"04","인천광역시","A004","사립","A_3","여자","2022 년","2",
"04","인천광역시","A004","사립","A_4","공학","2013 년","3",
"04","인천광역시","A004","사립","A_4","공학","2014 년","4",
"04","인천광역시","A004","사립","A_4","공학","2015 년","4",
"04","인천광역시","A004","사립","A_4","공학","2016 년","4",
