"소재지(시군구)별","교육과정별","시점","시설수[개]","면적[㎡]",
"수영구","대학(교)","2018 년","0","0",
"수영구","대학(교)","2019 년","0","0",
"수영구","대학(교)","2020 년","0","0",
"수영구","대학(교)","2021 년","0","0",
"수영구","각종학교","2013 년","0","0",
"수영구","각종학교","2014 년","0","0",
"수영구","각종학교","2015 년","0","0",
"수영구","각종학교","2016 년","0","0",
"수영구","각종학교","2017 년","0","0",
"수영구","각종학교","2018 년","0","0",
"수영구","각종학교","2019 년","0","0",
"수영구","각종학교","2020 년","0","0",
"수영구","각종학교","2021 년","0","0",
"사상구","계","2013 년","31","374644",
"사상구","계","2014 년","31","374644",
"사상구","계","2015 년","31","374535",
"사상구","계","2016 년","31","374535",
"사상구","계","2017 년","38","624961",
"사상구","계","2018 년","38","479040",
"사상구","계","2019 년","38","457417",
"사상구","계","2020 년","37","445294",
"사상구","계","2021 년","37","446090",
"사상구","계","2022 년","37","445417",
"사상구","유치원","2013 년","2","1685",
"사상구","유치원","2014 년","2","1685",
"사상구","유치원","2015 년","2","1685",
"사상구","유치원","2016 년","2","1685",
"사상구","유치원","2017 년","4","3155",
"사상구","유치원","2018 년","4","3155",
"사상구","유치원","2019 년","4","3155",
"사상구","유치원","2020 년","4","3155",
"사상구","유치원","2021 년","4","3155",
"사상구","유치원","2022 년","4","3155",
"사상구","초등학교","2013 년","18","216595",
"사상구","초등학교","2014 년","18","216595",
"사상구","초등학교","2015 년","18","216486",
"사상구","초등학교","2016 년","17","208706",
"사상구","초등학교","2017 년","18","218679",
"사상구","초등학교","2018 년","19","234698",
"사상구","초등학교","2019 년","19","234698",
"사상구","초등학교","2020 년","19","234698",
"사상구","초등학교","2021 년","19","234716",
"사상구","초등학교","2022 년","19","234716",
"사상구","중학교","2013 년","11","156364",
"사상구","중학교","2014 년","11","156364",
"사상구","중학교","2015 년","11","156364",
"사상구","중학교","2016 년","10","143530",
"사상구","중학교","2017 년","10","143530",
"사상구","중학교","2018 년","11","157808",
"사상구","중학교","2019 년","11","157808",
"사상구","중학교","2020 년","10","145685",
"사상구","중학교","2021 년","10","146463",
"사상구","중학교","2022 년","10","146463",
"사상구","고등학교","2013 년","0","0",
"사상구","고등학교","2014 년","0","0",
"사상구","고등학교","2015 년","0","0",
"사상구","고등학교","2016 년","1","12834",
"사상구","고등학교","2017 년","5","251817",
"사상구","고등학교","2018 년","3","75599",
"사상구","고등학교","2019 년","3","53976",
"사상구","고등학교","2020 년","3","53976",
"사상구","고등학교","2021 년","3","53976",
"사상구","고등학교","2022 년","3","53976",
"사상구","특수학교","2013 년","0","0",
"사상구","특수학교","2014 년","0","0",
"사상구","특수학교","2015 년","0","0",
"사상구","특수학교","2016 년","1","7780",
"사상구","특수학교","2017 년","1","7780",
"사상구","특수학교","2018 년","1","7780",
"사상구","특수학교","2019 년","1","7780",
"사상구","특수학교","2020 년","1","7780",
"사상구","특수학교","2021 년","1","7780",
"사상구","특수학교","2022 년","1","7107",
"사상구","대학(교)","2013 년","0","0",
"사상구","대학(교)","2014 년","0","0",
"사상구","대학(교)","2015 년","0","0",
"사상구","대학(교)","2016 년","0","0",
"사상구","대학(교)","2017 년","0","0",
"사상구","대학(교)","2018 년","0","0",
"사상구","대학(교)","2019 년","0","0",
"사상구","대학(교)","2020 년","0","0",
"사상구","대학(교)","2021 년","0","0",
"사상구","각종학교","2013 년","0","0",
"사상구","각종학교","2014 년","0","0",
"사상구","각종학교","2015 년","0","0",
"사상구","각종학교","2016 년","0","0",
"사상구","각종학교","2017 년","0","0",
"사상구","각종학교","2018 년","0","0",
"사상구","각종학교","2019 년","0","0",
"사상구","각종학교","2020 년","0","0",
"사상구","각종학교","2021 년","0","0",
"기장군","계","2013 년","33","420383",
"기장군","계","2014 년","32","409982",
"기장군","계","2015 년","32","409982",
"기장군","계","2016 년","39","460605",
"기장군","계","2017 년","39","460605",
"기장군","계","2018 년","39","460605",
"기장군","계","2019 년","39","460605",
"기장군","계","2020 년","38","459094",
"기장군","계","2021 년","38","459094",
"기장군","계","2022 년","37","445414",
"기장군","유치원","2013 년","1","1500",
"기장군","유치원","2014 년","1","1500",
"기장군","유치원","2015 년","1","1500",
"기장군","유치원","2016 년","5","12714",
"기장군","유치원","2017 년","5","12714",
"기장군","유치원","2018 년","5","12714",
"기장군","유치원","2019 년","5","12714",
"기장군","유치원","2020 년","4","11214",
"기장군","유치원","2021 년","4","11214",
"기장군","유치원","2022 년","4","11214",
"기장군","초등학교","2013 년","23","283201",
"기장군","초등학교","2014 년","22","272800",
"기장군","초등학교","2015 년","22","272800",
"기장군","초등학교","2016 년","25","310208",
"기장군","초등학교","2017 년","25","310208",
"기장군","초등학교","2018 년","25","310208",
"기장군","초등학교","2019 년","25","310208",
"기장군","초등학교","2020 년","24","296244",
"기장군","초등학교","2021 년","24","296244",
"기장군","초등학교","2022 년","24","296244",
"기장군","중학교","2013 년","9","135682",
"기장군","중학교","2014 년","9","135682",
"기장군","중학교","2015 년","9","135682",
"기장군","중학교","2016 년","9","137683",
"기장군","중학교","2017 년","9","137683",
"기장군","중학교","2018 년","9","137683",
"기장군","중학교","2019 년","9","137683",
"기장군","중학교","2020 년","9","137683",
"기장군","중학교","2021 년","9","137683",
"기장군","중학교","2022 년","8","124003",
"기장군","고등학교","2013 년","0","0",
"기장군","고등학교","2014 년","0","0",
"기장군","고등학교","2015 년","0","0",
"기장군","고등학교","2016 년","0","0",
"기장군","고등학교","2017 년","0","0",
"기장군","고등학교","2018 년","0","0",
"기장군","고등학교","2019 년","0","0",
"기장군","고등학교","2020 년","0","0",
"기장군","고등학교","2021 년","0","0",
"기장군","특수학교","2013 년","0","0",
"기장군","특수학교","2014 년","0","0",
"기장군","특수학교","2015 년","0","0",
"기장군","특수학교","2016 년","0","0",
"기장군","특수학교","2017 년","0","0",
"기장군","특수학교","2018 년","0","0",
"기장군","특수학교","2019 년","0","0",
"기장군","특수학교","2020 년","1","13953",
"기장군","특수학교","2021 년","1","13953",
"기장군","특수학교","2022 년","1","13953",
"기장군","대학(교)","2013 년","0","0",
"기장군","대학(교)","2014 년","0","0",
"기장군","대학(교)","2015 년","0","0",
"기장군","대학(교)","2016 년","0","0",
"기장군","대학(교)","2017 년","0","0",
"기장군","대학(교)","2018 년","0","0",
"기장군","대학(교)","2019 년","0","0",
"기장군","대학(교)","2020 년","0","0",
"기장군","대학(교)","2021 년","0","0",
"기장군","각종학교","2013 년","0","0",
"기장군","각종학교","2014 년","0","0",
"기장군","각종학교","2015 년","0","0",
"기장군","각종학교","2016 년","0","0",
"기장군","각종학교","2017 년","0","0",
"기장군","각종학교","2018 년","0","0",
"기장군","각종학교","2019 년","0","0",
"기장군","각종학교","2020 년","0","0",
"기장군","각종학교","2021 년","0","0",
"대구광역시","계","2013 년","495","11843695",
"대구광역시","계","2014 년","495","11884059",
"대구광역시","계","2015 년","496","11862672",
"대구광역시","계","2016 년","497","11848373",
"대구광역시","계","2017 년","496","11833179",
"대구광역시","계","2018 년","492","11794593",
"대구광역시","계","2019 년","492","11795271",
"대구광역시","계","2020 년","493","11804800",
"대구광역시","계","2021 년","492","11778082",
"대구광역시","계","2022 년","492","11806187",
"대구광역시","유치원","2013 년","14","14512",
"대구광역시","유치원","2014 년","15","17219",
"대구광역시","유치원","2015 년","15","17219",
"대구광역시","유치원","2016 년","18","27603",
"대구광역시","유치원","2017 년","18","27603",
"대구광역시","유치원","2018 년","18","27603",
"대구광역시","유치원","2019 년","19","31303",
"대구광역시","유치원","2020 년","20","34303",
"대구광역시","유치원","2021 년","20","34303",
"대구광역시","유치원","2022 년","20","34303",
"대구광역시","초등학교","2013 년","252","3435252",
"대구광역시","초등학교","2014 년","252","3434729",
"대구광역시","초등학교","2015 년","253","3443158",
"대구광역시","초등학교","2016 년","251","3415604",
"대구광역시","초등학교","2017 년","250","3401040",
"대구광역시","초등학교","2018 년","250","3400984",
"대구광역시","초등학교","2019 년","249","3387158",
"대구광역시","초등학교","2020 년","249","3388753",
"대구광역시","초등학교","2021 년","248","3376753",
"대구광역시","초등학교","2022 년","248","3376660",
"대구광역시","중학교","2013 년","107","1616038",
"대구광역시","중학교","2014 년","106","1602624",
"대구광역시","중학교","2015 년","106","1602720",
"대구광역시","중학교","2016 년","106","1605119",
"대구광역시","중학교","2017 년","106","1605180",
"대구광역시","중학교","2018 년","106","1606107",
"대구광역시","중학교","2019 년","104","1574804",
"대구광역시","중학교","2020 년","104","1571190",
"대구광역시","중학교","2021 년","104","1570981",
"대구광역시","중학교","2022 년","102","1542228",
"대구광역시","고등학교","2013 년","102","3092556",
"대구광역시","고등학교","2014 년","102","3148010",
"대구광역시","고등학교","2015 년","102","3116688",
"대구광역시","고등학교","2016 년","102","3116688",
"대구광역시","고등학교","2017 년","102","3115997",
"대구광역시","고등학교","2018 년","98","3076540",
"대구광역시","고등학교","2019 년","98","3075884",
"대구광역시","고등학교","2020 년","99","3088108",
"대구광역시","고등학교","2021 년","99","3070525",
"대구광역시","고등학교","2022 년","99","3070525",
"대구광역시","특수학교","2013 년","1","36884",
"대구광역시","특수학교","2014 년","1","36884",
"대구광역시","특수학교","2015 년","1","36884",
"대구광역시","특수학교","2016 년","1","36884",
"대구광역시","특수학교","2017 년","1","36884",
"대구광역시","특수학교","2018 년","1","36884",
"대구광역시","특수학교","2019 년","2","55040",
"대구광역시","특수학교","2020 년","2","55040",
"대구광역시","특수학교","2021 년","2","54818",
"대구광역시","특수학교","2022 년","3","71869",
"대구광역시","대학(교)","2013 년","18","3631608",
"대구광역시","대학(교)","2014 년","18","3627748",
"대구광역시","대학(교)","2015 년","18","3629158",
"대구광역시","대학(교)","2016 년","18","3629630",
"대구광역시","대학(교)","2017 년","18","3629630",
"대구광역시","대학(교)","2018 년","18","3629630",
"대구광역시","대학(교)","2019 년","18","3629630",
"대구광역시","대학(교)","2020 년","17","3625954",
"대구광역시","대학(교)","2021 년","17","3629250",
"대구광역시","대학(교)","2022 년","18","3668180",
"대구광역시","각종학교","2013 년","1","16845",
"대구광역시","각종학교","2014 년","1","16845",
"대구광역시","각종학교","2015 년","1","16845",
"대구광역시","각종학교","2016 년","1","16845",
"대구광역시","각종학교","2017 년","1","16845",
"대구광역시","각종학교","2018 년","1","16845",
"대구광역시","각종학교","2019 년","2","41452",
"대구광역시","각종학교","2020 년","2","41452",
"대구광역시","각종학교","2021 년","2","41452",
"대구광역시","각종학교","2022 년","2","42422",
"대구광역시","계","2013 년","120","6724164",
"대구광역시","계","2014 년","120","6775758",
"대구광역시","계","2015 년","120","6745846",
"대구광역시","계","2016 년","120","6746318",
"대구광역시","계","2017 년","120","6745627",
"대구광역시","계","2018 년","116","6706170",
"대구광역시","계","2019 년","116","6705514",
"대구광역시","계","2020 년","116","6714062",
"대구광역시","계","2021 년","116","6699775",
"대구광역시","계","2022 년","117","6738705",
"대구광역시","유치원","2013 년","0","0",
"대구광역시","유치원","2014 년","0","0",
"대구광역시","유치원","2015 년","0","0",
"대구광역시","유치원","2016 년","0","0",
"대구광역시","유치원","2017 년","0","0",
"대구광역시","유치원","2018 년","0","0",
"대구광역시","유치원","2019 년","0","0",
"대구광역시","유치원","2020 년","0","0",
"대구광역시","유치원","2021 년","0","0",
"대구광역시","초등학교","2013 년","0","0",
"대구광역시","초등학교","2014 년","0","0",
"대구광역시","초등학교","2015 년","0","0",
"대구광역시","초등학교","2016 년","0","0",
"대구광역시","초등학교","2017 년","0","0",
"대구광역시","초등학교","2018 년","0","0",
"대구광역시","초등학교","2019 년","0","0",
"대구광역시","초등학교","2020 년","0","0",
"대구광역시","초등학교","2021 년","0","0",
"대구광역시","중학교","2013 년","0","0",
"대구광역시","중학교","2014 년","0","0",
"대구광역시","중학교","2015 년","0","0",
"대구광역시","중학교","2016 년","0","0",
"대구광역시","중학교","2017 년","0","0",
"대구광역시","중학교","2018 년","0","0",
"대구광역시","중학교","2019 년","0","0",
"대구광역시","중학교","2020 년","0","0",
"대구광역시","중학교","2021 년","0","0",
"대구광역시","고등학교","2013 년","102","3092556",
"대구광역시","고등학교","2014 년","102","3148010",
"대구광역시","고등학교","2015 년","102","3116688",
"대구광역시","고등학교","2016 년","102","3116688",
"대구광역시","고등학교","2017 년","102","3115997",
"대구광역시","고등학교","2018 년","98","3076540",
"대구광역시","고등학교","2019 년","98","3075884",
"대구광역시","고등학교","2020 년","99","3088108",
"대구광역시","고등학교","2021 년","99","3070525",
"대구광역시","고등학교","2022 년","99","3070525",
"대구광역시","특수학교","2013 년","0","0",
"대구광역시","특수학교","2014 년","0","0",
"대구광역시","특수학교","2015 년","0","0",
"대구광역시","특수학교","2016 년","0","0",
"대구광역시","특수학교","2017 년","0","0",
"대구광역시","특수학교","2018 년","0","0",
"대구광역시","특수학교","2019 년","0","0",
"대구광역시","특수학교","2020 년","0","0",
"대구광역시","특수학교","2021 년","0","0",
"대구광역시","대학(교)","2013 년","18","3631608",
"대구광역시","대학(교)","2014 년","18","3627748",
"대구광역시","대학(교)","2015 년","18","3629158",
"대구광역시","대학(교)","2016 년","18","3629630",
"대구광역시","대학(교)","2017 년","18","3629630",
"대구광역시","대학(교)","2018 년","18","3629630",
"대구광역시","대학(교)","2019 년","18","3629630",
"대구광역시","대학(교)","2020 년","17","3625954",
"대구광역시","대학(교)","2021 년","17","3629250",
"대구광역시","대학(교)","2022 년","18","3668180",
"대구광역시","각종학교","2013 년","0","0",
"대구광역시","각종학교","2014 년","0","0",
"대구광역시","각종학교","2015 년","0","0",
"대구광역시","각종학교","2016 년","0","0",
"대구광역시","각종학교","2017 년","0","0",
"대구광역시","각종학교","2018 년","0","0",
"대구광역시","각종학교","2019 년","0","0",
"대구광역시","각종학교","2020 년","0","0",
"대구광역시","각종학교","2021 년","0","0",
"중구","계","2013 년","11","161830",
"중구","계","2014 년","11","161573",
"중구","계","2015 년","12","168284",
"중구","계","2016 년","12","168296",
"중구","계","2017 년","12","168296",
"중구","계","2018 년","12","168296",
"중구","계","2019 년","12","166476",
"중구","계","2020 년","12","166476",
"중구","계","2021 년","12","166476",
"중구","계","2022 년","12","166408",
"중구","유치원","2013 년","0","0",
"중구","유치원","2014 년","0","0",
"중구","유치원","2015 년","0","0",
"중구","유치원","2016 년","0","0",
"중구","유치원","2017 년","0","0",
"중구","유치원","2018 년","0","0",
"중구","유치원","2019 년","0","0",
"중구","유치원","2020 년","0","0",
"중구","유치원","2021 년","0","0",
"중구","초등학교","2013 년","10","142526",
"중구","초등학교","2014 년","10","142269",
"중구","초등학교","2015 년","11","148980",
"중구","초등학교","2016 년","11","148992",
"중구","초등학교","2017 년","11","148992",
"중구","초등학교","2018 년","11","148992",
"중구","초등학교","2019 년","11","147240",
"중구","초등학교","2020 년","11","147240",
"중구","초등학교","2021 년","11","147240",
"중구","초등학교","2022 년","11","147172",
"중구","중학교","2013 년","1","19304",
"중구","중학교","2014 년","1","19304",
"중구","중학교","2015 년","1","19304",
"중구","중학교","2016 년","1","19304",
"중구","중학교","2017 년","1","19304",
"중구","중학교","2018 년","1","19304",
"중구","중학교","2019 년","1","19236",
"중구","중학교","2020 년","1","19236",
"중구","중학교","2021 년","1","19236",
"중구","중학교","2022 년","1","19236",
"중구","고등학교","2013 년","0","0",
"중구","고등학교","2014 년","0","0",
"중구","고등학교","2015 년","0","0",
"중구","고등학교","2016 년","0","0",
"중구","고등학교","2017 년","0","0",
"중구","고등학교","2018 년","0","0",
"중구","고등학교","2019 년","0","0",
"중구","고등학교","2020 년","0","0",
"중구","고등학교","2021 년","0","0",
"중구","특수학교","2013 년","0","0",
"중구","특수학교","2014 년","0","0",
"중구","특수학교","2015 년","0","0",
"중구","특수학교","2016 년","0","0",
"중구","특수학교","2017 년","0","0",
"중구","특수학교","2018 년","0","0",
"중구","특수학교","2019 년","0","0",
"중구","특수학교","2020 년","0","0",
"중구","특수학교","2021 년","0","0",
"중구","대학(교)","2013 년","0","0",
"중구","대학(교)","2014 년","0","0",
"중구","대학(교)","2015 년","0","0",
"중구","대학(교)","2016 년","0","0",
"중구","대학(교)","2017 년","0","0",
"중구","대학(교)","2018 년","0","0",
"중구","대학(교)","2019 년","0","0",
"중구","대학(교)","2020 년","0","0",
"중구","대학(교)","2021 년","0","0",
"중구","각종학교","2013 년","0","0",
"중구","각종학교","2014 년","0","0",
"중구","각종학교","2015 년","0","0",
"중구","각종학교","2016 년","0","0",
"중구","각종학교","2017 년","0","0",
"중구","각종학교","2018 년","0","0",
"중구","각종학교","2019 년","0","0",
"중구","각종학교","2020 년","0","0",
"중구","각종학교","2021 년","0","0",
"동구","계","2013 년","51","718286",
"동구","계","2014 년","51","718286",
"동구","계","2015 년","50","706842",
"동구","계","2016 년","50","706842",
"동구","계","2017 년","50","706842",
"동구","계","2018 년","50","707265",
"동구","계","2019 년","49","706607",
"동구","계","2020 년","49","706607",
"동구","계","2021 년","49","706607",
"동구","계","2022 년","48","692127",
"동구","유치원","2013 년","0","0",
"동구","유치원","2014 년","0","0",
"동구","유치원","2015 년","0","0",
"동구","유치원","2016 년","0","0",
"동구","유치원","2017 년","0","0",
"동구","유치원","2018 년","0","0",
"동구","유치원","2019 년","0","0",
"동구","유치원","2020 년","0","0",
"동구","유치원","2021 년","0","0",
"동구","초등학교","2013 년","37","516032",
"동구","초등학교","2014 년","37","516032",
"동구","초등학교","2015 년","36","504588",
"동구","초등학교","2016 년","36","504588",
"동구","초등학교","2017 년","36","504588",
"동구","초등학교","2018 년","36","504588",
"동구","초등학교","2019 년","35","492514",
"동구","초등학교","2020 년","35","492514",
"동구","초등학교","2021 년","35","492514",
"동구","초등학교","2022 년","35","492489",
"동구","중학교","2013 년","13","185409",
"동구","중학교","2014 년","13","185409",
"동구","중학교","2015 년","13","185409",
"동구","중학교","2016 년","13","185409",
"동구","중학교","2017 년","13","185409",
"동구","중학교","2018 년","13","185832",
"동구","중학교","2019 년","12","172641",
"동구","중학교","2020 년","12","172641",
"동구","중학교","2021 년","12","172641",
"동구","중학교","2022 년","11","157216",
"동구","고등학교","2013 년","0","0",
"동구","고등학교","2014 년","0","0",
"동구","고등학교","2015 년","0","0",
"동구","고등학교","2016 년","0","0",
"동구","고등학교","2017 년","0","0",
"동구","고등학교","2018 년","0","0",
"동구","고등학교","2019 년","0","0",
"동구","고등학교","2020 년","0","0",
"동구","고등학교","2021 년","0","0",
"동구","특수학교","2013 년","0","0",
"동구","특수학교","2014 년","0","0",
"동구","특수학교","2015 년","0","0",
"동구","특수학교","2016 년","0","0",
"동구","특수학교","2017 년","0","0",
"동구","특수학교","2018 년","0","0",
"동구","특수학교","2019 년","0","0",
"동구","특수학교","2020 년","0","0",
"동구","특수학교","2021 년","0","0",
"동구","대학(교)","2013 년","0","0",
"동구","대학(교)","2014 년","0","0",
"동구","대학(교)","2015 년","0","0",
"동구","대학(교)","2016 년","0","0",
"동구","대학(교)","2017 년","0","0",
"동구","대학(교)","2018 년","0","0",
"동구","대학(교)","2019 년","0","0",
"동구","대학(교)","2020 년","0","0",
"동구","대학(교)","2021 년","0","0",
"동구","각종학교","2013 년","1","16845",
"동구","각종학교","2014 년","1","16845",
"동구","각종학교","2015 년","1","16845",
"동구","각종학교","2016 년","1","16845",
"동구","각종학교","2017 년","1","16845",
"동구","각종학교","2018 년","1","16845",
"동구","각종학교","2019 년","2","41452",
"동구","각종학교","2020 년","2","41452",
"동구","각종학교","2021 년","2","41452",
"동구","각종학교","2022 년","2","42422",
"서구","계","2013 년","26","413348",
"서구","계","2014 년","26","413348",
"서구","계","2015 년","26","413348",
"서구","계","2016 년","26","413348",
"서구","계","2017 년","26","413348",
"서구","계","2018 년","26","413348",
"서구","계","2019 년","26","413348",
"서구","계","2020 년","25","398691",
"서구","계","2021 년","25","398691",
"서구","계","2022 년","25","398691",
"서구","유치원","2013 년","0","0",
"서구","유치원","2014 년","0","0",
"서구","유치원","2015 년","0","0",
"서구","유치원","2016 년","0","0",
"서구","유치원","2017 년","0","0",
"서구","유치원","2018 년","0","0",
"서구","유치원","2019 년","0","0",
"서구","유치원","2020 년","0","0",
"서구","유치원","2021 년","0","0",
"서구","초등학교","2013 년","18","268117",
"서구","초등학교","2014 년","18","268117",
"서구","초등학교","2015 년","18","268117",
"서구","초등학교","2016 년","18","268117",
"서구","초등학교","2017 년","18","268117",
"서구","초등학교","2018 년","18","268117",
"서구","초등학교","2019 년","18","268117",
"서구","초등학교","2020 년","18","270236",
"서구","초등학교","2021 년","18","270236",
"서구","초등학교","2022 년","18","270236",
"서구","중학교","2013 년","8","145231",
"서구","중학교","2014 년","8","145231",
"서구","중학교","2015 년","8","145231",
"서구","중학교","2016 년","8","145231",
"서구","중학교","2017 년","8","145231",
"서구","중학교","2018 년","8","145231",
"서구","중학교","2019 년","8","145231",
"서구","중학교","2020 년","7","128455",
"서구","중학교","2021 년","7","128455",
"서구","중학교","2022 년","7","128455",
"서구","고등학교","2013 년","0","0",
"서구","고등학교","2014 년","0","0",
"서구","고등학교","2015 년","0","0",
"서구","고등학교","2016 년","0","0",
"서구","고등학교","2017 년","0","0",
"서구","고등학교","2018 년","0","0",
"서구","고등학교","2019 년","0","0",
"서구","고등학교","2020 년","0","0",
"서구","고등학교","2021 년","0","0",
"서구","특수학교","2013 년","0","0",
"서구","특수학교","2014 년","0","0",
"서구","특수학교","2015 년","0","0",
"서구","특수학교","2016 년","0","0",
"서구","특수학교","2017 년","0","0",
"서구","특수학교","2018 년","0","0",
"서구","특수학교","2019 년","0","0",
"서구","특수학교","2020 년","0","0",
"서구","특수학교","2021 년","0","0",
"서구","대학(교)","2013 년","0","0",
"서구","대학(교)","2014 년","0","0",
"서구","대학(교)","2015 년","0","0",
"서구","대학(교)","2016 년","0","0",
"서구","대학(교)","2017 년","0","0",
"서구","대학(교)","2018 년","0","0",
"서구","대학(교)","2019 년","0","0",
"서구","대학(교)","2020 년","0","0",
"서구","대학(교)","2021 년","0","0",
"서구","각종학교","2013 년","0","0",
"서구","각종학교","2014 년","0","0",
"서구","각종학교","2015 년","0","0",
"서구","각종학교","2016 년","0","0",
"서구","각종학교","2017 년","0","0",
"서구","각종학교","2018 년","0","0",
"서구","각종학교","2019 년","0","0",
"서구","각종학교","2020 년","0","0",
"서구","각종학교","2021 년","0","0",
"남구","계","2013 년","15","268120",
"남구","계","2014 년","15","268120",
"남구","계","2015 년","15","268120",
"남구","계","2016 년","15","268120",
"남구","계","2017 년","15","268120",
"남구","계","2018 년","15","268120",
"남구","계","2019 년","15","268120",
"남구","계","2020 년","15","268120",
"남구","계","2021 년","15","268120",
"남구","계","2022 년","15","268120",
"남구","유치원","2013 년","0","0",
"남구","유치원","2014 년","0","0",
"남구","유치원","2015 년","0","0",
"남구","유치원","2016 년","0","0",
"남구","유치원","2017 년","0","0",
"남구","유치원","2018 년","0","0",
"남구","유치원","2019 년","0","0",
"남구","유치원","2020 년","0","0",
"남구","유치원","2021 년","0","0",
"남구","초등학교","2013 년","11","175552",
"남구","초등학교","2014 년","11","175552",
"남구","초등학교","2015 년","11","175552",
"남구","초등학교","2016 년","11","175552",
"남구","초등학교","2017 년","11","175552",
"남구","초등학교","2018 년","11","175552",
"남구","초등학교","2019 년","11","175552",
"남구","초등학교","2020 년","11","175552",
"남구","초등학교","2021 년","11","175552",
"남구","초등학교","2022 년","11","175552",
"남구","중학교","2013 년","4","92568",
"남구","중학교","2014 년","4","92568",
"남구","중학교","2015 년","4","92568",
"남구","중학교","2016 년","4","92568",
"남구","중학교","2017 년","4","92568",
"남구","중학교","2018 년","4","92568",
"남구","중학교","2019 년","4","92568",
"남구","중학교","2020 년","4","92568",
"남구","중학교","2021 년","4","92568",
"남구","중학교","2022 년","4","92568",
"남구","고등학교","2013 년","0","0",
"남구","고등학교","2014 년","0","0",
"남구","고등학교","2015 년","0","0",
"남구","고등학교","2016 년","0","0",
"남구","고등학교","2017 년","0","0",
"남구","고등학교","2018 년","0","0",
"남구","고등학교","2019 년","0","0",
"남구","고등학교","2020 년","0","0",
"남구","고등학교","2021 년","0","0",
"남구","특수학교","2013 년","0","0",
"남구","특수학교","2014 년","0","0",
"남구","특수학교","2015 년","0","0",
"남구","특수학교","2016 년","0","0",
"남구","특수학교","2017 년","0","0",
"남구","특수학교","2018 년","0","0",
"남구","특수학교","2019 년","0","0",
"남구","특수학교","2020 년","0","0",
"남구","특수학교","2021 년","0","0",
"남구","대학(교)","2013 년","0","0",
"남구","대학(교)","2014 년","0","0",
"남구","대학(교)","2015 년","0","0",
"남구","대학(교)","2016 년","0","0",
"남구","대학(교)","2017 년","0","0",
"남구","대학(교)","2018 년","0","0",
"남구","대학(교)","2019 년","0","0",
"남구","대학(교)","2020 년","0","0",
"남구","대학(교)","2021 년","0","0",
"남구","각종학교","2013 년","0","0",
"남구","각종학교","2014 년","0","0",
"남구","각종학교","2015 년","0","0",
"남구","각종학교","2016 년","0","0",
"남구","각종학교","2017 년","0","0",
"남구","각종학교","2018 년","0","0",
"남구","각종학교","2019 년","0","0",
"남구","각종학교","2020 년","0","0",
"남구","각종학교","2021 년","0","0",
"북구","계","2013 년","72","868520",
"북구","계","2014 년","72","868796",
"북구","계","2015 년","73","881804",
"북구","계","2016 년","75","907788",
"북구","계","2017 년","74","893786",
"북구","계","2018 년","74","894233",
"북구","계","2019 년","74","894233",
"북구","계","2020 년","74","894233",
"북구","계","2021 년","73","882233",
"북구","계","2022 년","74","899284",
"북구","유치원","2013 년","8","7921",
"북구","유치원","2014 년","8","7923",
"북구","유치원","2015 년","8","7923",
"북구","유치원","2016 년","8","7921",
"북구","유치원","2017 년","8","7921",
"북구","유치원","2018 년","8","7921",
"북구","유치원","2019 년","8","7921",
"북구","유치원","2020 년","8","7921",
"북구","유치원","2021 년","8","7921",
"북구","유치원","2022 년","8","7921",
"북구","초등학교","2013 년","42","548510",
"북구","초등학교","2014 년","43","562703",
"북구","초등학교","2015 년","44","575710",
"북구","초등학교","2016 년","45","588701",
"북구","초등학교","2017 년","44","574699",
"북구","초등학교","2018 년","44","574643",
"북구","초등학교","2019 년","44","574643",
"북구","초등학교","2020 년","44","574643",
"북구","초등학교","2021 년","43","562643",
"북구","초등학교","2022 년","43","562643",
"북구","중학교","2013 년","22","312089",
"북구","중학교","2014 년","21","298170",
"북구","중학교","2015 년","21","298171",
"북구","중학교","2016 년","22","311166",
"북구","중학교","2017 년","22","311166",
"북구","중학교","2018 년","22","311669",
"북구","중학교","2019 년","22","311669",
"북구","중학교","2020 년","22","311669",
"북구","중학교","2021 년","22","311669",
"북구","중학교","2022 년","22","311669",
"북구","고등학교","2013 년","0","0",
"북구","고등학교","2014 년","0","0",
"북구","고등학교","2015 년","0","0",
"북구","고등학교","2016 년","0","0",
"북구","고등학교","2017 년","0","0",
"북구","고등학교","2018 년","0","0",
"북구","고등학교","2019 년","0","0",
"북구","고등학교","2020 년","0","0",
"북구","고등학교","2021 년","0","0",
"북구","특수학교","2013 년","0","0",
"북구","특수학교","2014 년","0","0",
"북구","특수학교","2015 년","0","0",
"북구","특수학교","2016 년","0","0",
"북구","특수학교","2017 년","0","0",
"북구","특수학교","2018 년","0","0",
"북구","특수학교","2019 년","0","0",
"북구","특수학교","2020 년","0","0",
"북구","특수학교","2021 년","0","0",
"북구","특수학교","2022 년","1","17051",
"북구","대학(교)","2013 년","0","0",
"북구","대학(교)","2014 년","0","0",
"북구","대학(교)","2015 년","0","0",
"북구","대학(교)","2016 년","0","0",
"북구","대학(교)","2017 년","0","0",
"북구","대학(교)","2018 년","0","0",
"북구","대학(교)","2019 년","0","0",
"북구","대학(교)","2020 년","0","0",
"북구","대학(교)","2021 년","0","0",
"북구","각종학교","2013 년","0","0",
"북구","각종학교","2014 년","0","0",
"북구","각종학교","2015 년","0","0",
"북구","각종학교","2016 년","0","0",
