"소재지(시군구)별","교육과정별","시점","시설수[개]","면적[㎡]",
"전국","계","2013 년","12482","343931836",
"전국","계","2014 년","12622","346176792",
"전국","계","2015 년","12958","352754102",
"전국","계","2016 년","12981","353533291",
"전국","계","2017 년","12991","355613750",
"전국","계","2018 년","13090","356131720",
"전국","계","2019 년","13087","355092369",
"전국","계","2020 년","13085","353430056",
"전국","계","2021 년","13220","363023900",
"전국","계","2022 년","13292","365733522",
"전국","유치원","2013 년","379","734243",
"전국","유치원","2014 년","386","771297",
"전국","유치원","2015 년","431","704797",
"전국","유치원","2016 년","466","2353940",
"전국","유치원","2017 년","484","2433273",
"전국","유치원","2018 년","498","1123163",
"전국","유치원","2019 년","501","1139204",
"전국","유치원","2020 년","501","1161461",
"전국","유치원","2021 년","543","1332023",
"전국","유치원","2022 년","560","1394711",
"전국","초등학교","2013 년","6361","92953848",
"전국","초등학교","2014 년","6435","94087698",
"전국","초등학교","2015 년","6591","96223594",
"전국","초등학교","2016 년","6592","96357809",
"전국","초등학교","2017 년","6584","96102038",
"전국","초등학교","2018 년","6635","97163740",
"전국","초등학교","2019 년","6634","97105468",
"전국","초등학교","2020 년","6624","97062582",
"전국","초등학교","2021 년","6671","97726758",
"전국","초등학교","2022 년","6718","98480918",
"전국","중학교","2013 년","2778","49039929",
"전국","중학교","2014 년","2788","48750813",
"전국","중학교","2015 년","2865","49964475",
"전국","중학교","2016 년","2858","49872200",
"전국","중학교","2017 년","2863","49716263",
"전국","중학교","2018 년","2884","50336617",
"전국","중학교","2019 년","2882","50219281",
"전국","중학교","2020 년","2878","50063965",
"전국","중학교","2021 년","2898","50285358",
"전국","중학교","2022 년","2899","50294161",
"전국","고등학교","2013 년","2306","66866588",
"전국","고등학교","2014 년","2350","68147588",
"전국","고등학교","2015 년","2394","69046225",
"전국","고등학교","2016 년","2387","68336534",
"전국","고등학교","2017 년","2382","68588801",
"전국","고등학교","2018 년","2388","68407513",
"전국","고등학교","2019 년","2383","68116554",
"전국","고등학교","2020 년","2382","68213472",
"전국","고등학교","2021 년","2380","68151012",
"전국","고등학교","2022 년","2375","68186955",
"전국","특수학교","2013 년","114","2271387",
"전국","특수학교","2014 년","116","2283932",
"전국","특수학교","2015 년","114","2235752",
"전국","특수학교","2016 년","115","2282662",
"전국","특수학교","2017 년","115","2432370",
"전국","특수학교","2018 년","116","2450865",
"전국","특수학교","2019 년","116","2455549",
"전국","특수학교","2020 년","121","2509453",
"전국","특수학교","2021 년","124","2528149",
"전국","특수학교","2022 년","128","2758872",
"전국","대학(교)","2013 년","515","130960074",
"전국","대학(교)","2014 년","518","131104687",
"전국","대학(교)","2015 년","533","133540320",
"전국","대학(교)","2016 년","533","133291207",
"전국","대학(교)","2017 년","531","135187494",
"전국","대학(교)","2018 년","532","135368978",
"전국","대학(교)","2019 년","528","134581286",
"전국","대학(교)","2020 년","536","132944096",
"전국","대학(교)","2021 년","562","141536426",
"전국","대학(교)","2022 년","570","143150030",
"전국","각종학교","2013 년","29","1105767",
"전국","각종학교","2014 년","29","1030777",
"전국","각종학교","2015 년","30","1038939",
"전국","각종학교","2016 년","30","1038939",
"전국","각종학교","2017 년","32","1153511",
"전국","각종학교","2018 년","37","1280844",
"전국","각종학교","2019 년","43","1475027",
"전국","각종학교","2020 년","43","1475027",
"전국","각종학교","2021 년","42","1464174",
"전국","각종학교","2022 년","42","1467875",
"서울특별시","계","2013 년","1274","33731479",
"서울특별시","계","2014 년","1280","33326095",
"서울특별시","계","2015 년","1285","33402201",
"서울특별시","계","2016 년","1282","33312089",
"서울특별시","계","2017 년","1282","34866631",
"서울특별시","계","2018 년","1279","34762912",
"서울특별시","계","2019 년","1278","34744614",
"서울특별시","계","2020 년","1268","34615969",
"서울특별시","계","2021 년","1254","34380510",
"서울특별시","계","2022 년","1263","34647906",
"서울특별시","유치원","2013 년","11","13544",
"서울특별시","유치원","2014 년","13","15816",
"서울특별시","유치원","2015 년","14","16416",
"서울특별시","유치원","2016 년","16","19016",
"서울특별시","유치원","2017 년","16","18616",
"서울특별시","유치원","2018 년","16","18616",
"서울특별시","유치원","2019 년","16","18616",
"서울특별시","유치원","2020 년","15","17919",
"서울특별시","유치원","2021 년","14","14982",
"서울특별시","유치원","2022 년","16","17113",
"서울특별시","초등학교","2013 년","595","8269214",
"서울특별시","초등학교","2014 년","599","8269131",
"서울특별시","초등학교","2015 년","602","8294207",
"서울특별시","초등학교","2016 년","597","8232881",
"서울특별시","초등학교","2017 년","595","8183055",
"서울특별시","초등학교","2018 년","595","8182034",
"서울특별시","초등학교","2019 년","595","8175275",
"서울특별시","초등학교","2020 년","589","8102982",
"서울특별시","초등학교","2021 년","585","8037592",
"서울특별시","초등학교","2022 년","588","8112703",
"서울특별시","중학교","2013 년","288","5339962",
"서울특별시","중학교","2014 년","289","4856308",
"서울특별시","중학교","2015 년","290","4891717",
"서울특별시","중학교","2016 년","290","4885272",
"서울특별시","중학교","2017 년","291","4882319",
"서울특별시","중학교","2018 년","287","4836959",
"서울특별시","중학교","2019 년","286","4823798",
"서울특별시","중학교","2020 년","285","4805692",
"서울특별시","중학교","2021 년","283","4779232",
"서울특별시","중학교","2022 년","285","4781684",
"서울특별시","고등학교","2013 년","299","8313312",
"서울특별시","고등학교","2014 년","297","8354266",
"서울특별시","고등학교","2015 년","296","8334272",
"서울특별시","고등학교","2016 년","296","8309933",
"서울특별시","고등학교","2017 년","297","8324701",
"서울특별시","고등학교","2018 년","296","8249771",
"서울특별시","고등학교","2019 년","296","8250428",
"서울특별시","고등학교","2020 년","293","8206489",
"서울특별시","고등학교","2021 년","287","8076670",
"서울특별시","고등학교","2022 년","286","8060309",
"서울특별시","특수학교","2013 년","16","253856",
"서울특별시","특수학교","2014 년","16","253854",
"서울특별시","특수학교","2015 년","16","253854",
"서울특별시","특수학교","2016 년","16","253854",
"서울특별시","특수학교","2017 년","16","253854",
"서울특별시","특수학교","2018 년","16","253854",
"서울특별시","특수학교","2019 년","16","253854",
"서울특별시","특수학교","2020 년","17","254191",
"서울특별시","특수학교","2021 년","17","254191",
"서울특별시","특수학교","2022 년","17","254191",
"서울특별시","대학(교)","2013 년","59","11493488",
"서울특별시","대학(교)","2014 년","59","11515912",
"서울특별시","대학(교)","2015 년","60","11550927",
"서울특별시","대학(교)","2016 년","60","11550325",
"서울특별시","대학(교)","2017 년","60","13143278",
"서울특별시","대학(교)","2018 년","61","13155687",
"서울특별시","대학(교)","2019 년","61","13156652",
"서울특별시","대학(교)","2020 년","61","13162705",
"서울특별시","대학(교)","2021 년","61","13162705",
"서울특별시","대학(교)","2022 년","64","13366768",
"서울특별시","각종학교","2013 년","6","48103",
"서울특별시","각종학교","2014 년","7","60808",
"서울특별시","각종학교","2015 년","7","60808",
"서울특별시","각종학교","2016 년","7","60808",
"서울특별시","각종학교","2017 년","7","60808",
"서울특별시","각종학교","2018 년","8","65991",
"서울특별시","각종학교","2019 년","8","65991",
"서울특별시","각종학교","2020 년","8","65991",
"서울특별시","각종학교","2021 년","7","55138",
"서울특별시","각종학교","2022 년","7","55138",
"종로구","계","2013 년","34","1016786",
"종로구","계","2014 년","33","1013211",
"종로구","계","2015 년","34","1043759",
"종로구","계","2016 년","34","1043759",
"종로구","계","2017 년","34","1043759",
"종로구","계","2018 년","34","1043759",
"종로구","계","2019 년","34","1043759",
"종로구","계","2020 년","32","1016609",
"종로구","계","2021 년","32","1016609",
"종로구","계","2022 년","32","1016609",
"종로구","유치원","2013 년","0","0",
"종로구","유치원","2014 년","0","0",
"종로구","유치원","2015 년","0","0",
"종로구","유치원","2016 년","0","0",
"종로구","유치원","2017 년","0","0",
"종로구","유치원","2018 년","0","0",
"종로구","유치원","2019 년","0","0",
"종로구","유치원","2020 년","0","0",
"종로구","유치원","2021 년","0","0",
"종로구","초등학교","2013 년","10","107162",
"종로구","초등학교","2014 년","10","106535",
"종로구","초등학교","2015 년","10","106535",
"종로구","초등학교","2016 년","10","106535",
"종로구","초등학교","2017 년","10","106535",
"종로구","초등학교","2018 년","10","106535",
"종로구","초등학교","2019 년","10","106535",
"종로구","초등학교","2020 년","9","96535",
"종로구","초등학교","2021 년","9","96535",
"종로구","초등학교","2022 년","9","96535",
"종로구","중학교","2013 년","2","28744",
"종로구","중학교","2014 년","1","17150",
"종로구","중학교","2015 년","1","17150",
"종로구","중학교","2016 년","1","17150",
"종로구","중학교","2017 년","1","17150",
"종로구","중학교","2018 년","1","17150",
"종로구","중학교","2019 년","1","17150",
"종로구","중학교","2020 년","0","0",
"종로구","중학교","2021 년","0","0",
"종로구","고등학교","2013 년","14","386766",
"종로구","고등학교","2014 년","14","386766",
"종로구","고등학교","2015 년","14","386766",
"종로구","고등학교","2016 년","14","386766",
"종로구","고등학교","2017 년","14","386766",
"종로구","고등학교","2018 년","14","386766",
"종로구","고등학교","2019 년","14","386766",
"종로구","고등학교","2020 년","14","386766",
"종로구","고등학교","2021 년","14","386766",
"종로구","고등학교","2022 년","14","386766",
"종로구","특수학교","2013 년","1","7324",
"종로구","특수학교","2014 년","1","7324",
"종로구","특수학교","2015 년","1","7324",
"종로구","특수학교","2016 년","1","7324",
"종로구","특수학교","2017 년","1","7324",
"종로구","특수학교","2018 년","1","7324",
"종로구","특수학교","2019 년","1","7324",
"종로구","특수학교","2020 년","1","7324",
"종로구","특수학교","2021 년","1","7324",
"종로구","특수학교","2022 년","1","7324",
"종로구","대학(교)","2013 년","7","486790",
"종로구","대학(교)","2014 년","7","495436",
"종로구","대학(교)","2015 년","8","525984",
"종로구","대학(교)","2016 년","8","525984",
"종로구","대학(교)","2017 년","8","525984",
"종로구","대학(교)","2018 년","8","525984",
"종로구","대학(교)","2019 년","8","525984",
"종로구","대학(교)","2020 년","8","525984",
"종로구","대학(교)","2021 년","8","525984",
"종로구","대학(교)","2022 년","8","525984",
"종로구","각종학교","2013 년","0","0",
"종로구","각종학교","2014 년","0","0",
"종로구","각종학교","2015 년","0","0",
"종로구","각종학교","2016 년","0","0",
"종로구","각종학교","2017 년","0","0",
"종로구","각종학교","2018 년","0","0",
"종로구","각종학교","2019 년","0","0",
"종로구","각종학교","2020 년","0","0",
"종로구","각종학교","2021 년","0","0",
"중구","계","2013 년","27","497961",
"중구","계","2014 년","27","497059",
"중구","계","2015 년","27","497059",
"중구","계","2016 년","27","497059",
"중구","계","2017 년","27","497059",
"중구","계","2018 년","27","497059",
"중구","계","2019 년","27","497059",
"중구","계","2020 년","27","496877",
"중구","계","2021 년","27","496877",
"중구","계","2022 년","27","496775",
"중구","유치원","2013 년","0","0",
"중구","유치원","2014 년","0","0",
"중구","유치원","2015 년","0","0",
"중구","유치원","2016 년","0","0",
"중구","유치원","2017 년","0","0",
"중구","유치원","2018 년","0","0",
"중구","유치원","2019 년","0","0",
"중구","유치원","2020 년","0","0",
"중구","유치원","2021 년","0","0",
"중구","초등학교","2013 년","10","102050",
"중구","초등학교","2014 년","10","102050",
"중구","초등학교","2015 년","10","102050",
"중구","초등학교","2016 년","10","102050",
"중구","초등학교","2017 년","10","102050",
"중구","초등학교","2018 년","10","102050",
"중구","초등학교","2019 년","10","102050",
"중구","초등학교","2020 년","10","102050",
"중구","초등학교","2021 년","10","102050",
"중구","초등학교","2022 년","10","102050",
"중구","중학교","2013 년","4","60282",
"중구","중학교","2014 년","4","58000",
"중구","중학교","2015 년","4","58000",
"중구","중학교","2016 년","4","58000",
"중구","중학교","2017 년","4","58000",
"중구","중학교","2018 년","4","58000",
"중구","중학교","2019 년","4","58000",
"중구","중학교","2020 년","4","58000",
"중구","중학교","2021 년","4","58000",
"중구","중학교","2022 년","4","58000",
"중구","고등학교","2013 년","10","181163",
"중구","고등학교","2014 년","10","181163",
"중구","고등학교","2015 년","10","181163",
"중구","고등학교","2016 년","10","181163",
"중구","고등학교","2017 년","10","181163",
"중구","고등학교","2018 년","10","181163",
"중구","고등학교","2019 년","10","181163",
"중구","고등학교","2020 년","10","180981",
"중구","고등학교","2021 년","10","180981",
"중구","고등학교","2022 년","10","180879",
"중구","특수학교","2013 년","0","0",
"중구","특수학교","2014 년","0","0",
"중구","특수학교","2015 년","0","0",
"중구","특수학교","2016 년","0","0",
"중구","특수학교","2017 년","0","0",
"중구","특수학교","2018 년","0","0",
"중구","특수학교","2019 년","0","0",
"중구","특수학교","2020 년","0","0",
"중구","특수학교","2021 년","0","0",
"중구","대학(교)","2013 년","1","152318",
"중구","대학(교)","2014 년","1","153698",
"중구","대학(교)","2015 년","1","153698",
"중구","대학(교)","2016 년","1","153698",
"중구","대학(교)","2017 년","1","153698",
"중구","대학(교)","2018 년","1","153698",
"중구","대학(교)","2019 년","1","153698",
"중구","대학(교)","2020 년","1","153698",
"중구","대학(교)","2021 년","1","153698",
"중구","대학(교)","2022 년","1","153698",
"중구","각종학교","2013 년","2","2148",
"중구","각종학교","2014 년","2","2148",
"중구","각종학교","2015 년","2","2148",
"중구","각종학교","2016 년","2","2148",
"중구","각종학교","2017 년","2","2148",
"중구","각종학교","2018 년","2","2148",
"중구","각종학교","2019 년","2","2148",
"중구","각종학교","2020 년","2","2148",
"중구","각종학교","2021 년","2","2148",
"중구","각종학교","2022 년","2","2148",
"용산구","계","2013 년","31","598246",
"용산구","계","2014 년","31","598246",
"용산구","계","2015 년","31","598246",
"용산구","계","2016 년","31","598246",
"용산구","계","2017 년","31","598246",
"용산구","계","2018 년","31","598246",
"용산구","계","2019 년","31","595880",
"용산구","계","2020 년","32","594959",
"용산구","계","2021 년","31","581266",
"용산구","계","2022 년","32","609455",
"용산구","유치원","2013 년","0","0",
"용산구","유치원","2014 년","0","0",
"용산구","유치원","2015 년","0","0",
"용산구","유치원","2016 년","0","0",
"용산구","유치원","2017 년","0","0",
"용산구","유치원","2018 년","0","0",
"용산구","유치원","2019 년","0","0",
"용산구","유치원","2020 년","0","0",
"용산구","유치원","2021 년","0","0",
"용산구","초등학교","2013 년","16","210380",
"용산구","초등학교","2014 년","16","210380",
"용산구","초등학교","2015 년","16","210380",
"용산구","초등학교","2016 년","16","210380",
"용산구","초등학교","2017 년","16","210380",
"용산구","초등학교","2018 년","16","210380",
"용산구","초등학교","2019 년","16","207049",
"용산구","초등학교","2020 년","16","199991",
"용산구","초등학교","2021 년","16","200037",
"용산구","초등학교","2022 년","16","200037",
"용산구","중학교","2013 년","2","34606",
"용산구","중학교","2014 년","2","34606",
"용산구","중학교","2015 년","2","34606",
"용산구","중학교","2016 년","2","34606",
"용산구","중학교","2017 년","2","34606",
"용산구","중학교","2018 년","2","34606",
"용산구","중학교","2019 년","2","34606",
"용산구","중학교","2020 년","2","34606",
"용산구","중학교","2021 년","2","34606",
"용산구","중학교","2022 년","2","34606",
"용산구","고등학교","2013 년","11","250375",
"용산구","고등학교","2014 년","11","250375",
"용산구","고등학교","2015 년","11","250375",
"용산구","고등학교","2016 년","11","250375",
"용산구","고등학교","2017 년","11","250375",
"용산구","고등학교","2018 년","11","250375",
"용산구","고등학교","2019 년","11","250375",
"용산구","고등학교","2020 년","11","250375",
"용산구","고등학교","2021 년","10","236636",
"용산구","고등학교","2022 년","10","233460",
"용산구","특수학교","2013 년","1","23140",
"용산구","특수학교","2014 년","1","23140",
"용산구","특수학교","2015 년","1","23140",
"용산구","특수학교","2016 년","1","23140",
"용산구","특수학교","2017 년","1","23140",
"용산구","특수학교","2018 년","1","23140",
"용산구","특수학교","2019 년","1","23140",
"용산구","특수학교","2020 년","2","29277",
"용산구","특수학교","2021 년","2","29277",
"용산구","특수학교","2022 년","2","29277",
"용산구","대학(교)","2013 년","1","79745",
"용산구","대학(교)","2014 년","1","79745",
"용산구","대학(교)","2015 년","1","79745",
"용산구","대학(교)","2016 년","1","79745",
"용산구","대학(교)","2017 년","1","79745",
"용산구","대학(교)","2018 년","1","79745",
"용산구","대학(교)","2019 년","1","80710",
"용산구","대학(교)","2020 년","1","80710",
"용산구","대학(교)","2021 년","1","80710",
"용산구","대학(교)","2022 년","2","112075",
"용산구","각종학교","2013 년","0","0",
"용산구","각종학교","2014 년","0","0",
"용산구","각종학교","2015 년","0","0",
"용산구","각종학교","2016 년","0","0",
"용산구","각종학교","2017 년","0","0",
"용산구","각종학교","2018 년","0","0",
"용산구","각종학교","2019 년","0","0",
"용산구","각종학교","2020 년","0","0",
"용산구","각종학교","2021 년","0","0",
"성동구","계","2013 년","34","1002482",
"성동구","계","2014 년","34","1000511",
"성동구","계","2015 년","34","1000511",
"성동구","계","2016 년","33","995788",
"성동구","계","2017 년","33","995788",
"성동구","계","2018 년","33","995788",
"성동구","계","2019 년","33","995788",
"성동구","계","2020 년","33","995194",
"성동구","계","2021 년","33","995194",
"성동구","계","2022 년","33","995194",
"성동구","유치원","2013 년","0","0",
"성동구","유치원","2014 년","0","0",
"성동구","유치원","2015 년","0","0",
"성동구","유치원","2016 년","0","0",
"성동구","유치원","2017 년","0","0",
"성동구","유치원","2018 년","0","0",
"성동구","유치원","2019 년","0","0",
"성동구","유치원","2020 년","0","0",
"성동구","유치원","2021 년","0","0",
"성동구","초등학교","2013 년","19","239407",
"성동구","초등학교","2014 년","19","239555",
"성동구","초등학교","2015 년","19","239555",
"성동구","초등학교","2016 년","18","234832",
"성동구","초등학교","2017 년","18","234832",
"성동구","초등학교","2018 년","18","234832",
"성동구","초등학교","2019 년","18","234832",
"성동구","초등학교","2020 년","18","234832",
"성동구","초등학교","2021 년","18","234832",
"성동구","초등학교","2022 년","18","234832",
"성동구","중학교","2013 년","8","122718",
"성동구","중학교","2014 년","8","122718",
"성동구","중학교","2015 년","8","122718",
"성동구","중학교","2016 년","8","122718",
"성동구","중학교","2017 년","8","122718",
"성동구","중학교","2018 년","8","122718",
"성동구","중학교","2019 년","8","122718",
"성동구","중학교","2020 년","8","122718",
"성동구","중학교","2021 년","8","122718",
"성동구","중학교","2022 년","8","122718",
"성동구","고등학교","2013 년","5","113825",
"성동구","고등학교","2014 년","5","113825",
"성동구","고등학교","2015 년","5","113825",
"성동구","고등학교","2016 년","5","113825",
"성동구","고등학교","2017 년","5","113825",
"성동구","고등학교","2018 년","5","113825",
"성동구","고등학교","2019 년","5","113825",
"성동구","고등학교","2020 년","5","113825",
"성동구","고등학교","2021 년","5","113825",
"성동구","고등학교","2022 년","5","113825",
"성동구","특수학교","2013 년","0","0",
"성동구","특수학교","2014 년","0","0",
"성동구","특수학교","2015 년","0","0",
"성동구","특수학교","2016 년","0","0",
"성동구","특수학교","2017 년","0","0",
"성동구","특수학교","2018 년","0","0",
"성동구","특수학교","2019 년","0","0",
"성동구","특수학교","2020 년","0","0",
"성동구","특수학교","2021 년","0","0",
"성동구","대학(교)","2013 년","2","526532",
"성동구","대학(교)","2014 년","2","524413",
"성동구","대학(교)","2015 년","2","524413",
"성동구","대학(교)","2016 년","2","524413",
"성동구","대학(교)","2017 년","2","524413",
"성동구","대학(교)","2018 년","2","524413",
"성동구","대학(교)","2019 년","2","524413",
"성동구","대학(교)","2020 년","2","523819",
"성동구","대학(교)","2021 년","2","523819",
"성동구","대학(교)","2022 년","2","523819",
"성동구","각종학교","2013 년","0","0",
"성동구","각종학교","2014 년","0","0",
"성동구","각종학교","2015 년","0","0",
"성동구","각종학교","2016 년","0","0",
"성동구","각종학교","2017 년","0","0",
"성동구","각종학교","2018 년","0","0",
"성동구","각종학교","2019 년","0","0",
"성동구","각종학교","2020 년","0","0",
"성동구","각종학교","2021 년","0","0",
"광진구","계","2013 년","37","1680826",
"광진구","계","2014 년","37","1680235",
"광진구","계","2015 년","37","1680235",
"광진구","계","2016 년","37","1680235",
"광진구","계","2017 년","37","1680235",
"광진구","계","2018 년","37","1680235",
"광진구","계","2019 년","37","1680235",
"광진구","계","2020 년","37","1680235",
"광진구","계","2021 년","36","1674172",
"광진구","계","2022 년","36","1674172",
"광진구","유치원","2013 년","0","0",
"광진구","유치원","2014 년","0","0",
"광진구","유치원","2015 년","0","0",
"광진구","유치원","2016 년","0","0",
"광진구","유치원","2017 년","0","0",
"광진구","유치원","2018 년","0","0",
"광진구","유치원","2019 년","0","0",
"광진구","유치원","2020 년","0","0",
"광진구","유치원","2021 년","0","0",
"광진구","초등학교","2013 년","20","295917",
"광진구","초등학교","2014 년","20","295326",
"광진구","초등학교","2015 년","20","295326",
"광진구","초등학교","2016 년","20","295326",
"광진구","초등학교","2017 년","20","295326",
"광진구","초등학교","2018 년","20","295326",
"광진구","초등학교","2019 년","20","295326",
"광진구","초등학교","2020 년","20","295326",
"광진구","초등학교","2021 년","19","289263",
"광진구","초등학교","2022 년","19","289263",
"광진구","중학교","2013 년","6","76679",
"광진구","중학교","2014 년","6","76679",
"광진구","중학교","2015 년","6","76679",
"광진구","중학교","2016 년","6","76679",
"광진구","중학교","2017 년","6","76679",
"광진구","중학교","2018 년","6","76679",
"광진구","중학교","2019 년","6","76679",
"광진구","중학교","2020 년","6","76679",
"광진구","중학교","2021 년","6","76679",
"광진구","중학교","2022 년","6","76679",
"광진구","고등학교","2013 년","8","672354",
"광진구","고등학교","2014 년","8","672354",
"광진구","고등학교","2015 년","8","672354",
"광진구","고등학교","2016 년","8","672354",
"광진구","고등학교","2017 년","8","672354",
"광진구","고등학교","2018 년","8","672354",
"광진구","고등학교","2019 년","8","672354",
"광진구","고등학교","2020 년","8","672354",
"광진구","고등학교","2021 년","8","672354",
"광진구","고등학교","2022 년","8","672354",
"광진구","특수학교","2013 년","0","0",
"광진구","특수학교","2014 년","0","0",
"광진구","특수학교","2015 년","0","0",
"광진구","특수학교","2016 년","0","0",
"광진구","특수학교","2017 년","0","0",
"광진구","특수학교","2018 년","0","0",
"광진구","특수학교","2019 년","0","0",
"광진구","특수학교","2020 년","0","0",
"광진구","특수학교","2021 년","0","0",
"광진구","대학(교)","2013 년","3","635876",
"광진구","대학(교)","2014 년","3","635876",
"광진구","대학(교)","2015 년","3","635876",
"광진구","대학(교)","2016 년","3","635876",
"광진구","대학(교)","2017 년","3","635876",
"광진구","대학(교)","2018 년","3","635876",
"광진구","대학(교)","2019 년","3","635876",
"광진구","대학(교)","2020 년","3","635876",
"광진구","대학(교)","2021 년","3","635876",
"광진구","대학(교)","2022 년","3","635876",
"광진구","각종학교","2013 년","0","0",
"광진구","각종학교","2014 년","0","0",
"광진구","각종학교","2015 년","0","0",
"광진구","각종학교","2016 년","0","0",
"광진구","각종학교","2017 년","0","0",
"광진구","각종학교","2018 년","0","0",
"광진구","각종학교","2019 년","0","0",
"광진구","각종학교","2020 년","0","0",
"광진구","각종학교","2021 년","0","0",
"동대문구","계","2013 년","39","1368425",
"동대문구","계","2014 년","39","1339155",
"동대문구","계","2015 년","39","1339146",
"동대문구","계","2016 년","39","1339146",
"동대문구","계","2017 년","39","1339146",
"동대문구","계","2018 년","39","1339146",
"동대문구","계","2019 년","39","1339146",
"동대문구","계","2020 년","38","1330002",
"동대문구","계","2021 년","37","1330143",
"동대문구","계","2022 년","38","1337941",
"동대문구","유치원","2013 년","0","0",
"동대문구","유치원","2014 년","0","0",
"동대문구","유치원","2015 년","0","0",
"동대문구","유치원","2016 년","0","0",
"동대문구","유치원","2017 년","0","0",
"동대문구","유치원","2018 년","0","0",
"동대문구","유치원","2019 년","0","0",
"동대문구","유치원","2020 년","0","0",
"동대문구","유치원","2021 년","0","0",
"동대문구","초등학교","2013 년","18","245479",
"동대문구","초등학교","2014 년","18","245479",
"동대문구","초등학교","2015 년","18","245479",
"동대문구","초등학교","2016 년","18","245479",
"동대문구","초등학교","2017 년","18","245479",
"동대문구","초등학교","2018 년","18","245479",
"동대문구","초등학교","2019 년","18","245479",
"동대문구","초등학교","2020 년","18","245479",
"동대문구","초등학교","2021 년","18","248900",
"동대문구","초등학교","2022 년","19","267487",
"동대문구","중학교","2013 년","7","79074",
"동대문구","중학교","2014 년","7","78887",
"동대문구","중학교","2015 년","7","78887",
"동대문구","중학교","2016 년","7","78887",
"동대문구","중학교","2017 년","7","78887",
"동대문구","중학교","2018 년","7","78887",
"동대문구","중학교","2019 년","7","78887",
"동대문구","중학교","2020 년","7","78887",
"동대문구","중학교","2021 년","6","75594",
"동대문구","중학교","2022 년","7","76756",
"동대문구","고등학교","2013 년","11","279594",
"동대문구","고등학교","2014 년","11","250643",
"동대문구","고등학교","2015 년","11","250634",
"동대문구","고등학교","2016 년","11","250634",
"동대문구","고등학교","2017 년","11","250634",
"동대문구","고등학교","2018 년","11","250634",
"동대문구","고등학교","2019 년","11","250634",
"동대문구","고등학교","2020 년","10","241490",
"동대문구","고등학교","2021 년","10","241503",
"동대문구","고등학교","2022 년","9","229552",
"동대문구","특수학교","2013 년","0","0",
"동대문구","특수학교","2014 년","0","0",
"동대문구","특수학교","2015 년","0","0",
"동대문구","특수학교","2016 년","0","0",
"동대문구","특수학교","2017 년","0","0",
"동대문구","특수학교","2018 년","0","0",
"동대문구","특수학교","2019 년","0","0",
"동대문구","특수학교","2020 년","0","0",
"동대문구","특수학교","2021 년","0","0",
"동대문구","대학(교)","2013 년","3","764278",
"동대문구","대학(교)","2014 년","3","764146",
"동대문구","대학(교)","2015 년","3","764146",
"동대문구","대학(교)","2016 년","3","764146",
"동대문구","대학(교)","2017 년","3","764146",
"동대문구","대학(교)","2018 년","3","764146",
"동대문구","대학(교)","2019 년","3","764146",
"동대문구","대학(교)","2020 년","3","764146",
"동대문구","대학(교)","2021 년","3","764146",
"동대문구","대학(교)","2022 년","3","764146",
"동대문구","각종학교","2013 년","0","0",
"동대문구","각종학교","2014 년","0","0",
"동대문구","각종학교","2015 년","0","0",
"동대문구","각종학교","2016 년","0","0",
"동대문구","각종학교","2017 년","0","0",
"동대문구","각종학교","2018 년","0","0",
"동대문구","각종학교","2019 년","0","0",
"동대문구","각종학교","2020 년","0","0",
"동대문구","각종학교","2021 년","0","0",
"중랑구","계","2013 년","45","663371",
"중랑구","계","2014 년","45","663371",
"중랑구","계","2015 년","45","663371",
"중랑구","계","2016 년","45","663371",
"중랑구","계","2017 년","45","663371",
"중랑구","계","2018 년","45","663371",
"중랑구","계","2019 년","45","663371",
"중랑구","계","2020 년","44","649642",
"중랑구","계","2021 년","44","649642",
"중랑구","계","2022 년","45","658159",
"중랑구","유치원","2013 년","0","0",
"중랑구","유치원","2014 년","0","0",
"중랑구","유치원","2015 년","0","0",
"중랑구","유치원","2016 년","0","0",
"중랑구","유치원","2017 년","0","0",
"중랑구","유치원","2018 년","0","0",
"중랑구","유치원","2019 년","0","0",
"중랑구","유치원","2020 년","0","0",
"중랑구","유치원","2021 년","0","0",
"중랑구","초등학교","2013 년","23","275279",
"중랑구","초등학교","2014 년","23","275279",
"중랑구","초등학교","2015 년","23","275279",
"중랑구","초등학교","2016 년","23","275279",
"중랑구","초등학교","2017 년","23","275279",
"중랑구","초등학교","2018 년","23","275279",
"중랑구","초등학교","2019 년","23","275279",
"중랑구","초등학교","2020 년","23","275279",
"중랑구","초등학교","2021 년","23","275279",
"중랑구","초등학교","2022 년","24","286078",
"중랑구","중학교","2013 년","11","171723",
"중랑구","중학교","2014 년","11","171723",
"중랑구","중학교","2015 년","11","171723",
"중랑구","중학교","2016 년","11","171723",
"중랑구","중학교","2017 년","11","171723",
"중랑구","중학교","2018 년","11","171723",
"중랑구","중학교","2019 년","11","171723",
"중랑구","중학교","2020 년","11","171723",
"중랑구","중학교","2021 년","11","171723",
"중랑구","중학교","2022 년","11","171723",
"중랑구","고등학교","2013 년","10","191860",
"중랑구","고등학교","2014 년","10","191860",
"중랑구","고등학교","2015 년","10","191860",
"중랑구","고등학교","2016 년","10","191860",
"중랑구","고등학교","2017 년","10","191860",
"중랑구","고등학교","2018 년","10","191860",
"중랑구","고등학교","2019 년","10","191860",
"중랑구","고등학교","2020 년","9","178131",
"중랑구","고등학교","2021 년","9","178131",
"중랑구","고등학교","2022 년","9","175849",
