"[STCODE_11]시도별","시도별","[STCODE_12]설립주체별","설립주체별","[STCODE_13]학교현황별","학교현황별","시점","고등학교 개황",
"04","인천광역시","A003","공립","H_12","1학년","2015 년","23121",
"04","인천광역시","A003","공립","H_12","1학년","2016 년","23409",
"04","인천광역시","A003","공립","H_12","1학년","2017 년","20730",
"04","인천광역시","A003","공립","H_12","1학년","2018 년","17929",
"04","인천광역시","A003","공립","H_12","1학년","2019 년","18775",
"04","인천광역시","A003","공립","H_12","1학년","2020 년","18219",
"04","인천광역시","A003","공립","H_12","1학년","2021 년","16987",
"04","인천광역시","A003","공립","H_12","1학년","2022 년","17634",
"04","인천광역시","A003","공립","H_1211","여자","2013 년","12224",
"04","인천광역시","A003","공립","H_1211","여자","2014 년","11246",
"04","인천광역시","A003","공립","H_1211","여자","2015 년","10830",
"04","인천광역시","A003","공립","H_1211","여자","2016 년","11044",
"04","인천광역시","A003","공립","H_1211","여자","2017 년","9891",
"04","인천광역시","A003","공립","H_1211","여자","2018 년","8494",
"04","인천광역시","A003","공립","H_1211","여자","2019 년","8906",
"04","인천광역시","A003","공립","H_1211","여자","2020 년","8719",
"04","인천광역시","A003","공립","H_1211","여자","2021 년","8105",
"04","인천광역시","A003","공립","H_1211","여자","2022 년","8392",
"04","인천광역시","A003","공립","H_122","주간","2013 년","25650",
"04","인천광역시","A003","공립","H_122","주간","2014 년","23952",
"04","인천광역시","A003","공립","H_122","주간","2015 년","23121",
"04","인천광역시","A003","공립","H_122","주간","2016 년","23409",
"04","인천광역시","A003","공립","H_122","주간","2017 년","20730",
"04","인천광역시","A003","공립","H_122","주간","2018 년","17929",
"04","인천광역시","A003","공립","H_122","주간","2019 년","18775",
"04","인천광역시","A003","공립","H_122","주간","2020 년","18219",
"04","인천광역시","A003","공립","H_122","주간","2021 년","16987",
"04","인천광역시","A003","공립","H_122","주간","2022 년","17634",
"04","인천광역시","A003","공립","H_1221","여자","2013 년","12224",
"04","인천광역시","A003","공립","H_1221","여자","2014 년","11246",
"04","인천광역시","A003","공립","H_1221","여자","2015 년","10830",
"04","인천광역시","A003","공립","H_1221","여자","2016 년","11044",
"04","인천광역시","A003","공립","H_1221","여자","2017 년","9891",
"04","인천광역시","A003","공립","H_1221","여자","2018 년","8494",
"04","인천광역시","A003","공립","H_1221","여자","2019 년","8906",
"04","인천광역시","A003","공립","H_1221","여자","2020 년","8719",
"04","인천광역시","A003","공립","H_1221","여자","2021 년","8105",
"04","인천광역시","A003","공립","H_1221","여자","2022 년","8392",
"04","인천광역시","A003","공립","H_123","야간","2013 년","-",
"04","인천광역시","A003","공립","H_123","야간","2014 년","-",
"04","인천광역시","A003","공립","H_123","야간","2015 년","-",
"04","인천광역시","A003","공립","H_123","야간","2016 년","-",
"04","인천광역시","A003","공립","H_123","야간","2017 년","-",
"04","인천광역시","A003","공립","H_123","야간","2018 년","0",
"04","인천광역시","A003","공립","H_123","야간","2019 년","0",
"04","인천광역시","A003","공립","H_123","야간","2020 년","-",
"04","인천광역시","A003","공립","H_123","야간","2021 년","-",
"04","인천광역시","A003","공립","H_123","야간","2022 년","-",
"04","인천광역시","A003","공립","H_1231","여자","2013 년","-",
"04","인천광역시","A003","공립","H_1231","여자","2014 년","-",
"04","인천광역시","A003","공립","H_1231","여자","2015 년","-",
"04","인천광역시","A003","공립","H_1231","여자","2016 년","-",
"04","인천광역시","A003","공립","H_1231","여자","2017 년","-",
"04","인천광역시","A003","공립","H_1231","여자","2018 년","0",
"04","인천광역시","A003","공립","H_1231","여자","2019 년","0",
"04","인천광역시","A003","공립","H_1231","여자","2020 년","-",
"04","인천광역시","A003","공립","H_1231","여자","2021 년","-",
"04","인천광역시","A003","공립","H_1231","여자","2022 년","-",
"04","인천광역시","A003","공립","H_13","2학년","2013 년","24795",
"04","인천광역시","A003","공립","H_13","2학년","2014 년","24929",
"04","인천광역시","A003","공립","H_13","2학년","2015 년","23484",
"04","인천광역시","A003","공립","H_13","2학년","2016 년","22695",
"04","인천광역시","A003","공립","H_13","2학년","2017 년","22924",
"04","인천광역시","A003","공립","H_13","2학년","2018 년","20218",
"04","인천광역시","A003","공립","H_13","2학년","2019 년","17487",
"04","인천광역시","A003","공립","H_13","2학년","2020 년","18313",
"04","인천광역시","A003","공립","H_13","2학년","2021 년","17892",
"04","인천광역시","A003","공립","H_13","2학년","2022 년","16627",
"04","인천광역시","A003","공립","H_1311","여자","2013 년","11832",
"04","인천광역시","A003","공립","H_1311","여자","2014 년","11943",
"04","인천광역시","A003","공립","H_1311","여자","2015 년","11069",
"04","인천광역시","A003","공립","H_1311","여자","2016 년","10688",
"04","인천광역시","A003","공립","H_1311","여자","2017 년","10866",
"04","인천광역시","A003","공립","H_1311","여자","2018 년","9655",
"04","인천광역시","A003","공립","H_1311","여자","2019 년","8295",
"04","인천광역시","A003","공립","H_1311","여자","2020 년","8728",
"04","인천광역시","A003","공립","H_1311","여자","2021 년","8566",
"04","인천광역시","A003","공립","H_1311","여자","2022 년","7949",
"04","인천광역시","A003","공립","H_132","주간","2013 년","24795",
"04","인천광역시","A003","공립","H_132","주간","2014 년","24929",
"04","인천광역시","A003","공립","H_132","주간","2015 년","23484",
"04","인천광역시","A003","공립","H_132","주간","2016 년","22695",
"04","인천광역시","A003","공립","H_132","주간","2017 년","22924",
"04","인천광역시","A003","공립","H_132","주간","2018 년","20218",
"04","인천광역시","A003","공립","H_132","주간","2019 년","17487",
"04","인천광역시","A003","공립","H_132","주간","2020 년","18313",
"04","인천광역시","A003","공립","H_132","주간","2021 년","17892",
"04","인천광역시","A003","공립","H_132","주간","2022 년","16627",
"04","인천광역시","A003","공립","H_1321","여자","2013 년","11832",
"04","인천광역시","A003","공립","H_1321","여자","2014 년","11943",
"04","인천광역시","A003","공립","H_1321","여자","2015 년","11069",
"04","인천광역시","A003","공립","H_1321","여자","2016 년","10688",
"04","인천광역시","A003","공립","H_1321","여자","2017 년","10866",
"04","인천광역시","A003","공립","H_1321","여자","2018 년","9655",
"04","인천광역시","A003","공립","H_1321","여자","2019 년","8295",
"04","인천광역시","A003","공립","H_1321","여자","2020 년","8728",
"04","인천광역시","A003","공립","H_1321","여자","2021 년","8566",
"04","인천광역시","A003","공립","H_1321","여자","2022 년","7949",
"04","인천광역시","A003","공립","H_133","야간","2013 년","-",
"04","인천광역시","A003","공립","H_133","야간","2014 년","-",
"04","인천광역시","A003","공립","H_133","야간","2015 년","-",
"04","인천광역시","A003","공립","H_133","야간","2016 년","-",
"04","인천광역시","A003","공립","H_133","야간","2017 년","-",
"04","인천광역시","A003","공립","H_133","야간","2018 년","0",
"04","인천광역시","A003","공립","H_133","야간","2019 년","0",
"04","인천광역시","A003","공립","H_133","야간","2020 년","-",
"04","인천광역시","A003","공립","H_133","야간","2021 년","-",
"04","인천광역시","A003","공립","H_133","야간","2022 년","-",
"04","인천광역시","A003","공립","H_1331","여자","2013 년","-",
"04","인천광역시","A003","공립","H_1331","여자","2014 년","-",
"04","인천광역시","A003","공립","H_1331","여자","2015 년","-",
"04","인천광역시","A003","공립","H_1331","여자","2016 년","-",
"04","인천광역시","A003","공립","H_1331","여자","2017 년","-",
"04","인천광역시","A003","공립","H_1331","여자","2018 년","0",
"04","인천광역시","A003","공립","H_1331","여자","2019 년","0",
"04","인천광역시","A003","공립","H_1331","여자","2020 년","-",
"04","인천광역시","A003","공립","H_1331","여자","2021 년","-",
"04","인천광역시","A003","공립","H_1331","여자","2022 년","-",
"04","인천광역시","A003","공립","H_14","3학년","2013 년","25618",
"04","인천광역시","A003","공립","H_14","3학년","2014 년","24401",
"04","인천광역시","A003","공립","H_14","3학년","2015 년","24534",
"04","인천광역시","A003","공립","H_14","3학년","2016 년","23186",
"04","인천광역시","A003","공립","H_14","3학년","2017 년","22360",
"04","인천광역시","A003","공립","H_14","3학년","2018 년","22586",
"04","인천광역시","A003","공립","H_14","3학년","2019 년","19794",
"04","인천광역시","A003","공립","H_14","3학년","2020 년","17150",
"04","인천광역시","A003","공립","H_14","3학년","2021 년","18092",
"04","인천광역시","A003","공립","H_14","3학년","2022 년","17543",
"04","인천광역시","A003","공립","H_1411","여자","2013 년","12116",
"04","인천광역시","A003","공립","H_1411","여자","2014 년","11695",
"04","인천광역시","A003","공립","H_1411","여자","2015 년","11816",
"04","인천광역시","A003","공립","H_1411","여자","2016 년","10979",
"04","인천광역시","A003","공립","H_1411","여자","2017 년","10555",
"04","인천광역시","A003","공립","H_1411","여자","2018 년","10721",
"04","인천광역시","A003","공립","H_1411","여자","2019 년","9458",
"04","인천광역시","A003","공립","H_1411","여자","2020 년","8146",
"04","인천광역시","A003","공립","H_1411","여자","2021 년","8665",
"04","인천광역시","A003","공립","H_1411","여자","2022 년","8407",
"04","인천광역시","A003","공립","H_142","주간","2013 년","25618",
"04","인천광역시","A003","공립","H_142","주간","2014 년","24401",
"04","인천광역시","A003","공립","H_142","주간","2015 년","24534",
"04","인천광역시","A003","공립","H_142","주간","2016 년","23186",
"04","인천광역시","A003","공립","H_142","주간","2017 년","22360",
"04","인천광역시","A003","공립","H_142","주간","2018 년","22586",
"04","인천광역시","A003","공립","H_142","주간","2019 년","19794",
"04","인천광역시","A003","공립","H_142","주간","2020 년","17150",
"04","인천광역시","A003","공립","H_142","주간","2021 년","18092",
"04","인천광역시","A003","공립","H_142","주간","2022 년","17543",
"04","인천광역시","A003","공립","H_1421","여자","2013 년","12116",
"04","인천광역시","A003","공립","H_1421","여자","2014 년","11695",
"04","인천광역시","A003","공립","H_1421","여자","2015 년","11816",
"04","인천광역시","A003","공립","H_1421","여자","2016 년","10979",
"04","인천광역시","A003","공립","H_1421","여자","2017 년","10555",
"04","인천광역시","A003","공립","H_1421","여자","2018 년","10721",
"04","인천광역시","A003","공립","H_1421","여자","2019 년","9458",
"04","인천광역시","A003","공립","H_1421","여자","2020 년","8146",
"04","인천광역시","A003","공립","H_1421","여자","2021 년","8665",
"04","인천광역시","A003","공립","H_1421","여자","2022 년","8407",
"04","인천광역시","A003","공립","H_143","야간","2013 년","-",
"04","인천광역시","A003","공립","H_143","야간","2014 년","-",
"04","인천광역시","A003","공립","H_143","야간","2015 년","-",
"04","인천광역시","A003","공립","H_143","야간","2016 년","-",
"04","인천광역시","A003","공립","H_143","야간","2017 년","-",
"04","인천광역시","A003","공립","H_143","야간","2018 년","0",
"04","인천광역시","A003","공립","H_143","야간","2019 년","0",
"04","인천광역시","A003","공립","H_143","야간","2020 년","-",
"04","인천광역시","A003","공립","H_143","야간","2021 년","-",
"04","인천광역시","A003","공립","H_143","야간","2022 년","-",
"04","인천광역시","A003","공립","H_1431","여자","2013 년","-",
"04","인천광역시","A003","공립","H_1431","여자","2014 년","-",
"04","인천광역시","A003","공립","H_1431","여자","2015 년","-",
"04","인천광역시","A003","공립","H_1431","여자","2016 년","-",
"04","인천광역시","A003","공립","H_1431","여자","2017 년","-",
"04","인천광역시","A003","공립","H_1431","여자","2018 년","0",
"04","인천광역시","A003","공립","H_1431","여자","2019 년","0",
"04","인천광역시","A003","공립","H_1431","여자","2020 년","-",
"04","인천광역시","A003","공립","H_1431","여자","2021 년","-",
"04","인천광역시","A003","공립","H_1431","여자","2022 년","-",
"04","인천광역시","A004","사립","A_1","학교수","2013 년","32",
"04","인천광역시","A004","사립","A_1","학교수","2014 년","32",
"04","인천광역시","A004","사립","A_1","학교수","2015 년","33",
"04","인천광역시","A004","사립","A_1","학교수","2016 년","33",
"04","인천광역시","A004","사립","A_1","학교수","2017 년","33",
"04","인천광역시","A004","사립","A_1","학교수","2018 년","33",
"04","인천광역시","A004","사립","A_1","학교수","2019 년","33",
"04","인천광역시","A004","사립","A_1","학교수","2020 년","33",
"04","인천광역시","A004","사립","A_1","학교수","2021 년","33",
"04","인천광역시","A004","사립","A_1","학교수","2022 년","33",
"04","인천광역시","A004","사립","A_11","주야별","2017 년","33",
"04","인천광역시","A004","사립","A_11","주야별","2018 년","33",
"04","인천광역시","A004","사립","A_11","주야별","2019 년","33",
"04","인천광역시","A004","사립","A_111","주간","2013 년","32",
"04","인천광역시","A004","사립","A_111","주간","2014 년","32",
"04","인천광역시","A004","사립","A_111","주간","2015 년","33",
"04","인천광역시","A004","사립","A_111","주간","2016 년","33",
"04","인천광역시","A004","사립","A_111","주간","2017 년","33",
"04","인천광역시","A004","사립","A_111","주간","2018 년","33",
"04","인천광역시","A004","사립","A_111","주간","2019 년","33",
"04","인천광역시","A004","사립","A_111","주간","2020 년","33",
"04","인천광역시","A004","사립","A_111","주간","2021 년","33",
"04","인천광역시","A004","사립","A_111","주간","2022 년","33",
"04","인천광역시","A004","사립","A_112","야간","2013 년","-",
"04","인천광역시","A004","사립","A_112","야간","2014 년","-",
"04","인천광역시","A004","사립","A_112","야간","2015 년","-",
"04","인천광역시","A004","사립","A_112","야간","2016 년","-",
"04","인천광역시","A004","사립","A_112","야간","2017 년","-",
"04","인천광역시","A004","사립","A_112","야간","2018 년","0",
"04","인천광역시","A004","사립","A_112","야간","2019 년","0",
"04","인천광역시","A004","사립","A_112","야간","2020 년","-",
"04","인천광역시","A004","사립","A_112","야간","2021 년","-",
"04","인천광역시","A004","사립","A_112","야간","2022 년","-",
"04","인천광역시","A004","사립","A_113","주야간","2013 년","-",
"04","인천광역시","A004","사립","A_113","주야간","2014 년","-",
"04","인천광역시","A004","사립","A_113","주야간","2015 년","-",
"04","인천광역시","A004","사립","A_113","주야간","2016 년","-",
"04","인천광역시","A004","사립","A_113","주야간","2017 년","-",
"04","인천광역시","A004","사립","A_113","주야간","2018 년","0",
"04","인천광역시","A004","사립","A_113","주야간","2019 년","0",
"04","인천광역시","A004","사립","A_113","주야간","2020 년","-",
"04","인천광역시","A004","사립","A_113","주야간","2021 년","-",
"04","인천광역시","A004","사립","A_113","주야간","2022 년","-",
"04","인천광역시","A004","사립","A_21","남여별","2017 년","33",
"04","인천광역시","A004","사립","A_21","남여별","2018 년","33",
"04","인천광역시","A004","사립","A_21","남여별","2019 년","33",
"04","인천광역시","A004","사립","A_2","남자","2013 년","11",
"04","인천광역시","A004","사립","A_2","남자","2014 년","11",
"04","인천광역시","A004","사립","A_2","남자","2015 년","11",
"04","인천광역시","A004","사립","A_2","남자","2016 년","11",
"04","인천광역시","A004","사립","A_2","남자","2017 년","11",
"04","인천광역시","A004","사립","A_2","남자","2018 년","11",
"04","인천광역시","A004","사립","A_2","남자","2019 년","12",
"04","인천광역시","A004","사립","A_2","남자","2020 년","12",
"04","인천광역시","A004","사립","A_2","남자","2021 년","12",
"04","인천광역시","A004","사립","A_2","남자","2022 년","12",
"04","인천광역시","A004","사립","A_3","여자","2013 년","12",
"04","인천광역시","A004","사립","A_3","여자","2014 년","12",
"04","인천광역시","A004","사립","A_3","여자","2015 년","12",
"04","인천광역시","A004","사립","A_3","여자","2016 년","12",
"04","인천광역시","A004","사립","A_3","여자","2017 년","12",
"04","인천광역시","A004","사립","A_3","여자","2018 년","12",
"04","인천광역시","A004","사립","A_3","여자","2019 년","12",
"04","인천광역시","A004","사립","A_3","여자","2020 년","12",
"04","인천광역시","A004","사립","A_3","여자","2021 년","12",
"04","인천광역시","A004","사립","A_3","여자","2022 년","12",
"04","인천광역시","A004","사립","A_4","공학","2013 년","9",
"04","인천광역시","A004","사립","A_4","공학","2014 년","9",
"04","인천광역시","A004","사립","A_4","공학","2015 년","10",
"04","인천광역시","A004","사립","A_4","공학","2016 년","10",
"04","인천광역시","A004","사립","A_4","공학","2017 년","10",
"04","인천광역시","A004","사립","A_4","공학","2018 년","10",
"04","인천광역시","A004","사립","A_4","공학","2019 년","9",
"04","인천광역시","A004","사립","A_4","공학","2020 년","9",
"04","인천광역시","A004","사립","A_4","공학","2021 년","9",
"04","인천광역시","A004","사립","A_4","공학","2022 년","9",
"04","인천광역시","A004","사립","B_0","교직원수","2017 년","2112",
"04","인천광역시","A004","사립","B_0","교직원수","2018 년","2084",
"04","인천광역시","A004","사립","B_0","교직원수","2019 년","2082",
"04","인천광역시","A004","사립","B_1","교원수","2013 년","1981",
"04","인천광역시","A004","사립","B_1","교원수","2014 년","1968",
"04","인천광역시","A004","사립","B_1","교원수","2015 년","1964",
"04","인천광역시","A004","사립","B_1","교원수","2016 년","1950",
"04","인천광역시","A004","사립","B_1","교원수","2017 년","1930",
"04","인천광역시","A004","사립","B_1","교원수","2018 년","1904",
"04","인천광역시","A004","사립","B_1","교원수","2019 년","1907",
"04","인천광역시","A004","사립","B_1","교원수","2020 년","1882",
"04","인천광역시","A004","사립","B_1","교원수","2021 년","1869",
"04","인천광역시","A004","사립","B_1","교원수","2022 년","1864",
"04","인천광역시","A004","사립","B_2","여자","2013 년","706",
"04","인천광역시","A004","사립","B_2","여자","2014 년","712",
"04","인천광역시","A004","사립","B_2","여자","2015 년","711",
"04","인천광역시","A004","사립","B_2","여자","2016 년","718",
"04","인천광역시","A004","사립","B_2","여자","2017 년","704",
"04","인천광역시","A004","사립","B_2","여자","2018 년","713",
"04","인천광역시","A004","사립","B_2","여자","2019 년","753",
"04","인천광역시","A004","사립","B_2","여자","2020 년","753",
"04","인천광역시","A004","사립","B_2","여자","2021 년","783",
"04","인천광역시","A004","사립","B_2","여자","2022 년","793",
"04","인천광역시","A004","사립","C_1","직원수","2013 년","193",
"04","인천광역시","A004","사립","C_1","직원수","2014 년","185",
"04","인천광역시","A004","사립","C_1","직원수","2015 년","193",
"04","인천광역시","A004","사립","C_1","직원수","2016 년","181",
"04","인천광역시","A004","사립","C_1","직원수","2017 년","182",
"04","인천광역시","A004","사립","C_1","직원수","2018 년","180",
"04","인천광역시","A004","사립","C_1","직원수","2019 년","175",
"04","인천광역시","A004","사립","C_1","직원수","2020 년","174",
"04","인천광역시","A004","사립","C_1","직원수","2021 년","169",
"04","인천광역시","A004","사립","C_1","직원수","2022 년","168",
"04","인천광역시","A004","사립","C_2","여자","2013 년","70",
"04","인천광역시","A004","사립","C_2","여자","2014 년","66",
"04","인천광역시","A004","사립","C_2","여자","2015 년","68",
"04","인천광역시","A004","사립","C_2","여자","2016 년","65",
"04","인천광역시","A004","사립","C_2","여자","2017 년","64",
"04","인천광역시","A004","사립","C_2","여자","2018 년","62",
"04","인천광역시","A004","사립","C_2","여자","2019 년","63",
"04","인천광역시","A004","사립","C_2","여자","2020 년","65",
"04","인천광역시","A004","사립","C_2","여자","2021 년","66",
"04","인천광역시","A004","사립","C_2","여자","2022 년","67",
"04","인천광역시","A004","사립","D_1","입학자수","2013 년","9511",
"04","인천광역시","A004","사립","D_1","입학자수","2014 년","9185",
"04","인천광역시","A004","사립","D_1","입학자수","2015 년","9152",
"04","인천광역시","A004","사립","D_1","입학자수","2016 년","9074",
"04","인천광역시","A004","사립","D_1","입학자수","2017 년","8018",
"04","인천광역시","A004","사립","D_1","입학자수","2018 년","7167",
"04","인천광역시","A004","사립","D_1","입학자수","2019 년","7241",
"04","인천광역시","A004","사립","D_1","입학자수","2020 년","6871",
"04","인천광역시","A004","사립","D_1","입학자수","2021 년","6476",
"04","인천광역시","A004","사립","D_1","입학자수","2022 년","6664",
"04","인천광역시","A004","사립","D_2","여자","2013 년","4766",
"04","인천광역시","A004","사립","D_2","여자","2014 년","4604",
"04","인천광역시","A004","사립","D_2","여자","2015 년","4518",
"04","인천광역시","A004","사립","D_2","여자","2016 년","4633",
"04","인천광역시","A004","사립","D_2","여자","2017 년","4011",
"04","인천광역시","A004","사립","D_2","여자","2018 년","3596",
"04","인천광역시","A004","사립","D_2","여자","2019 년","3744",
"04","인천광역시","A004","사립","D_2","여자","2020 년","3456",
"04","인천광역시","A004","사립","D_2","여자","2021 년","3243",
"04","인천광역시","A004","사립","D_2","여자","2022 년","3323",
"04","인천광역시","A004","사립","E_1","졸업자수","2013 년","10043",
"04","인천광역시","A004","사립","E_1","졸업자수","2014 년","9826",
"04","인천광역시","A004","사립","E_1","졸업자수","2015 년","9423",
"04","인천광역시","A004","사립","E_1","졸업자수","2016 년","9157",
"04","인천광역시","A004","사립","E_1","졸업자수","2017 년","8793",
"04","인천광역시","A004","사립","E_1","졸업자수","2018 년","8868",
"04","인천광역시","A004","사립","E_1","졸업자수","2019 년","8765",
"04","인천광역시","A004","사립","E_1","졸업자수","2020 년","7721",
"04","인천광역시","A004","사립","E_1","졸업자수","2021 년","6843",
"04","인천광역시","A004","사립","E_1","졸업자수","2022 년","6953",
"04","인천광역시","A004","사립","E_2","여자","2013 년","4768",
"04","인천광역시","A004","사립","E_2","여자","2014 년","4762",
"04","인천광역시","A004","사립","E_2","여자","2015 년","4587",
"04","인천광역시","A004","사립","E_2","여자","2016 년","4615",
"04","인천광역시","A004","사립","E_2","여자","2017 년","4386",
"04","인천광역시","A004","사립","E_2","여자","2018 년","4333",
"04","인천광역시","A004","사립","E_2","여자","2019 년","4451",
"04","인천광역시","A004","사립","E_2","여자","2020 년","3838",
"04","인천광역시","A004","사립","E_2","여자","2021 년","3392",
"04","인천광역시","A004","사립","E_2","여자","2022 년","3543",
"04","인천광역시","A004","사립","F_3","교실수","2015 년","1478",
"04","인천광역시","A004","사립","F_3","교실수","2016 년","1469",
"04","인천광역시","A004","사립","F_3","교실수","2017 년","1443",
"04","인천광역시","A004","사립","F_3","교실수","2018 년","1422",
"04","인천광역시","A004","사립","F_3","교실수","2019 년","1424",
"04","인천광역시","A004","사립","F_3","교실수","2020 년","1387",
"04","인천광역시","A004","사립","F_3","교실수","2021 년","1386",
"04","인천광역시","A004","사립","F_3","교실수","2022 년","1370",
"04","인천광역시","A004","사립","F_1","정규교실","2013 년","954",
"04","인천광역시","A004","사립","F_1","정규교실","2014 년","965",
"04","인천광역시","A004","사립","F_1","정규교실","2018 년","0",
"04","인천광역시","A004","사립","F_2","가·대용교실","2013 년","1",
"04","인천광역시","A004","사립","F_2","가·대용교실","2014 년","-",
"04","인천광역시","A004","사립","F_2","가·대용교실","2018 년","0",
"04","인천광역시","A004","사립","F_4","일반교실","2015 년","919",
"04","인천광역시","A004","사립","F_4","일반교실","2016 년","913",
"04","인천광역시","A004","사립","F_4","일반교실","2017 년","914",
"04","인천광역시","A004","사립","F_4","일반교실","2018 년","905",
"04","인천광역시","A004","사립","F_4","일반교실","2019 년","861",
"04","인천광역시","A004","사립","F_4","일반교실","2020 년","811",
"04","인천광역시","A004","사립","F_4","일반교실","2021 년","811",
"04","인천광역시","A004","사립","F_4","일반교실","2022 년","800",
"04","인천광역시","A004","사립","F_5","교과교실","2015 년","141",
"04","인천광역시","A004","사립","F_5","교과교실","2016 년","157",
"04","인천광역시","A004","사립","F_5","교과교실","2017 년","144",
"04","인천광역시","A004","사립","F_5","교과교실","2018 년","144",
"04","인천광역시","A004","사립","F_5","교과교실","2019 년","175",
"04","인천광역시","A004","사립","F_5","교과교실","2020 년","213",
"04","인천광역시","A004","사립","F_5","교과교실","2021 년","213",
"04","인천광역시","A004","사립","F_5","교과교실","2022 년","206",
"04","인천광역시","A004","사립","F_6","특별교실","2015 년","395",
"04","인천광역시","A004","사립","F_6","특별교실","2016 년","382",
"04","인천광역시","A004","사립","F_6","특별교실","2017 년","368",
"04","인천광역시","A004","사립","F_6","특별교실","2018 년","354",
"04","인천광역시","A004","사립","F_6","특별교실","2019 년","370",
"04","인천광역시","A004","사립","F_6","특별교실","2020 년","354",
"04","인천광역시","A004","사립","F_6","특별교실","2021 년","353",
"04","인천광역시","A004","사립","F_6","특별교실","2022 년","355",
"04","인천광역시","A004","사립","F_7","수준별교실","2015 년","23",
"04","인천광역시","A004","사립","F_7","수준별교실","2016 년","17",
"04","인천광역시","A004","사립","F_7","수준별교실","2017 년","17",
"04","인천광역시","A004","사립","F_7","수준별교실","2018 년","19",
"04","인천광역시","A004","사립","F_7","수준별교실","2019 년","18",
"04","인천광역시","A004","사립","F_7","수준별교실","2020 년","9",
"04","인천광역시","A004","사립","F_7","수준별교실","2021 년","9",
"04","인천광역시","A004","사립","F_7","수준별교실","2022 년","9",
"04","인천광역시","A004","사립","G_1","학급수","2013 년","921",
"04","인천광역시","A004","사립","G_1","학급수","2014 년","915",
"04","인천광역시","A004","사립","G_1","학급수","2015 년","918",
"04","인천광역시","A004","사립","G_1","학급수","2016 년","922",
"04","인천광역시","A004","사립","G_1","학급수","2017 년","916",
"04","인천광역시","A004","사립","G_1","학급수","2018 년","899",
"04","인천광역시","A004","사립","G_1","학급수","2019 년","887",
"04","인천광역시","A004","사립","G_1","학급수","2020 년","875",
"04","인천광역시","A004","사립","G_1","학급수","2021 년","873",
"04","인천광역시","A004","사립","G_1","학급수","2022 년","868",
"04","인천광역시","A004","사립","G_111","1학년","2013 년","300",
"04","인천광역시","A004","사립","G_111","1학년","2014 년","304",
"04","인천광역시","A004","사립","G_111","1학년","2015 년","307",
"04","인천광역시","A004","사립","G_111","1학년","2016 년","304",
"04","인천광역시","A004","사립","G_111","1학년","2017 년","298",
"04","인천광역시","A004","사립","G_111","1학년","2018 년","291",
"04","인천광역시","A004","사립","G_111","1학년","2019 년","291",
"04","인천광역시","A004","사립","G_111","1학년","2020 년","289",
"04","인천광역시","A004","사립","G_111","1학년","2021 년","288",
"04","인천광역시","A004","사립","G_111","1학년","2022 년","285",
"04","인천광역시","A004","사립","G_112","2학년","2013 년","305",
"04","인천광역시","A004","사립","G_112","2학년","2014 년","300",
"04","인천광역시","A004","사립","G_112","2학년","2015 년","304",
"04","인천광역시","A004","사립","G_112","2학년","2016 년","307",
"04","인천광역시","A004","사립","G_112","2학년","2017 년","304",
"04","인천광역시","A004","사립","G_112","2학년","2018 년","298",
"04","인천광역시","A004","사립","G_112","2학년","2019 년","291",
"04","인천광역시","A004","사립","G_112","2학년","2020 년","290",
"04","인천광역시","A004","사립","G_112","2학년","2021 년","289",
"04","인천광역시","A004","사립","G_112","2학년","2022 년","288",
"04","인천광역시","A004","사립","G_113","3학년","2013 년","310",
"04","인천광역시","A004","사립","G_113","3학년","2014 년","305",
"04","인천광역시","A004","사립","G_113","3학년","2015 년","300",
"04","인천광역시","A004","사립","G_113","3학년","2016 년","304",
"04","인천광역시","A004","사립","G_113","3학년","2017 년","307",
"04","인천광역시","A004","사립","G_113","3학년","2018 년","304",
"04","인천광역시","A004","사립","G_113","3학년","2019 년","298",
"04","인천광역시","A004","사립","G_113","3학년","2020 년","290",
"04","인천광역시","A004","사립","G_113","3학년","2021 년","290",
"04","인천광역시","A004","사립","G_113","3학년","2022 년","289",
"04","인천광역시","A004","사립","G_2","특수학급","2013 년","6",
"04","인천광역시","A004","사립","G_2","특수학급","2014 년","6",
"04","인천광역시","A004","사립","G_2","특수학급","2015 년","7",
"04","인천광역시","A004","사립","G_2","특수학급","2016 년","7",
"04","인천광역시","A004","사립","G_2","특수학급","2017 년","7",
"04","인천광역시","A004","사립","G_2","특수학급","2018 년","6",
"04","인천광역시","A004","사립","G_2","특수학급","2019 년","7",
"04","인천광역시","A004","사립","G_2","특수학급","2020 년","6",
"04","인천광역시","A004","사립","G_2","특수학급","2021 년","6",
"04","인천광역시","A004","사립","G_2","특수학급","2022 년","6",
"04","인천광역시","A004","사립","G_12","주간","2013 년","921",
"04","인천광역시","A004","사립","G_12","주간","2014 년","915",
"04","인천광역시","A004","사립","G_12","주간","2015 년","918",
"04","인천광역시","A004","사립","G_12","주간","2016 년","922",
"04","인천광역시","A004","사립","G_12","주간","2017 년","916",
"04","인천광역시","A004","사립","G_12","주간","2018 년","899",
"04","인천광역시","A004","사립","G_12","주간","2019 년","887",
"04","인천광역시","A004","사립","G_12","주간","2020 년","875",
"04","인천광역시","A004","사립","G_12","주간","2021 년","873",
"04","인천광역시","A004","사립","G_12","주간","2022 년","868",
"04","인천광역시","A004","사립","G_121","1학년","2013 년","300",
"04","인천광역시","A004","사립","G_121","1학년","2014 년","304",
