"[STCODE_11]시도별","시도별","[STCODE_12]설립주체별","설립주체별","[STCODE_13]학교현황별","학교현황별","시점","고등학교 개황",
"00","총계","A001","계","A_1","학교수","2013 년","2322",
"00","총계","A001","계","A_1","학교수","2014 년","2326",
"00","총계","A001","계","A_1","학교수","2015 년","2344",
"00","총계","A001","계","A_1","학교수","2016 년","2353",
"00","총계","A001","계","A_1","학교수","2017 년","2360",
"00","총계","A001","계","A_1","학교수","2018 년","2358",
"00","총계","A001","계","A_1","학교수","2019 년","2356",
"00","총계","A001","계","A_1","학교수","2020 년","2367",
"00","총계","A001","계","A_1","학교수","2021 년","2375",
"00","총계","A001","계","A_1","학교수","2022 년","2373",
"00","총계","A001","계","A_11","주야별","2017 년","2360",
"00","총계","A001","계","A_11","주야별","2018 년","2358",
"00","총계","A001","계","A_11","주야별","2019 년","2356",
"00","총계","A001","계","A_111","주간","2013 년","2310",
"00","총계","A001","계","A_111","주간","2014 년","2313",
"00","총계","A001","계","A_111","주간","2015 년","2331",
"00","총계","A001","계","A_111","주간","2016 년","2345",
"00","총계","A001","계","A_111","주간","2017 년","2353",
"00","총계","A001","계","A_111","주간","2018 년","2354",
"00","총계","A001","계","A_111","주간","2019 년","2354",
"00","총계","A001","계","A_111","주간","2020 년","2365",
"00","총계","A001","계","A_111","주간","2021 년","2375",
"00","총계","A001","계","A_111","주간","2022 년","2373",
"00","총계","A001","계","A_112","야간","2013 년","-",
"00","총계","A001","계","A_112","야간","2014 년","-",
"00","총계","A001","계","A_112","야간","2015 년","-",
"00","총계","A001","계","A_112","야간","2016 년","-",
"00","총계","A001","계","A_112","야간","2017 년","-",
"00","총계","A001","계","A_112","야간","2018 년","0",
"00","총계","A001","계","A_112","야간","2019 년","0",
"00","총계","A001","계","A_112","야간","2021 년","-",
"00","총계","A001","계","A_112","야간","2022 년","-",
"00","총계","A001","계","A_113","주야간","2013 년","12",
"00","총계","A001","계","A_113","주야간","2014 년","13",
"00","총계","A001","계","A_113","주야간","2015 년","13",
"00","총계","A001","계","A_113","주야간","2016 년","8",
"00","총계","A001","계","A_113","주야간","2017 년","7",
"00","총계","A001","계","A_113","주야간","2018 년","4",
"00","총계","A001","계","A_113","주야간","2019 년","2",
"00","총계","A001","계","A_113","주야간","2020 년","2",
"00","총계","A001","계","A_113","주야간","2021 년","-",
"00","총계","A001","계","A_113","주야간","2022 년","-",
"00","총계","A001","계","A_21","남여별","2017 년","2360",
"00","총계","A001","계","A_21","남여별","2018 년","2358",
"00","총계","A001","계","A_21","남여별","2019 년","2356",
"00","총계","A001","계","A_2","남자","2013 년","411",
"00","총계","A001","계","A_2","남자","2014 년","408",
"00","총계","A001","계","A_2","남자","2015 년","405",
"00","총계","A001","계","A_2","남자","2016 년","404",
"00","총계","A001","계","A_2","남자","2017 년","404",
"00","총계","A001","계","A_2","남자","2018 년","408",
"00","총계","A001","계","A_2","남자","2019 년","406",
"00","총계","A001","계","A_2","남자","2020 년","405",
"00","총계","A001","계","A_2","남자","2021 년","404",
"00","총계","A001","계","A_2","남자","2022 년","403",
"00","총계","A001","계","A_3","여자","2013 년","434",
"00","총계","A001","계","A_3","여자","2014 년","433",
"00","총계","A001","계","A_3","여자","2015 년","431",
"00","총계","A001","계","A_3","여자","2016 년","430",
"00","총계","A001","계","A_3","여자","2017 년","428",
"00","총계","A001","계","A_3","여자","2018 년","429",
"00","총계","A001","계","A_3","여자","2019 년","425",
"00","총계","A001","계","A_3","여자","2020 년","424",
"00","총계","A001","계","A_3","여자","2021 년","422",
"00","총계","A001","계","A_3","여자","2022 년","422",
"00","총계","A001","계","A_4","공학","2013 년","1477",
"00","총계","A001","계","A_4","공학","2014 년","1485",
"00","총계","A001","계","A_4","공학","2015 년","1508",
"00","총계","A001","계","A_4","공학","2016 년","1519",
"00","총계","A001","계","A_4","공학","2017 년","1528",
"00","총계","A001","계","A_4","공학","2018 년","1521",
"00","총계","A001","계","A_4","공학","2019 년","1525",
"00","총계","A001","계","A_4","공학","2020 년","1538",
"00","총계","A001","계","A_4","공학","2021 년","1549",
"00","총계","A001","계","A_4","공학","2022 년","1548",
"00","총계","A001","계","B_0","교직원수","2017 년","148228",
"00","총계","A001","계","B_0","교직원수","2018 년","147409",
"00","총계","A001","계","B_0","교직원수","2019 년","146122",
"00","총계","A001","계","B_1","교원수","2013 년","133414",
"00","총계","A001","계","B_1","교원수","2014 년","134488",
"00","총계","A001","계","B_1","교원수","2015 년","134999",
"00","총계","A001","계","B_1","교원수","2016 년","135427",
"00","총계","A001","계","B_1","교원수","2017 년","134754",
"00","총계","A001","계","B_1","교원수","2018 년","134227",
"00","총계","A001","계","B_1","교원수","2019 년","133127",
"00","총계","A001","계","B_1","교원수","2020 년","132104",
"00","총계","A001","계","B_1","교원수","2021 년","131120",
"00","총계","A001","계","B_1","교원수","2022 년","131086",
"00","총계","A001","계","B_2","여자","2013 년","64205",
"00","총계","A001","계","B_2","여자","2014 년","65745",
"00","총계","A001","계","B_2","여자","2015 년","67575",
"00","총계","A001","계","B_2","여자","2016 년","68788",
"00","총계","A001","계","B_2","여자","2017 년","69339",
"00","총계","A001","계","B_2","여자","2018 년","70339",
"00","총계","A001","계","B_2","여자","2019 년","71271",
"00","총계","A001","계","B_2","여자","2020 년","72386",
"00","총계","A001","계","B_2","여자","2021 년","73400",
"00","총계","A001","계","B_2","여자","2022 년","74799",
"00","총계","A001","계","C_1","직원수","2013 년","13624",
"00","총계","A001","계","C_1","직원수","2014 년","13740",
"00","총계","A001","계","C_1","직원수","2015 년","13637",
"00","총계","A001","계","C_1","직원수","2016 년","13652",
"00","총계","A001","계","C_1","직원수","2017 년","13474",
"00","총계","A001","계","C_1","직원수","2018 년","13182",
"00","총계","A001","계","C_1","직원수","2019 년","12995",
"00","총계","A001","계","C_1","직원수","2020 년","12840",
"00","총계","A001","계","C_1","직원수","2021 년","12701",
"00","총계","A001","계","C_1","직원수","2022 년","12540",
"00","총계","A001","계","C_2","여자","2013 년","4874",
"00","총계","A001","계","C_2","여자","2014 년","4985",
"00","총계","A001","계","C_2","여자","2015 년","5058",
"00","총계","A001","계","C_2","여자","2016 년","5239",
"00","총계","A001","계","C_2","여자","2017 년","5382",
"00","총계","A001","계","C_2","여자","2018 년","5413",
"00","총계","A001","계","C_2","여자","2019 년","5457",
"00","총계","A001","계","C_2","여자","2020 년","5485",
"00","총계","A001","계","C_2","여자","2021 년","5596",
"00","총계","A001","계","C_2","여자","2022 년","5663",
"00","총계","A001","계","D_1","입학자수","2013 년","634699",
"00","총계","A001","계","D_1","입학자수","2014 년","606063",
"00","총계","A001","계","D_1","입학자수","2015 년","586983",
"00","총계","A001","계","D_1","입학자수","2016 년","592116",
"00","총계","A001","계","D_1","입학자수","2017 년","522510",
"00","총계","A001","계","D_1","입학자수","2018 년","457866",
"00","총계","A001","계","D_1","입학자수","2019 년","464265",
"00","총계","A001","계","D_1","입학자수","2020 년","446801",
"00","총계","A001","계","D_1","입학자수","2021 년","414122",
"00","총계","A001","계","D_1","입학자수","2022 년","427758",
"00","총계","A001","계","D_2","여자","2013 년","304146",
"00","총계","A001","계","D_2","여자","2014 년","288404",
"00","총계","A001","계","D_2","여자","2015 년","280162",
"00","총계","A001","계","D_2","여자","2016 년","282058",
"00","총계","A001","계","D_2","여자","2017 년","250101",
"00","총계","A001","계","D_2","여자","2018 년","218115",
"00","총계","A001","계","D_2","여자","2019 년","222580",
"00","총계","A001","계","D_2","여자","2020 년","214882",
"00","총계","A001","계","D_2","여자","2021 년","199644",
"00","총계","A001","계","D_2","여자","2022 년","206726",
"00","총계","A001","계","E_1","졸업자수","2013 년","631197",
"00","총계","A001","계","E_1","졸업자수","2014 년","632983",
"00","총계","A001","계","E_1","졸업자수","2015 년","615462",
"00","총계","A001","계","E_1","졸업자수","2016 년","607598",
"00","총계","A001","계","E_1","졸업자수","2017 년","583608",
"00","총계","A001","계","E_1","졸업자수","2018 년","566545",
"00","총계","A001","계","E_1","졸업자수","2019 년","568736",
"00","총계","A001","계","E_1","졸업자수","2020 년","500373",
"00","총계","A001","계","E_1","졸업자수","2021 년","437515",
"00","총계","A001","계","E_1","졸업자수","2022 년","445815",
"00","총계","A001","계","E_2","여자","2013 년","295217",
"00","총계","A001","계","E_2","여자","2014 년","299089",
"00","총계","A001","계","E_2","여자","2015 년","292933",
"00","총계","A001","계","E_2","여자","2016 년","292772",
"00","총계","A001","계","E_2","여자","2017 년","278824",
"00","총계","A001","계","E_2","여자","2018 년","271222",
"00","총계","A001","계","E_2","여자","2019 년","271065",
"00","총계","A001","계","E_2","여자","2020 년","239399",
"00","총계","A001","계","E_2","여자","2021 년","207749",
"00","총계","A001","계","E_2","여자","2022 년","213353",
"00","총계","A001","계","F_3","교실수","2015 년","97500",
"00","총계","A001","계","F_3","교실수","2016 년","97632",
"00","총계","A001","계","F_3","교실수","2017 년","97571",
"00","총계","A001","계","F_3","교실수","2018 년","97093",
"00","총계","A001","계","F_3","교실수","2019 년","97042",
"00","총계","A001","계","F_3","교실수","2020 년","97309",
"00","총계","A001","계","F_3","교실수","2021 년","97192",
"00","총계","A001","계","F_3","교실수","2022 년","97216",
"00","총계","A001","계","F_1","정규교실","2013 년","62344",
"00","총계","A001","계","F_1","정규교실","2014 년","62677",
"00","총계","A001","계","F_1","정규교실","2018 년","0",
"00","총계","A001","계","F_2","가·대용교실","2013 년","378",
"00","총계","A001","계","F_2","가·대용교실","2014 년","458",
"00","총계","A001","계","F_2","가·대용교실","2018 년","0",
"00","총계","A001","계","F_4","일반교실","2015 년","58153",
"00","총계","A001","계","F_4","일반교실","2016 년","58430",
"00","총계","A001","계","F_4","일반교실","2017 년","58419",
"00","총계","A001","계","F_4","일반교실","2018 년","58047",
"00","총계","A001","계","F_4","일반교실","2019 년","57532",
"00","총계","A001","계","F_4","일반교실","2020 년","56958",
"00","총계","A001","계","F_4","일반교실","2021 년","56885",
"00","총계","A001","계","F_4","일반교실","2022 년","56683",
"00","총계","A001","계","F_5","교과교실","2015 년","10993",
"00","총계","A001","계","F_5","교과교실","2016 년","11008",
"00","총계","A001","계","F_5","교과교실","2017 년","10870",
"00","총계","A001","계","F_5","교과교실","2018 년","10951",
"00","총계","A001","계","F_5","교과교실","2019 년","11135",
"00","총계","A001","계","F_5","교과교실","2020 년","11584",
"00","총계","A001","계","F_5","교과교실","2021 년","11486",
"00","총계","A001","계","F_5","교과교실","2022 년","11480",
"00","총계","A001","계","F_6","특별교실","2015 년","26135",
"00","총계","A001","계","F_6","특별교실","2016 년","26048",
"00","총계","A001","계","F_6","특별교실","2017 년","26165",
"00","총계","A001","계","F_6","특별교실","2018 년","26054",
"00","총계","A001","계","F_6","특별교실","2019 년","26378",
"00","총계","A001","계","F_6","특별교실","2020 년","26851",
"00","총계","A001","계","F_6","특별교실","2021 년","27038",
"00","총계","A001","계","F_6","특별교실","2022 년","27333",
"00","총계","A001","계","F_7","수준별교실","2015 년","2219",
"00","총계","A001","계","F_7","수준별교실","2016 년","2146",
"00","총계","A001","계","F_7","수준별교실","2017 년","2117",
"00","총계","A001","계","F_7","수준별교실","2018 년","2041",
"00","총계","A001","계","F_7","수준별교실","2019 년","1997",
"00","총계","A001","계","F_7","수준별교실","2020 년","1916",
"00","총계","A001","계","F_7","수준별교실","2021 년","1783",
"00","총계","A001","계","F_7","수준별교실","2022 년","1720",
"00","총계","A001","계","G_1","학급수","2013 년","59405",
"00","총계","A001","계","G_1","학급수","2014 년","59596",
"00","총계","A001","계","G_1","학급수","2015 년","59668",
"00","총계","A001","계","G_1","학급수","2016 년","59781",
"00","총계","A001","계","G_1","학급수","2017 년","59283",
"00","총계","A001","계","G_1","학급수","2018 년","58627",
"00","총계","A001","계","G_1","학급수","2019 년","57654",
"00","총계","A001","계","G_1","학급수","2020 년","57153",
"00","총계","A001","계","G_1","학급수","2021 년","56245",
"00","총계","A001","계","G_1","학급수","2022 년","55797",
"00","총계","A001","계","G_111","1학년","2013 년","19306",
"00","총계","A001","계","G_111","1학년","2014 년","19317",
"00","총계","A001","계","G_111","1학년","2015 년","19278",
"00","총계","A001","계","G_111","1학년","2016 년","19306",
"00","총계","A001","계","G_111","1학년","2017 년","18813",
"00","총계","A001","계","G_111","1학년","2018 년","18477",
"00","총계","A001","계","G_111","1학년","2019 년","18455",
"00","총계","A001","계","G_111","1학년","2020 년","18304",
"00","총계","A001","계","G_111","1학년","2021 년","17785",
"00","총계","A001","계","G_111","1학년","2022 년","17887",
"00","총계","A001","계","G_112","2학년","2013 년","19181",
"00","총계","A001","계","G_112","2학년","2014 년","19328",
"00","총계","A001","계","G_112","2학년","2015 년","19326",
"00","총계","A001","계","G_112","2학년","2016 년","19275",
"00","총계","A001","계","G_112","2학년","2017 년","19311",
"00","총계","A001","계","G_112","2학년","2018 년","18835",
"00","총계","A001","계","G_112","2학년","2019 년","18448",
"00","총계","A001","계","G_112","2학년","2020 년","18460",
"00","총계","A001","계","G_112","2학년","2021 년","18190",
"00","총계","A001","계","G_112","2학년","2022 년","17800",
"00","총계","A001","계","G_113","3학년","2013 년","19295",
"00","총계","A001","계","G_113","3학년","2014 년","19208",
"00","총계","A001","계","G_113","3학년","2015 년","19294",
"00","총계","A001","계","G_113","3학년","2016 년","19312",
"00","총계","A001","계","G_113","3학년","2017 년","19257",
"00","총계","A001","계","G_113","3학년","2018 년","19321",
"00","총계","A001","계","G_113","3학년","2019 년","18823",
"00","총계","A001","계","G_113","3학년","2020 년","18451",
"00","총계","A001","계","G_113","3학년","2021 년","18333",
"00","총계","A001","계","G_113","3학년","2022 년","18186",
"00","총계","A001","계","G_2","특수학급","2013 년","1623",
"00","총계","A001","계","G_2","특수학급","2014 년","1743",
"00","총계","A001","계","G_2","특수학급","2015 년","1770",
"00","총계","A001","계","G_2","특수학급","2016 년","1888",
"00","총계","A001","계","G_2","특수학급","2017 년","1902",
"00","총계","A001","계","G_2","특수학급","2018 년","1994",
"00","총계","A001","계","G_2","특수학급","2019 년","1928",
"00","총계","A001","계","G_2","특수학급","2020 년","1938",
"00","총계","A001","계","G_2","특수학급","2021 년","1937",
"00","총계","A001","계","G_2","특수학급","2022 년","1924",
"00","총계","A001","계","G_12","주간","2013 년","59345",
"00","총계","A001","계","G_12","주간","2014 년","59545",
"00","총계","A001","계","G_12","주간","2015 년","59632",
"00","총계","A001","계","G_12","주간","2016 년","59755",
"00","총계","A001","계","G_12","주간","2017 년","59265",
"00","총계","A001","계","G_12","주간","2018 년","58617",
"00","총계","A001","계","G_12","주간","2019 년","57650",
"00","총계","A001","계","G_12","주간","2020 년","57152",
"00","총계","A001","계","G_12","주간","2021 년","56245",
"00","총계","A001","계","G_12","주간","2022 년","55797",
"00","총계","A001","계","G_121","1학년","2013 년","19288",
"00","총계","A001","계","G_121","1학년","2014 년","19305",
"00","총계","A001","계","G_121","1학년","2015 년","19269",
"00","총계","A001","계","G_121","1학년","2016 년","19300",
"00","총계","A001","계","G_121","1학년","2017 년","18810",
"00","총계","A001","계","G_121","1학년","2018 년","18476",
"00","총계","A001","계","G_121","1학년","2019 년","18455",
"00","총계","A001","계","G_121","1학년","2020 년","18304",
"00","총계","A001","계","G_121","1학년","2021 년","17785",
"00","총계","A001","계","G_121","1학년","2022 년","17887",
"00","총계","A001","계","G_122","2학년","2013 년","19161",
"00","총계","A001","계","G_122","2학년","2014 년","19310",
"00","총계","A001","계","G_122","2학년","2015 년","19315",
"00","총계","A001","계","G_122","2학년","2016 년","19266",
"00","총계","A001","계","G_122","2학년","2017 년","19305",
"00","총계","A001","계","G_122","2학년","2018 년","18832",
"00","총계","A001","계","G_122","2학년","2019 년","18447",
"00","총계","A001","계","G_122","2학년","2020 년","18460",
"00","총계","A001","계","G_122","2학년","2021 년","18190",
"00","총계","A001","계","G_122","2학년","2022 년","17800",
"00","총계","A001","계","G_123","3학년","2013 년","19273",
"00","총계","A001","계","G_123","3학년","2014 년","19187",
"00","총계","A001","계","G_123","3학년","2015 년","19278",
"00","총계","A001","계","G_123","3학년","2016 년","19301",
"00","총계","A001","계","G_123","3학년","2017 년","19248",
"00","총계","A001","계","G_123","3학년","2018 년","19315",
"00","총계","A001","계","G_123","3학년","2019 년","18820",
"00","총계","A001","계","G_123","3학년","2020 년","18450",
"00","총계","A001","계","G_123","3학년","2021 년","18333",
"00","총계","A001","계","G_123","3학년","2022 년","18186",
"00","총계","A001","계","G_124","특수학급","2013 년","1623",
"00","총계","A001","계","G_124","특수학급","2014 년","1743",
"00","총계","A001","계","G_124","특수학급","2015 년","1770",
"00","총계","A001","계","G_124","특수학급","2016 년","1888",
"00","총계","A001","계","G_124","특수학급","2017 년","1902",
"00","총계","A001","계","G_124","특수학급","2018 년","1994",
"00","총계","A001","계","G_124","특수학급","2019 년","1928",
"00","총계","A001","계","G_124","특수학급","2020 년","1938",
"00","총계","A001","계","G_124","특수학급","2021 년","1937",
"00","총계","A001","계","G_124","특수학급","2022 년","1924",
"00","총계","A001","계","G_13","야간","2013 년","60",
"00","총계","A001","계","G_13","야간","2014 년","51",
"00","총계","A001","계","G_13","야간","2015 년","36",
"00","총계","A001","계","G_13","야간","2016 년","26",
"00","총계","A001","계","G_13","야간","2017 년","18",
"00","총계","A001","계","G_13","야간","2018 년","10",
"00","총계","A001","계","G_13","야간","2019 년","4",
"00","총계","A001","계","G_13","야간","2020 년","1",
"00","총계","A001","계","G_13","야간","2021 년","-",
"00","총계","A001","계","G_13","야간","2022 년","-",
"00","총계","A001","계","G_131","1학년","2013 년","18",
"00","총계","A001","계","G_131","1학년","2014 년","12",
"00","총계","A001","계","G_131","1학년","2015 년","9",
"00","총계","A001","계","G_131","1학년","2016 년","6",
"00","총계","A001","계","G_131","1학년","2017 년","3",
"00","총계","A001","계","G_131","1학년","2018 년","1",
"00","총계","A001","계","G_131","1학년","2019 년","0",
"00","총계","A001","계","G_131","1학년","2020 년","-",
"00","총계","A001","계","G_131","1학년","2021 년","-",
"00","총계","A001","계","G_131","1학년","2022 년","-",
"00","총계","A001","계","G_132","2학년","2013 년","20",
"00","총계","A001","계","G_132","2학년","2014 년","18",
"00","총계","A001","계","G_132","2학년","2015 년","11",
"00","총계","A001","계","G_132","2학년","2016 년","9",
"00","총계","A001","계","G_132","2학년","2017 년","6",
"00","총계","A001","계","G_132","2학년","2018 년","3",
"00","총계","A001","계","G_132","2학년","2019 년","1",
"00","총계","A001","계","G_132","2학년","2020 년","-",
"00","총계","A001","계","G_132","2학년","2021 년","-",
"00","총계","A001","계","G_132","2학년","2022 년","-",
"00","총계","A001","계","G_133","3학년","2013 년","22",
"00","총계","A001","계","G_133","3학년","2014 년","21",
"00","총계","A001","계","G_133","3학년","2015 년","16",
"00","총계","A001","계","G_133","3학년","2016 년","11",
"00","총계","A001","계","G_133","3학년","2017 년","9",
"00","총계","A001","계","G_133","3학년","2018 년","6",
"00","총계","A001","계","G_133","3학년","2019 년","3",
"00","총계","A001","계","G_133","3학년","2020 년","1",
"00","총계","A001","계","G_133","3학년","2021 년","-",
"00","총계","A001","계","G_133","3학년","2022 년","-",
"00","총계","A001","계","G_134","특수학급","2013 년","-",
"00","총계","A001","계","G_134","특수학급","2014 년","-",
"00","총계","A001","계","G_134","특수학급","2015 년","-",
"00","총계","A001","계","G_134","특수학급","2016 년","-",
"00","총계","A001","계","G_134","특수학급","2017 년","-",
"00","총계","A001","계","G_134","특수학급","2018 년","0",
"00","총계","A001","계","G_134","특수학급","2019 년","0",
"00","총계","A001","계","G_134","특수학급","2020 년","-",
"00","총계","A001","계","G_134","특수학급","2021 년","-",
"00","총계","A001","계","G_134","특수학급","2022 년","-",
"00","총계","A001","계","H_1","학생수","2013 년","1893303",
"00","총계","A001","계","H_1","학생수","2014 년","1839372",
"00","총계","A001","계","H_1","학생수","2015 년","1788266",
"00","총계","A001","계","H_1","학생수","2016 년","1752457",
"00","총계","A001","계","H_1","학생수","2017 년","1669699",
"00","총계","A001","계","H_1","학생수","2018 년","1538576",
"00","총계","A001","계","H_1","학생수","2019 년","1411027",
"00","총계","A001","계","H_1","학생수","2020 년","1337312",
"00","총계","A001","계","H_1","학생수","2021 년","1299965",
"00","총계","A001","계","H_1","학생수","2022 년","1262348",
"00","총계","A001","계","H_2","여자","2013 년","900713",
"00","총계","A001","계","H_2","여자","2014 년","878843",
"00","총계","A001","계","H_2","여자","2015 년","856046",
"00","총계","A001","계","H_2","여자","2016 년","836508",
"00","총계","A001","계","H_2","여자","2017 년","797705",
"00","총계","A001","계","H_2","여자","2018 년","733769",
"00","총계","A001","계","H_2","여자","2019 년","673802",
"00","총계","A001","계","H_2","여자","2020 년","639232",
"00","총계","A001","계","H_2","여자","2021 년","624355",
"00","총계","A001","계","H_2","여자","2022 년","607733",
"00","총계","A001","계","H_112","주간","2013 년","1891663",
"00","총계","A001","계","H_112","주간","2014 년","1838072",
"00","총계","A001","계","H_112","주간","2015 년","1787362",
"00","총계","A001","계","H_112","주간","2016 년","1751835",
"00","총계","A001","계","H_112","주간","2017 년","1669291",
"00","총계","A001","계","H_112","주간","2018 년","1538333",
"00","총계","A001","계","H_112","주간","2019 년","1410931",
"00","총계","A001","계","H_112","주간","2020 년","1337293",
"00","총계","A001","계","H_112","주간","2021 년","1299965",
"00","총계","A001","계","H_112","주간","2022 년","1262348",
"00","총계","A001","계","H_1121","여자","2013 년","899755",
"00","총계","A001","계","H_1121","여자","2014 년","878072",
"00","총계","A001","계","H_1121","여자","2015 년","855550",
"00","총계","A001","계","H_1121","여자","2016 년","836216",
"00","총계","A001","계","H_1121","여자","2017 년","797563",
"00","총계","A001","계","H_1121","여자","2018 년","733698",
"00","총계","A001","계","H_1121","여자","2019 년","673773",
"00","총계","A001","계","H_1121","여자","2020 년","639226",
"00","총계","A001","계","H_1121","여자","2021 년","624355",
"00","총계","A001","계","H_1121","여자","2022 년","607733",
"00","총계","A001","계","H_113","야간","2013 년","1640",
"00","총계","A001","계","H_113","야간","2014 년","1300",
"00","총계","A001","계","H_113","야간","2015 년","904",
"00","총계","A001","계","H_113","야간","2016 년","622",
"00","총계","A001","계","H_113","야간","2017 년","408",
"00","총계","A001","계","H_113","야간","2018 년","243",
"00","총계","A001","계","H_113","야간","2019 년","96",
"00","총계","A001","계","H_113","야간","2020 년","19",
"00","총계","A001","계","H_113","야간","2021 년","-",
"00","총계","A001","계","H_113","야간","2022 년","-",
"00","총계","A001","계","H_1131","여자","2013 년","958",
"00","총계","A001","계","H_1131","여자","2014 년","771",
"00","총계","A001","계","H_1131","여자","2015 년","496",
"00","총계","A001","계","H_1131","여자","2016 년","292",
"00","총계","A001","계","H_1131","여자","2017 년","142",
"00","총계","A001","계","H_1131","여자","2018 년","71",
"00","총계","A001","계","H_1131","여자","2019 년","29",
"00","총계","A001","계","H_1131","여자","2020 년","6",
"00","총계","A001","계","H_1131","여자","2021 년","-",
"00","총계","A001","계","H_1131","여자","2022 년","-",
"00","총계","A001","계","H_12","1학년","2013 년","633976",
"00","총계","A001","계","H_12","1학년","2014 년","605881",
"00","총계","A001","계","H_12","1학년","2015 년","586947",
"00","총계","A001","계","H_12","1학년","2016 년","591845",
"00","총계","A001","계","H_12","1학년","2017 년","522374",
"00","총계","A001","계","H_12","1학년","2018 년","457674",
"00","총계","A001","계","H_12","1학년","2019 년","463932",
"00","총계","A001","계","H_12","1학년","2020 년","447236",
"00","총계","A001","계","H_12","1학년","2021 년","413882",
"00","총계","A001","계","H_12","1학년","2022 년","427320",
"00","총계","A001","계","H_1211","여자","2013 년","304118",
"00","총계","A001","계","H_1211","여자","2014 년","288411",
"00","총계","A001","계","H_1211","여자","2015 년","280061",
"00","총계","A001","계","H_1211","여자","2016 년","281879",
"00","총계","A001","계","H_1211","여자","2017 년","249983",
"00","총계","A001","계","H_1211","여자","2018 년","217889",
"00","총계","A001","계","H_1211","여자","2019 년","222303",
"00","총계","A001","계","H_1211","여자","2020 년","215060",
"00","총계","A001","계","H_1211","여자","2021 년","199461",
"00","총계","A001","계","H_1211","여자","2022 년","206414",
"00","총계","A001","계","H_122","주간","2013 년","633485",
"00","총계","A001","계","H_122","주간","2014 년","605573",
"00","총계","A001","계","H_122","주간","2015 년","586754",
"00","총계","A001","계","H_122","주간","2016 년","591688",
"00","총계","A001","계","H_122","주간","2017 년","522294",
"00","총계","A001","계","H_122","주간","2018 년","457657",
"00","총계","A001","계","H_122","주간","2019 년","463932",
"00","총계","A001","계","H_122","주간","2020 년","447236",
"00","총계","A001","계","H_122","주간","2021 년","413882",
"00","총계","A001","계","H_122","주간","2022 년","427320",
"00","총계","A001","계","H_1221","여자","2013 년","303824",
"00","총계","A001","계","H_1221","여자","2014 년","288224",
"00","총계","A001","계","H_1221","여자","2015 년","279973",
"00","총계","A001","계","H_1221","여자","2016 년","281829",
"00","총계","A001","계","H_1221","여자","2017 년","249961",
"00","총계","A001","계","H_1221","여자","2018 년","217884",
"00","총계","A001","계","H_1221","여자","2019 년","222303",
"00","총계","A001","계","H_1221","여자","2020 년","215060",
"00","총계","A001","계","H_1221","여자","2021 년","199461",
"00","총계","A001","계","H_1221","여자","2022 년","206414",
"00","총계","A001","계","H_123","야간","2013 년","491",
"00","총계","A001","계","H_123","야간","2014 년","308",
"00","총계","A001","계","H_123","야간","2015 년","193",
"00","총계","A001","계","H_123","야간","2016 년","157",
"00","총계","A001","계","H_123","야간","2017 년","80",
"00","총계","A001","계","H_123","야간","2018 년","17",
"00","총계","A001","계","H_123","야간","2019 년","0",
"00","총계","A001","계","H_123","야간","2020 년","-",
"00","총계","A001","계","H_123","야간","2021 년","-",
"00","총계","A001","계","H_123","야간","2022 년","-",
"00","총계","A001","계","H_1231","여자","2013 년","294",
"00","총계","A001","계","H_1231","여자","2014 년","187",
"00","총계","A001","계","H_1231","여자","2015 년","88",
"00","총계","A001","계","H_1231","여자","2016 년","50",
"00","총계","A001","계","H_1231","여자","2017 년","22",
"00","총계","A001","계","H_1231","여자","2018 년","5",
"00","총계","A001","계","H_1231","여자","2019 년","0",
"00","총계","A001","계","H_1231","여자","2020 년","-",
"00","총계","A001","계","H_1231","여자","2021 년","-",
"00","총계","A001","계","H_1231","여자","2022 년","-",
"00","총계","A001","계","H_13","2학년","2013 년","625651",
"00","총계","A001","계","H_13","2학년","2014 년","617776",
"00","총계","A001","계","H_13","2학년","2015 년","592175",
"00","총계","A001","계","H_13","2학년","2016 년","575529",
"00","총계","A001","계","H_13","2학년","2017 년","579250",
"00","총계","A001","계","H_13","2학년","2018 년","510241",
"00","총계","A001","계","H_13","2학년","2019 년","445479",
"00","총계","A001","계","H_13","2학년","2020 년","452126",
"00","총계","A001","계","H_13","2학년","2021 년","439510",
"00","총계","A001","계","H_13","2학년","2022 년","403910",
"00","총계","A001","계","H_1311","여자","2013 년","297023",
"00","총계","A001","계","H_1311","여자","2014 년","297218",
"00","총계","A001","계","H_1311","여자","2015 년","282551",
"00","총계","A001","계","H_1311","여자","2016 년","275085",
"00","총계","A001","계","H_1311","여자","2017 년","275854",
"00","총계","A001","계","H_1311","여자","2018 년","243986",
"00","총계","A001","계","H_1311","여자","2019 년","211581",
"00","총계","A001","계","H_1311","여자","2020 년","216212",
"00","총계","A001","계","H_1311","여자","2021 년","211153",
"00","총계","A001","계","H_1311","여자","2022 년","194070",
"00","총계","A001","계","H_132","주간","2013 년","625114",
"00","총계","A001","계","H_132","주간","2014 년","617318",
"00","총계","A001","계","H_132","주간","2015 년","591882",
"00","총계","A001","계","H_132","주간","2016 년","575347",
"00","총계","A001","계","H_132","주간","2017 년","579100",
"00","총계","A001","계","H_132","주간","2018 년","510163",
"00","총계","A001","계","H_132","주간","2019 년","445460",
"00","총계","A001","계","H_132","주간","2020 년","452126",
"00","총계","A001","계","H_132","주간","2021 년","439510",
