"인천광역시","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"인천광역시","공립",152,373,8118,3918,454,454,194,177,6375,3092,1785,860,6601,3173,73,73,-,154,399,8375,4047,477,476,31,21,5333,2571,3020,1472,8031,3890,74,74,-,156,428,8879,4298,512,511,42,29,5401,2601,3354,1635,7503,3639,108,92,-,16,-,161,454,9637,4618,548,546,40,26,5669,2676,4017,1996,5277,2526,109,92,-,17,-,165,491,10078,4795,591,587,52,36,5953,2868,4280,2030,5288,2550,145,118,-,27,-,167,512,9980,4831,631,627,52,35,5701,2811,4281,2030,5516,2631,145,118,0,27,0,169,537,10068,4881,646,642,46,30,5945,2914,4037,1935,5366,2603,147,120,0,27,0,180,577,9531,4541,713,705,46,32,5279,2514,5205,2565,147,121,-,26,-,186,625,9308,4586,769,762,52,37,5584,2773,4527,2143,178,152,-,26,-,191,685,8589,4197,846,838,60,45,4736,2384,4721,2268,226,197,-,29,-
"인천광역시","사립",259,1457,33476,16385,2190,2159,499,280,14996,7358,18462,8984,26221,12834,1610,1566,44,258,1596,31994,15751,2208,2178,358,222,13658,6750,18209,8986,29499,14565,1634,1609,25,262,1670,33510,16515,2389,2360,401,241,15284,7517,18158,8965,15590,7680,1746,1662,12,62,10,266,1769,34988,17336,2441,2412,404,235,15000,7445,19976,9891,12217,5992,1858,1759,21,67,11,265,1626,33931,17014,2451,2412,453,308,13838,7023,20369,10266,12255,5990,1851,1761,14,66,10,256,1764,32344,16236,2464,2430,262,153,13494,6783,18545,9259,11814,5868,1844,1752,12,70,10,234,1635,29305,14620,2207,2177,210,110,11960,5889,17176,8627,11261,5645,1729,1638,15,66,10,224,1542,28788,14372,2207,2177,224,123,11824,5944,9647,4771,1655,1573,8,65,9,213,1311,26862,13398,2122,2087,231,125,9992,4971,9021,4511,1581,1503,6,63,9,205,1266,26838,13373,2063,2025,233,132,10659,5216,9886,4824,1527,1453,5,60,9
"광주광역시","계",295,1091,22676,11066,1732,1704,212,137,10793,5255,11953,5829,19659,9549,1073,1044,29,308,1261,22288,10997,1789,1761,231,133,10207,5007,12069,5955,18301,8969,1190,1150,40,315,1232,23741,11544,1909,1881,306,226,11319,5436,12324,6010,16540,8133,1366,1123,101,133,9,321,1302,24790,11964,1924,1890,289,204,11362,5455,13343,6462,10053,4900,1454,1206,104,135,9,318,1279,24654,12046,1976,1947,261,190,10965,5335,13587,6572,9893,4769,1442,1253,48,132,9,314,1356,24609,12057,1969,1938,140,79,11296,5511,13454,6565,9685,4688,1392,1213,49,121,9,312,1279,23252,11459,1884,1860,140,77,10550,5248,12782,6265,9676,4692,1356,1183,45,120,8,298,1264,23220,11485,1963,1941,144,81,10519,5200,8837,4300,1276,1119,37,113,7,294,1178,22198,10957,1925,1899,148,81,9518,4643,8673,4262,1202,1056,34,106,6,288,1163,20998,10417,1826,1806,147,79,8844,4376,8791,4249,1178,1040,29,103,6
"광주광역시","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"광주광역시","공립",120,200,3964,1937,318,318,33,27,2458,1153,1546,797,6464,3204,80,80,-,123,215,3980,1951,319,318,12,5,2378,1158,1597,790,4015,1942,112,111,1,126,235,4484,2168,374,373,15,6,2814,1339,1643,819,3687,1805,105,100,-,5,-,127,251,4575,2188,333,332,27,16,2628,1244,1952,941,2553,1249,132,121,3,8,-,127,239,4379,2107,373,372,26,18,2556,1236,1852,884,2592,1204,103,98,-,5,-,129,251,4495,2178,395,394,24,14,2709,1292,1822,891,2448,1167,83,82,0,1,0,130,263,4640,2266,437,436,25,18,2888,1443,1808,862,2505,1231,80,80,0,0,0,133,293,4695,2290,541,540,30,21,2773,1333,2509,1193,89,89,-,-,-,136,304,4410,2177,542,539,30,22,2690,1323,2447,1193,89,89,-,-,-,136,305,3827,1919,471,470,30,21,2260,1114,2351,1138,89,89,-,-,-
"광주광역시","사립",175,891,18712,9129,1414,1386,179,110,8335,4102,10407,5032,13195,6345,993,964,29,185,1046,18308,9046,1470,1443,219,128,7829,3849,10472,5165,14286,7027,1078,1039,39,189,997,19257,9376,1535,1508,291,220,8505,4097,10681,5191,12853,6328,1261,1023,101,128,9,194,1051,20215,9776,1591,1558,262,188,8734,4211,11391,5521,7500,3651,1322,1085,101,127,9,191,1040,20275,9939,1603,1575,235,172,8409,4099,11735,5688,7301,3565,1339,1155,48,127,9,185,1105,20114,9879,1574,1544,116,65,8587,4219,11632,5674,7237,3521,1309,1131,49,120,9,182,1016,18612,9193,1447,1424,115,59,7662,3805,10974,5403,7171,3461,1276,1103,45,120,8,165,971,18525,9195,1422,1401,114,60,7746,3867,6328,3107,1187,1030,37,113,7,158,874,17788,8780,1383,1360,118,59,6828,3320,6226,3069,1113,967,34,106,6,152,858,17171,8498,1355,1336,117,58,6584,3262,6440,3111,1089,951,29,103,6
"대전광역시","계",260,1201,25263,12410,1797,1753,230,178,13096,6207,12529,6211,23306,11398,1111,1085,26,265,1313,25024,12235,1879,1832,96,56,12100,5923,12759,6245,19592,9591,1126,1100,26,268,1284,25660,12507,1904,1857,187,132,12444,5871,13478,6549,20320,9970,1193,1070,62,59,2,269,1299,25921,12573,1953,1897,222,134,12006,5638,14091,6884,12213,6021,1200,1080,66,52,2,269,1275,25067,12337,1976,1921,572,436,10961,5385,14318,6978,10293,4963,1216,1107,52,55,2,269,1295,24012,11837,2004,1948,249,138,10565,5157,13561,6705,9792,4773,1216,1143,10,61,2,260,1339,22898,11328,1921,1870,231,134,10220,5046,12688,6264,9396,4520,1155,1084,10,61,0,256,1323,22132,10808,1933,1883,182,98,9451,4673,8533,4241,1119,1065,6,48,-,253,1219,21276,10406,1915,1870,139,72,8679,4149,8199,3977,1098,1044,10,44,-,255,1215,20405,9976,1947,1900,132,71,8628,4198,8470,4177,1118,1052,13,53,-
"대전광역시","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"대전광역시","공립",90,207,3913,1868,257,254,100,99,2824,1342,1157,556,4731,2219,48,48,-,93,235,4413,2142,282,279,15,13,2757,1357,1677,820,3946,1882,38,38,-,95,242,4829,2333,289,285,20,17,2822,1367,2048,980,4120,1979,52,49,-,3,-,96,247,4788,2299,295,291,17,14,2520,1217,2213,1055,2664,1315,53,51,-,2,-,97,256,4766,2308,327,324,18,14,2725,1298,2164,1050,2420,1180,78,74,-,4,-,98,272,4519,2163,354,351,19,16,2503,1193,2140,1025,2376,1142,62,58,0,4,0,99,291,4409,2124,379,376,20,17,2458,1204,2009,951,2333,1101,70,65,0,5,0,102,303,4306,2040,420,413,19,13,2296,1111,2145,1047,65,60,-,5,-,103,311,4068,1976,443,436,23,15,2332,1088,2066,948,73,69,-,4,-,105,331,3805,1782,454,446,25,17,2124,987,1982,993,88,81,-,7,-
"대전광역시","사립",170,994,21350,10542,1540,1499,130,79,10272,4865,11372,5655,18575,9179,1063,1037,26,172,1078,20611,10093,1597,1553,81,43,9343,4566,11082,5425,15646,7709,1088,1062,26,173,1042,20831,10174,1615,1572,167,115,9622,4504,11430,5569,16200,7991,1141,1021,62,56,2,173,1052,21133,10274,1658,1606,205,120,9486,4421,11878,5829,9549,4706,1147,1029,66,50,2,172,1019,20301,10029,1649,1597,554,422,8236,4087,12154,5928,7873,3783,1138,1033,52,51,2,171,1023,19493,9674,1650,1597,230,122,8062,3964,11421,5680,7416,3631,1154,1085,10,57,2,161,1048,18489,9204,1542,1494,211,117,7762,3842,10679,5313,7063,3419,1085,1019,10,56,0,154,1020,17826,8768,1513,1470,163,85,7155,3562,6388,3194,1054,1005,6,43,-,150,908,17208,8430,1472,1434,116,57,6347,3061,6133,3029,1025,975,10,40,-,150,884,16600,8194,1493,1454,107,54,6504,3211,6488,3184,1030,971,13,46,-
"울산광역시","계",193,809,19032,9211,1172,1146,228,149,9402,4538,9622,4611,11411,5483,757,749,8,196,816,18336,8815,1224,1193,49,28,8674,4162,9706,4704,13665,6602,770,770,-,194,879,19177,9180,1225,1202,60,30,9223,4408,9938,4814,12665,6039,819,748,7,54,10,196,877,19604,9520,1284,1259,59,30,8883,4353,10802,5193,8012,3845,846,783,5,56,2,199,879,19571,9517,1301,1277,86,47,8680,4210,10846,5330,8024,3871,850,807,-,43,-,197,925,18545,9256,1270,1241,100,57,8144,4019,10351,5148,7679,3654,836,796,0,40,0,200,940,17266,8628,1186,1161,97,58,8053,3955,9088,4585,7609,3776,792,756,0,36,0,198,936,16882,8331,1208,1180,94,55,7542,3733,6570,3268,776,738,-,38,-,196,820,15871,7883,1187,1165,99,54,6830,3408,6435,3160,768,720,3,44,1,191,796,14779,7310,1167,1144,98,57,6389,3129,6396,3105,742,695,3,43,1
"울산광역시","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"울산광역시","공립",77,150,2994,1452,179,178,57,52,2036,1003,976,473,2780,1341,34,34,-,78,155,3252,1523,184,183,9,6,1952,918,1314,637,2940,1446,34,34,-,78,167,3420,1580,201,200,12,7,1946,896,1452,687,2880,1352,38,34,-,4,-,77,185,3727,1817,224,221,11,7,2146,1057,1633,787,1902,888,45,41,-,4,-,79,196,3897,1876,229,226,17,11,2129,1024,1799,905,1851,899,45,41,-,4,-,80,211,3886,1914,270,265,23,16,2062,987,1773,891,1905,897,59,55,0,4,0,89,260,4417,2172,306,302,22,14,2587,1262,1741,871,1831,915,57,53,0,4,0,92,281,4567,2234,355,350,21,14,2452,1201,1964,959,74,70,-,4,-,93,304,4728,2331,379,374,28,20,2490,1247,2095,1038,113,103,3,6,1,93,309,4471,2161,412,408,31,23,2228,1058,2155,1040,113,103,3,6,1
"울산광역시","사립",116,659,16038,7759,993,968,171,97,7366,3535,8646,4138,8631,4142,723,715,8,118,661,15084,7292,1040,1010,40,22,6722,3244,8392,4067,10725,5156,736,736,-,116,712,15757,7600,1024,1002,48,23,7277,3512,8486,4127,9785,4687,781,714,7,50,10,119,692,15877,7703,1060,1038,48,23,6737,3296,9169,4406,6110,2957,801,742,5,52,2,120,683,15674,7641,1072,1051,69,36,6551,3186,9047,4425,6173,2972,805,766,-,39,-,117,714,14659,7342,1000,976,77,41,6082,3032,8578,4257,5774,2757,777,741,0,36,0,111,680,12849,6456,880,859,75,44,5466,2693,7347,3714,5778,2861,735,703,0,32,0,106,655,12315,6097,853,830,73,41,5090,2532,4606,2309,702,668,-,34,-,103,516,11143,5552,808,791,71,34,4340,2161,4340,2122,655,617,-,38,-,98,487,10308,5149,755,736,67,34,4161,2071,4241,2065,629,592,-,37,-
"세종특별자치시","계",25,70,1305,686,94,94,11,6,674,358,622,317,1242,606,44,43,1,30,107,1699,882,155,151,16,13,1083,558,620,315,1312,687,98,93,5,43,226,4108,2019,320,317,57,37,2705,1313,1166,573,1961,995,259,209,8,39,3,45,256,4888,2403,504,501,51,40,3977,2766,2505,1241,2106,1020,284,242,5,34,3,53,334,5370,2637,539,536,81,59,3059,1460,2377,1197,2465,1198,381,331,6,41,3,59,400,6393,3212,728,722,97,75,3645,1827,2771,1377,2512,1218,404,366,4,33,1,60,410,6541,3252,861,852,92,74,3293,1614,3303,1660,2919,1465,412,372,4,35,1,61,423,6763,3350,940,930,91,71,3089,1535,2804,1369,428,385,4,38,1,62,426,6600,3269,964,954,98,76,3033,1509,2702,1333,445,399,4,41,1,64,440,6422,3187,1034,1023,108,88,2903,1461,2811,1401,460,414,4,41,1
"세종특별자치시","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"세종특별자치시","공립",22,57,1019,530,76,76,6,4,562,298,448,222,949,456,31,30,1,27,94,1454,751,137,133,16,13,990,506,468,236,1065,552,84,80,4,40,214,3894,1923,304,301,57,37,2615,1273,1047,518,1755,883,246,196,8,39,3,42,243,4629,2273,487,484,48,39,2257,1101,2371,1180,2036,986,271,229,5,34,3,50,321,5117,2502,521,518,73,56,2973,1415,2205,1105,2395,1169,368,318,6,41,3,56,387,6147,3072,710,704,88,71,3548,1775,2621,1293,2427,1174,391,353,4,33,1,57,397,6353,3151,846,837,88,72,3226,1583,3182,1593,2821,1408,399,359,4,35,1,58,410,6580,3248,925,915,91,71,3029,1498,2751,1338,415,372,4,38,1,60,418,6474,3210,953,943,98,76,2966,1486,2654,1305,435,389,4,41,1,62,433,6311,3133,1020,1009,108,88,2842,1430,2757,1376,450,404,4,41,1
"세종특별자치시","사립",3,13,286,156,18,18,5,2,112,60,174,95,293,150,13,13,-,3,13,245,131,18,18,-,-,93,52,152,79,247,135,14,13,1,3,12,214,96,16,16,-,-,90,40,119,55,206,112,13,13,-,-,-,3,13,259,130,17,17,3,1,1720,1665,134,61,70,34,13,13,-,-,-,3,13,253,135,18,18,8,3,86,45,172,92,70,29,13,13,-,-,-,3,13,246,140,18,18,9,4,97,52,150,84,85,44,13,13,0,0,0,3,13,188,101,15,15,4,2,67,31,121,67,98,57,13,13,0,0,0,3,13,183,102,15,15,-,-,60,37,53,31,13,13,-,-,-,2,8,126,59,11,11,-,-,67,23,48,28,10,10,-,-,-,2,7,111,54,14,14,-,-,61,31,54,25,10,10,-,-,-
"경기도","계",2087,8266,182231,89213,11483,11299,2359,1512,93441,45579,88394,43346,147795,72542,6741,6632,109,2137,9118,181812,88990,12375,12146,1353,872,88752,43625,92429,45128,148304,72493,7403,7275,128,2188,9335,191293,93959,13202,12984,1448,944,96294,45858,97872,48123,137257,67271,8198,7700,87,390,21,2234,10211,196618,96907,13660,13437,2015,1352,90187,44491,105911,52137,80850,39364,9192,8569,121,473,29,2258,10677,194299,95950,13938,13714,3093,2108,85509,42009,108997,54027,78278,38176,9907,9228,131,517,31,2275,11112,189645,93806,14230,13989,2343,1527,84653,42022,105093,51765,76838,37635,9207,8702,84,402,19,2237,10981,176782,87549,13852,13622,1773,1066,80262,39775,96536,47764,74852,36654,9124,8586,100,421,17,2206,10632,169686,83921,13757,13545,1625,962,77802,38301,66352,32520,8865,8365,78,402,20,2209,9605,161980,79953,13839,13610,1498,851,73739,36256,58415,28678,8811,8334,83,375,19,2175,9613,153149,75587,14247,14022,1509,882,67523,33311,65391,32240,8825,8314,92,399,20
"경기도","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경기도","공립",1073,2055,38607,18677,2557,2555,297,235,28963,13998,9627,4644,47550,23237,388,382,6,1089,2242,39393,19071,2818,2776,118,57,26546,12852,12917,6306,38116,18449,527,515,12,1117,2439,42447,20610,2989,2975,160,71,26046,12608,16263,7909,35196,17129,569,527,15,27,-,1137,2615,45200,21827,3132,3118,167,80,25991,12563,19117,9242,24334,11755,1239,1065,42,124,8,1158,2831,46146,22183,3365,3348,218,111,26178,12558,20493,9958,25227,12138,1735,1490,63,171,11,1179,3016,46182,22368,3679,3650,249,140,25565,12529,20830,10013,25446,12260,926,846,17,62,1,1200,3194,47966,23080,3940,3905,254,148,27712,13459,20503,9872,24646,11853,1069,970,19,79,1,1237,3508,49151,23805,4460,4419,311,194,28109,13605,23908,11521,1266,1171,12,81,2,1271,3693,50025,24262,4961,4914,367,232,29895,14472,22940,11024,1592,1473,17,100,2,1282,3830,47216,22871,5413,5359,428,287,25685,12431,25046,12112,1896,1737,24,132,3
"경기도","사립",1014,6211,143624,70536,8926,8744,2062,1277,64478,31581,78767,38702,100245,49305,6353,6250,103,1048,6876,142419,69919,9557,9370,1235,815,62206,30773,79512,38822,110188,54044,6876,6760,116,1071,6896,148846,73349,10213,10009,1288,873,70248,33250,81609,40214,102061,50142,7629,7173,72,363,21,1097,7596,151418,75080,10528,10319,1848,1272,64196,31928,86794,42895,56516,27609,7953,7504,79,349,21,1100,7846,148153,73767,10573,10366,2875,1997,59331,29451,88504,44069,53051,26038,8172,7738,68,346,20,1096,8096,143463,71438,10551,10339,2094,1387,59088,29493,84263,41752,51392,25375,8281,7856,67,340,18,1037,7787,128816,64469,9912,9717,1519,918,52550,26316,76033,37892,50206,24801,8055,7616,81,342,16,969,7124,120535,60116,9297,9126,1314,768,49693,24696,42444,20999,7599,7194,66,321,18,938,5912,111955,55691,8878,8696,1131,619,43844,21784,35475,17654,7219,6861,66,275,17,893,5783,105933,52716,8834,8663,1081,595,41838,20880,40345,20128,6929,6577,68,267,17
"강원특별자치도","계",379,861,16007,7815,1248,1225,429,321,7931,3897,8081,3910,13001,6295,590,568,22,385,897,15947,7744,1320,1292,158,69,7950,3829,7975,3895,13785,6767,641,607,34,386,942,17387,8438,1457,1432,184,87,8861,4282,8571,4200,11698,5639,717,667,14,31,5,379,967,18149,8914,1499,1474,216,109,8825,4304,9302,4586,7874,3792,776,723,14,35,4,375,988,17438,8591,1531,1505,283,128,7763,3831,9686,4796,7497,3621,796,742,14,36,4,373,985,16561,8174,1505,1478,312,153,7236,3558,9226,4603,7503,3647,778,726,7,41,4,368,967,15388,7654,1474,1452,177,75,7009,3568,8427,4143,7135,3527,735,690,5,36,4,366,969,14679,7323,1468,1449,190,83,6798,3312,6335,3085,707,666,4,34,3,363,920,13684,6721,1424,1403,182,79,6142,3018,5970,2950,681,642,3,33,3,359,913,13168,6463,1384,1363,182,80,6092,2987,6001,2969,677,636,4,34,3
"강원특별자치도","국립",1,4,65,36,5,5,1,1,33,14,32,22,53,31,-,-,-,1,4,66,34,5,5,-,-,30,14,36,20,60,30,4,4,-,1,4,65,30,5,5,-,-,29,11,36,19,25,13,4,4,-,-,-,1,4,60,31,5,5,-,-,27,14,39,17,21,10,6,5,-,1,-,1,4,59,28,5,5,-,-,25,14,31,14,19,11,6,5,-,1,-,1,4,59,33,5,5,2,1,30,14,29,18,19,8,5,5,0,0,0,1,4,57,34,5,5,0,0,26,18,31,16,17,10,5,5,0,0,0,1,4,55,31,5,5,-,-,22,8,28,19,5,5,-,-,-,1,4,58,29,6,6,-,-,25,11,17,9,5,5,-,-,-,1,4,55,29,6,5,3,2,24,15,21,15,5,5,-,-,-
"강원특별자치도","공립",276,414,6175,2976,565,563,307,263,3644,1754,2519,1216,5298,2578,98,96,2,276,423,6053,2908,592,588,66,21,3495,1682,2528,1220,5607,2678,98,94,4,274,426,6533,3135,619,617,71,26,3903,1873,2660,1277,4659,2231,124,110,3,8,3,264,432,6609,3158,634,631,91,33,3948,1879,2618,1247,3736,1772,143,133,1,6,3,261,444,6575,3179,674,669,106,33,3739,1828,2817,1353,3341,1599,159,147,1,8,3,262,452,6223,3030,685,678,100,32,3285,1587,2943,1466,3403,1585,143,132,0,8,3,266,464,6197,3055,733,726,109,36,3504,1749,2843,1376,3310,1590,146,132,2,9,3,271,489,6113,2997,769,761,107,38,3356,1617,3054,1494,145,131,2,9,3,273,505,5962,2880,781,770,105,40,3409,1653,2949,1438,161,147,2,9,3,276,514,5839,2768,768,757,101,38,3320,1597,3049,1498,175,159,2,11,3
"강원특별자치도","사립",102,443,9767,4803,678,657,121,57,4254,2129,5530,2672,7650,3686,492,472,20,108,470,9828,4802,723,699,92,48,4425,2133,5411,2655,8118,4059,539,509,30,111,512,10789,5273,833,810,113,61,4929,2398,5875,2904,7014,3395,589,553,11,23,2,114,531,11480,5725,860,838,125,76,4850,2411,6645,3322,4117,2010,627,585,13,28,1,113,540,10804,5384,852,831,177,95,3999,1989,6838,3429,4137,2011,631,590,13,27,1,110,529,10279,5111,815,795,210,120,3921,1957,6254,3119,4081,2054,630,589,7,33,1,101,499,9134,4565,736,721,68,39,3479,1801,5553,2751,3808,1927,584,553,3,27,1,94,476,8511,4295,694,683,83,45,3420,1687,3253,1572,557,530,2,25,-,89,411,7664,3812,637,627,77,39,2708,1354,3004,1503,515,490,1,24,-,82,395,7274,3666,610,601,78,40,2748,1375,2931,1456,497,472,2,23,-
"충청북도","계",341,943,17446,8351,1297,1272,330,238,8330,4002,9213,4479,14325,6863,732,725,7,344,978,17489,8504,1439,1405,48,17,8734,4364,9060,4365,13758,6571,791,783,8,343,1022,18305,8849,1454,1423,103,55,8818,4297,9538,4594,13719,6685,989,897,21,62,9,345,1059,18932,9285,1553,1521,139,81,8500,4184,10347,5068,7249,3468,1048,956,20,64,8,345,1059,18351,9069,1555,1523,161,90,7804,3867,10415,5112,7485,3595,966,882,17,59,8,341,1067,17568,8708,1597,1565,169,94,7544,3790,10020,4918,7679,3836,777,733,4,33,7,328,1033,16629,8342,1529,1501,127,71,7913,3950,8903,4452,6641,3256,713,668,4,34,7,326,1083,16049,8029,1619,1585,126,73,6924,3385,6454,3168,694,652,7,31,4,327,1030,15576,7685,1669,1636,132,68,6587,3235,6239,3101,713,669,7,33,4,324,1039,14993,7357,1689,1657,136,70,6460,3189,6421,3175,720,669,7,40,4
"충청북도","국립",1,5,79,32,9,9,1,1,46,18,33,14,78,37,5,5,-,1,5,83,36,7,7,1,1,54,25,29,11,78,31,5,5,-,1,5,83,42,7,7,1,1,49,27,34,15,81,34,5,5,-,-,-,1,5,81,44,8,7,1,1,51,26,30,18,42,16,5,5,-,-,-,1,5,81,48,7,7,1,1,81,48,37,17,43,23,5,5,-,-,-,1,5,81,47,8,8,1,0,46,24,35,23,43,22,5,5,0,0,0,1,7,111,62,10,10,2,0,81,41,31,22,44,21,8,7,0,1,0,1,7,113,54,10,10,1,1,46,20,41,26,8,7,-,1,-,1,7,103,51,10,10,1,1,44,26,42,22,8,7,-,1,-,1,7,105,53,10,10,1,1,39,16,36,16,8,7,-,1,-
"충청북도","공립",253,492,8267,3967,658,655,154,129,4408,2097,3884,1897,7980,3854,262,261,1,250,498,8293,3979,705,699,47,16,4304,2072,4021,1920,7512,3615,249,248,1,250,526,8682,4186,732,728,62,30,4491,2175,4354,2096,7276,3535,416,365,17,32,2,250,543,8856,4273,764,761,63,33,4223,2051,4651,2228,3934,1897,470,419,16,34,1,248,541,8410,4078,779,775,70,39,3848,1879,4541,2182,4007,1905,367,324,14,28,1,245,549,8154,3983,845,838,70,39,3815,1887,4395,2144,3782,1857,176,172,0,4,0,245,593,8649,4285,911,903,72,45,4527,2249,4145,2037,3650,1776,192,186,0,6,0,245,604,8398,4166,1010,998,75,49,3903,1900,3664,1753,192,185,-,7,-,247,622,8236,4035,1078,1066,77,39,3963,1936,3611,1769,210,200,-,10,-,247,634,7840,3826,1102,1090,81,41,3773,1849,3618,1781,231,215,-,16,-
"충청북도","사립",87,446,9100,4352,630,608,175,108,3876,1887,5296,2568,6267,2972,465,459,6,93,475,9113,4489,727,699,-,-,4376,2267,5010,2434,6168,2925,537,530,7,92,491,9540,4621,715,688,40,24,4278,2095,5150,2483,6362,3116,568,527,4,30,7,94,511,9995,4968,781,753,75,47,4226,2107,5666,2822,3273,1555,573,532,4,30,7,96,513,9860,4943,769,741,90,50,3875,1940,5837,2913,3435,1667,594,553,3,31,7,95,513,9333,4678,744,719,98,55,3683,1879,5590,2751,3854,1957,596,556,4,29,7,82,433,7869,3995,608,588,53,26,3305,1660,4727,2393,2947,1459,513,475,4,27,7,80,472,7538,3809,599,577,50,23,2975,1465,2749,1389,494,460,7,23,4,79,401,7237,3599,581,560,54,28,2580,1273,2586,1310,495,462,7,22,4,76,398,7048,3478,577,557,54,28,2648,1324,2767,1378,481,447,7,23,4
