"대전광역시","사립",2,42,1355,706,60,34,9,4,236,124,221,110,42,42,-,2,42,1357,711,66,37,11,6,236,118,200,103,42,42,-,2,42,1330,676,62,40,12,6,236,111,193,110,79,42,5,32,-,2,42,1320,674,57,37,11,6,236,112,205,107,81,42,13,26,-,2,42,1321,676,57,36,11,6,236,118,202,96,59,42,5,12,-,2,42,1308,670,56,36,11,6,228,114,206,111,59,42,5,12,0,2,42,1291,657,56,35,11,7,228,114,189,105,39,24,5,10,0,2,42,1286,646,57,34,11,7,228,112,187,102,39,24,5,10,-,2,42,1251,637,56,32,11,7,222,111,216,104,37,24,5,8,-,2,42,1235,632,59,37,11,8,208,104,190,98,37,24,5,8,-
"울산광역시","계",118,2813,67156,31581,4362,3342,511,346,10559,5029,15037,7088,2947,2920,27,119,2884,65810,31194,4346,3351,534,355,11860,5775,13163,6131,3083,3083,-,119,2887,66134,31377,4260,3288,507,345,11384,5456,11023,5201,3894,3031,129,717,17,117,2880,65629,31335,4235,3275,502,353,11023,5280,11347,5282,3959,3050,139,749,21,118,2923,66016,31607,4240,3302,485,345,11506,5520,10862,5105,3985,3081,150,735,19,117,2926,67290,32253,4229,3301,485,354,11573,5529,10030,4734,4006,3098,170,710,28,119,2983,68512,32973,4322,3379,480,359,12080,5870,10430,4987,4137,3222,190,702,23,120,2946,67397,32497,4301,3353,476,348,10842,5323,11643,5651,4078,3191,165,698,24,121,2960,66919,32260,4380,3407,461,338,10957,5324,11039,5322,4144,3253,185,676,30,121,3105,66450,32133,4537,3522,448,326,10827,5245,10646,5073,4226,3366,183,651,26
"울산광역시","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"울산광역시","공립",118,2813,67156,31581,4362,3342,511,346,10559,5029,15037,7088,2947,2920,27,119,2884,65810,31194,4346,3351,534,355,11860,5775,13163,6131,3083,3083,-,119,2887,66134,31377,4260,3288,507,345,11384,5456,11023,5201,3894,3031,129,717,17,117,2880,65629,31335,4235,3275,502,353,11023,5280,11347,5282,3959,3050,139,749,21,118,2923,66016,31607,4240,3302,485,345,11506,5520,10862,5105,3985,3081,150,735,19,117,2926,67290,32253,4229,3301,485,354,11573,5529,10030,4734,4006,3098,170,710,28,119,2983,68512,32973,4322,3379,480,359,12080,5870,10430,4987,4137,3222,190,702,23,120,2946,67397,32497,4301,3353,476,348,10842,5323,11643,5651,4078,3191,165,698,24,121,2960,66919,32260,4380,3407,461,338,10957,5324,11039,5322,4144,3253,185,676,30,121,3105,66450,32133,4537,3522,448,326,10827,5245,10646,5073,4226,3366,183,651,26
"울산광역시","사립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"세종특별자치시","계",22,335,7090,3489,524,381,90,44,1137,541,1222,557,373,372,1,26,402,8057,3954,663,487,108,54,1495,760,1301,652,460,460,-,35,672,13353,6564,1034,778,134,73,2541,1274,1470,733,1200,929,64,194,13,37,828,17910,8899,1279,970,152,91,3238,1589,2460,1191,1323,1015,70,227,11,43,994,20764,10281,1536,1182,174,108,3846,1883,2870,1448,1710,1305,141,254,10,47,1179,24865,12252,1793,1376,193,122,4454,2129,3123,1568,1964,1533,122,298,11,48,1328,27892,13758,1956,1516,186,126,4965,2421,3901,1925,2009,1573,105,319,12,49,1412,29487,14438,2142,1664,197,130,4877,2382,4486,2280,2053,1612,109,322,10,51,1472,30726,14941,2268,1777,208,140,5091,2445,4871,2464,2177,1702,134,330,11,52,1587,32230,15693,2425,1922,207,129,5525,2721,4865,2393,2239,1735,141,352,11
"세종특별자치시","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"세종특별자치시","공립",22,335,7090,3489,524,381,90,44,1137,541,1222,557,373,372,1,26,402,8057,3954,663,487,108,54,1495,760,1301,652,460,460,-,35,672,13353,6564,1034,778,134,73,2541,1274,1470,733,1200,929,64,194,13,37,828,17910,8899,1279,970,152,91,3238,1589,2460,1191,1323,1015,70,227,11,43,994,20764,10281,1536,1182,174,108,3846,1883,2870,1448,1710,1305,141,254,10,47,1179,24865,12252,1793,1376,193,122,4454,2129,3123,1568,1964,1533,122,298,11,48,1328,27892,13758,1956,1516,186,126,4965,2421,3901,1925,2009,1573,105,319,12,49,1412,29487,14438,2142,1664,197,130,4877,2382,4486,2280,2053,1612,109,322,10,51,1472,30726,14941,2268,1777,208,140,5091,2445,4871,2464,2177,1702,134,330,11,52,1587,32230,15693,2425,1922,207,129,5525,2721,4865,2393,2239,1735,141,352,11
"세종특별자치시","사립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경기도","계",1187,28580,739619,356908,41962,33309,4796,2556,119601,58167,154533,74143,29912,29841,71,1195,29070,732307,354327,42753,34013,4910,2713,130790,63809,136743,65678,30837,30715,122,1213,28975,733359,355752,42569,33976,4922,2775,124701,60660,121456,58323,38500,30841,1656,5645,358,1227,29084,727380,353231,43308,34557,4727,2747,119865,58207,124961,60308,39325,31437,1582,5962,344,1241,29365,733941,356669,44080,35143,4673,2772,126797,61530,121782,59088,40222,32018,1626,6202,376,1261,30119,752499,366319,45201,35974,4705,2793,130161,63562,112708,54720,41341,32973,1722,6223,423,1277,31148,769744,375040,46568,37033,4664,2863,133889,65351,119398,58171,42747,34130,1818,6383,416,1298,31292,761731,371190,46820,37329,4760,3107,121552,59425,131501,64310,43815,34913,1909,6576,417,1317,31670,763912,372671,48013,38392,4742,3155,124483,60928,126775,61801,44874,35806,1935,6741,392,1320,32768,767346,374988,49357,39502,4759,3197,126368,61774,122362,59614,45456,36503,1938,6630,385
"경기도","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경기도","공립",1184,28513,737783,356029,41870,33251,4775,2549,119284,58008,154224,73981,29835,29764,71,1192,29003,730482,353428,42660,33955,4884,2705,130473,63651,136436,65546,30770,30648,122,1210,28907,731575,354863,42470,33912,4895,2766,124383,60509,121173,58184,38384,30773,1654,5607,350,1224,29015,725597,352336,43207,34490,4701,2739,119547,58047,124683,60171,39209,31370,1580,5923,336,1238,29297,732145,355771,43984,35082,4649,2764,126482,61362,121502,58943,40108,31951,1624,6165,368,1258,30052,750721,365428,45111,35916,4681,2785,129845,63409,112428,54585,41218,32898,1720,6187,413,1274,31081,767943,374127,46476,36972,4639,2856,133575,65194,119121,58035,42624,34055,1816,6347,406,1295,31223,759915,370279,46726,37268,4733,3097,121238,59269,131240,64184,43682,34837,1907,6541,397,1314,31602,762081,371771,47921,38332,4718,3146,124166,60769,126512,61664,44777,35738,1935,6714,390,1317,32700,765495,374071,49269,39444,4736,3189,126053,61617,122081,59477,45359,36435,1938,6603,383
"경기도","사립",3,67,1836,879,92,58,21,7,317,159,309,162,77,77,-,3,67,1825,899,93,58,26,8,317,158,307,132,67,67,-,3,68,1784,889,99,64,27,9,318,151,283,139,116,68,2,38,8,3,69,1783,895,101,67,26,8,318,160,278,137,116,67,2,39,8,3,68,1796,898,96,61,24,8,315,168,280,145,114,67,2,37,8,3,67,1778,891,90,58,24,8,316,153,280,135,123,75,2,36,10,3,67,1801,913,92,61,25,7,314,157,277,136,123,75,2,36,10,3,69,1816,911,94,61,27,10,314,156,261,126,133,76,2,35,20,3,68,1831,900,92,60,24,9,317,159,263,137,97,68,-,27,2,3,68,1851,917,88,58,23,8,315,157,281,137,97,68,-,27,2
"강원특별자치도","계",351,4361,83187,39696,6754,4463,1400,461,12418,5953,18151,8537,4552,4529,23,351,4321,80458,38520,6702,4430,1461,492,13697,6517,16190,7695,4599,4577,22,351,4342,78414,37683,6699,4434,1499,512,12484,6043,14330,6828,5987,4592,241,1081,73,351,4277,76772,36986,6558,4361,1466,530,12270,5977,13863,6689,5975,4564,245,1091,75,351,4280,75722,36563,6541,4360,1431,531,12744,6191,13454,6422,5955,4552,237,1103,63,351,4271,75412,36443,6558,4385,1410,542,12543,6042,12454,5961,6003,4565,255,1122,61,349,4292,75617,36697,6648,4434,1344,530,12620,6242,12241,5877,6005,4575,252,1114,64,347,4246,73478,35755,6638,4422,1351,582,11212,5468,13464,6416,6063,4654,246,1100,63,348,4256,72373,35174,6725,4483,1302,576,11039,5384,12456,6059,6051,4669,238,1091,53,349,4257,71530,34841,6767,4521,1292,586,11236,5541,12151,5904,6052,4701,235,1062,54
"강원특별자치도","국립",1,19,475,236,26,15,2,1,74,37,86,43,19,19,-,1,19,458,231,26,13,2,-,74,37,85,42,19,19,-,1,19,444,225,26,11,2,1,74,36,85,42,29,19,9,1,-,1,19,443,220,26,11,2,1,75,36,75,39,29,19,9,1,-,1,19,437,219,26,10,2,1,74,37,71,35,29,19,9,1,-,1,19,436,210,26,10,2,0,72,34,73,38,29,19,9,1,0,1,19,433,216,26,11,2,0,74,36,70,36,29,19,9,1,0,1,19,437,215,26,10,4,1,74,36,65,34,29,19,9,1,-,1,19,422,209,26,13,4,1,61,31,69,33,29,19,9,1,-,1,19,405,202,26,13,4,1,62,31,73,35,29,19,9,1,-
"강원특별자치도","공립",347,4306,81859,39047,6688,4420,1389,458,12140,5820,17952,8439,4481,4458,23,347,4266,79088,37862,6633,4387,1450,490,13421,6383,16001,7595,4527,4505,22,347,4287,77078,37039,6629,4389,1487,508,12229,5918,14129,6735,5874,4536,226,1055,57,347,4222,75400,36321,6488,4317,1454,526,11991,5840,13676,6599,5862,4508,230,1065,59,347,4224,74316,35880,6469,4317,1418,527,12380,6002,13285,6337,5842,4496,222,1077,47,347,4215,73991,35744,6488,4346,1398,540,12292,5916,12268,5870,5891,4510,240,1096,45,345,4236,74216,36000,6577,4392,1331,528,12376,6132,12017,5777,5889,4519,233,1089,48,343,4190,72068,35035,6569,4380,1336,579,10962,5345,13278,6330,5947,4598,227,1075,47,344,4200,70956,34451,6655,4438,1287,573,10793,5260,12248,5950,5937,4613,219,1068,37,345,4200,70086,34130,6695,4474,1277,583,10981,5410,11935,5794,5937,4644,216,1039,38
"강원특별자치도","사립",3,36,853,413,40,28,9,2,204,96,113,55,52,52,-,3,36,912,427,43,30,9,2,202,97,104,58,53,53,-,3,36,892,419,44,34,10,3,181,89,116,51,84,37,6,25,16,3,36,929,445,44,33,10,3,204,101,112,51,84,37,6,25,16,3,37,969,464,46,33,11,3,290,152,98,50,84,37,6,25,16,3,37,985,489,44,29,10,2,179,92,113,53,83,36,6,25,16,3,37,968,481,45,31,11,2,170,74,154,64,87,37,10,24,16,3,37,973,505,43,32,11,2,176,87,121,52,87,37,10,24,16,3,37,995,514,44,32,11,2,185,93,139,76,85,37,10,22,16,3,38,1039,509,46,34,11,2,193,100,143,75,86,38,10,22,16
"충청북도","계",259,4170,88860,42680,6360,4601,1111,514,13692,6706,19164,9116,4394,4352,42,259,4166,86508,41556,6482,4677,1136,553,15182,7308,17237,8271,4556,4519,37,260,4240,85290,41049,6550,4681,1135,572,14178,6846,14943,7106,5777,4520,263,976,18,260,4260,84052,40456,6586,4687,1095,566,13756,6650,14688,7013,5739,4517,236,974,12,259,4257,84240,40656,6590,4667,1076,581,14535,7007,14361,6815,5774,4580,212,975,7,258,4281,85344,41335,6646,4708,1078,567,14527,7117,13238,6375,5908,4706,220,974,8,259,4299,86709,42064,6675,4702,1111,593,14783,7284,13467,6569,6097,4811,254,1024,8,258,4297,85135,41404,6727,4751,1103,591,13428,6552,14950,7186,6170,4887,257,1014,12,259,4316,84263,41232,6793,4809,1156,634,13222,6545,14113,6804,6218,4944,282,980,12,256,4376,83827,41167,6836,4836,1147,629,13405,6564,13762,6646,6233,4982,274,964,13
"충청북도","국립",2,45,1073,542,59,28,3,1,163,78,213,109,46,46,-,2,45,1056,529,59,21,4,1,175,86,186,92,53,52,1,2,45,1014,507,59,24,4,2,161,76,180,90,67,54,-,12,1,2,45,981,490,59,24,4,2,171,83,185,94,67,54,-,12,1,2,45,974,491,59,27,3,3,167,90,173,91,67,54,-,12,1,2,45,951,467,59,27,5,2,144,71,142,80,67,54,0,12,1,2,45,974,476,59,26,5,3,164,79,149,70,67,55,0,12,0,2,45,955,471,59,21,5,3,146,77,171,82,72,59,-,13,-,2,44,934,465,59,23,5,4,144,65,158,75,71,59,-,12,-,2,44,881,437,59,21,6,4,131,61,168,80,71,59,-,12,-
"충청북도","공립",256,4113,87426,41959,6287,4567,1105,513,13457,6591,18902,8982,4337,4295,42,256,4109,85090,40851,6410,4649,1129,552,14935,7188,16995,8157,4492,4456,36,257,4183,83902,40355,6478,4651,1128,570,13945,6737,14726,7002,5687,4454,259,958,16,257,4203,82699,39787,6513,4655,1088,564,13517,6534,14446,6886,5649,4451,232,956,10,256,4199,82860,39967,6515,4631,1070,578,14272,6872,14133,6700,5671,4513,202,950,6,255,4222,83970,40663,6568,4670,1070,565,14287,6999,13044,6267,5805,4638,212,948,7,256,4239,85280,41370,6598,4667,1103,590,14523,7156,13262,6469,5994,4741,246,999,8,255,4236,83676,40677,6649,4720,1095,588,13186,6422,14728,7081,6063,4812,250,989,12,256,4255,82816,40509,6712,4772,1148,630,12982,6437,13892,6697,6113,4869,275,957,12,253,4314,82407,40462,6753,4799,1138,625,13178,6463,13548,6545,6128,4907,267,941,13
"충청북도","사립",1,12,361,179,14,6,3,-,72,37,49,25,11,11,-,1,12,362,176,13,7,3,-,72,34,56,22,11,11,-,1,12,374,187,13,6,3,-,72,33,37,14,23,12,4,6,1,1,12,372,179,14,8,3,-,68,33,57,33,23,12,4,6,1,1,13,406,198,16,9,3,-,96,45,55,24,36,13,10,13,-,1,14,423,205,19,11,3,0,96,47,52,28,36,14,8,14,0,1,15,455,218,18,9,3,0,96,49,56,30,36,15,8,13,0,1,16,504,256,19,10,3,-,96,53,51,23,35,16,7,12,-,1,17,513,258,22,14,3,-,96,43,63,32,34,16,7,11,-,1,18,539,268,24,16,3,-,96,40,46,21,34,16,7,11,-
"충청남도","계",406,5531,116216,55904,8573,5865,1577,791,18687,8979,24502,11750,5839,5795,44,405,5577,115056,55257,8717,5928,1606,816,20614,9925,22058,10728,5903,5859,44,405,5580,115484,55653,8682,5860,1535,820,19725,9573,19181,9080,7957,5753,463,1640,101,405,5656,115309,55700,8829,5896,1533,832,19056,9222,19403,9326,8078,5955,392,1648,83,407,5767,116963,56463,8914,5945,1428,872,20489,9853,19128,9210,8345,6205,363,1697,80,409,5925,120152,57939,9203,6140,1379,861,20680,9950,18028,8744,8565,6361,404,1714,86,409,6007,122424,59199,9250,6174,1372,865,21069,10337,18920,9053,8720,6507,379,1759,75,410,5961,120115,58242,9264,6163,1376,880,18966,9251,20791,9970,8678,6466,386,1748,78,412,6029,118771,57608,9373,6236,1352,875,18716,9182,19957,9691,8727,6522,382,1749,74,411,6242,118228,57457,9675,6474,1345,859,18958,9244,19320,9323,8861,6694,405,1695,67
"충청남도","국립",1,25,604,302,32,17,5,2,96,48,109,54,25,25,-,1,25,588,295,32,19,3,1,96,48,109,55,25,25,-,1,25,558,279,32,15,3,-,96,48,112,54,36,25,-,11,-,1,25,568,281,32,15,2,-,96,48,89,44,36,25,-,11,-,1,25,574,287,32,17,1,-,96,55,87,47,36,25,-,11,-,1,25,549,278,32,16,2,1,80,40,93,43,36,25,0,11,0,1,25,530,262,32,15,2,1,80,40,92,45,36,25,0,11,0,1,25,519,260,33,14,2,1,80,40,87,40,36,25,-,11,-,1,25,502,252,34,15,3,2,80,40,95,47,36,25,-,11,-,1,25,483,247,34,11,2,1,79,40,93,45,36,25,-,11,-
"충청남도","공립",404,5500,115423,55501,8531,5843,1570,788,18557,8913,24372,11684,5808,5764,44,403,5546,114267,54858,8676,5903,1601,814,20488,9863,21928,10659,5872,5828,44,403,5549,114738,55273,8639,5838,1530,819,19599,9509,19036,9010,7906,5722,463,1620,101,403,5625,114561,55330,8787,5872,1529,831,18929,9162,19282,9263,8027,5924,392,1628,83,405,5736,116232,56089,8872,5920,1425,871,20363,9780,19009,9146,8294,6174,363,1677,80,407,5894,119432,57567,9161,6116,1375,859,20570,9895,17911,8685,8514,6330,404,1694,86,407,5976,121728,58850,9207,6150,1368,863,20960,10286,18809,8999,8669,6476,379,1739,75,408,5930,119434,57904,9222,6143,1372,878,18857,9204,20675,9914,8631,6435,383,1735,78,410,5998,118093,57273,9329,6214,1347,872,18608,9125,19843,9629,8680,6491,379,1736,74,409,6211,117566,57124,9631,6455,1341,858,18852,9188,19203,9266,8814,6663,402,1682,67
"충청남도","사립",1,6,189,101,10,5,2,1,34,18,21,12,6,6,-,1,6,201,104,9,6,2,1,30,14,21,14,6,6,-,1,6,188,101,11,7,2,1,30,16,33,16,15,6,-,9,-,1,6,180,89,10,9,2,1,31,12,32,19,15,6,-,9,-,1,6,157,87,10,8,2,1,30,18,32,17,15,6,-,9,-,1,6,171,94,10,8,2,1,30,15,24,16,15,6,0,9,0,1,6,166,87,11,9,2,1,29,11,19,9,15,6,0,9,0,1,6,162,78,9,6,2,1,29,7,29,16,11,6,3,2,-,1,6,176,83,10,7,2,1,28,17,19,15,11,6,3,2,-,1,6,179,86,10,8,2,-,27,16,24,12,11,6,3,2,-
"전라북도","계",414,5276,105135,50607,8065,5661,1621,733,15658,7570,23330,11245,5835,5741,94,414,5165,101860,48971,7989,5671,1633,741,17347,8456,20735,10118,5795,5737,58,415,5142,100260,48400,8017,5771,1613,750,16314,7894,18173,8546,7663,5498,484,1591,90,416,5071,97895,47261,8002,5783,1565,761,15540,7556,17814,8647,7747,5524,470,1661,92,419,5058,97383,47050,8024,5862,1529,751,16438,7974,17031,8225,7856,5679,441,1642,94,419,5110,97606,47395,8126,5970,1490,739,16399,8067,15864,7513,7935,5785,449,1612,89,419,5147,97731,47421,8179,6003,1484,764,16256,7842,15751,7642,8034,5915,437,1601,81,421,5128,94661,45911,8256,6072,1502,782,14478,7029,17244,8389,8063,5971,425,1592,75,420,5160,92914,45127,8335,6143,1475,776,14214,6877,16152,7761,8006,5970,440,1524,72,421,5169,91290,44406,8384,6186,1481,792,14084,6892,15458,7520,8039,5981,446,1543,69
"전라북도","국립",2,38,1062,530,51,22,4,1,168,84,175,86,42,38,4,2,37,1035,516,51,24,1,-,159,80,181,90,42,38,4,2,38,995,491,52,23,4,1,144,72,169,84,45,38,2,5,-,2,38,951,474,51,19,3,1,145,72,175,86,45,38,2,5,-,2,38,927,461,51,18,3,2,146,73,169,85,45,38,2,5,-,2,38,900,452,51,22,2,2,146,73,170,83,45,38,2,5,0,2,38,881,444,52,26,3,3,145,73,159,79,45,38,2,5,0,2,38,868,437,52,26,3,2,145,72,156,79,45,38,2,5,-,2,38,866,439,52,28,3,2,145,73,140,72,45,38,2,5,-,2,38,859,434,51,30,4,2,145,72,139,70,45,38,2,5,-
"전라북도","공립",412,5238,104073,50077,8014,5639,1617,732,15490,7486,23155,11159,5793,5703,90,412,5128,100825,48455,7938,5647,1632,741,17188,8376,20554,10028,5753,5699,54,413,5104,99265,47909,7965,5748,1609,749,16170,7822,18004,8462,7618,5460,482,1586,90,414,5033,96944,46787,7951,5764,1562,760,15395,7484,17639,8561,7702,5486,468,1656,92,417,5020,96456,46589,7973,5844,1526,749,16292,7901,16862,8140,7811,5641,439,1637,94,417,5072,96706,46943,8075,5948,1488,737,16253,7994,15694,7430,7890,5747,447,1607,89,417,5109,96850,46977,8127,5977,1481,761,16111,7769,15592,7563,7989,5877,435,1596,81,419,5090,93793,45474,8204,6046,1499,780,14333,6957,17088,8310,8018,5933,423,1587,75,418,5122,92048,44688,8283,6115,1472,774,14069,6804,16012,7689,7961,5932,438,1519,72,419,5131,90431,43972,8333,6156,1477,790,13939,6820,15319,7450,7994,5943,444,1538,69
"전라북도","사립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전라남도","계",426,5213,99206,47722,8130,4900,1946,732,14989,7279,22612,10758,5846,5813,33,424,5096,95720,46255,8046,4810,1954,724,16377,7966,19684,9360,5723,5685,38,426,5041,94368,45587,8026,4781,1910,748,15378,7370,16992,8139,8138,5534,445,2074,85,427,5005,92981,45044,7968,4756,1833,742,15033,7370,16692,8025,8144,5584,416,2057,87,430,5032,93233,45200,7965,4778,1806,742,15982,7627,16045,7652,8289,5690,414,2099,86,429,5077,94134,45845,8028,4884,1767,772,16022,7975,14693,7141,8510,5858,454,2107,91,429,5151,94952,46401,8121,4956,1781,786,16147,7999,15143,7382,8470,5899,438,2040,93,429,5183,92405,45215,8290,5092,1780,831,14295,6980,16479,7999,8432,5921,438,1987,86,430,5255,91229,44805,8462,5230,1760,860,13854,6820,15520,7469,8431,5955,426,1966,84,426,5381,90238,44175,8730,5443,1765,890,13835,6729,15055,7363,8471,6044,440,1909,78
"전라남도","국립",1,19,486,237,26,10,2,-,84,42,81,39,19,19,-,1,19,488,248,26,9,2,-,84,42,78,38,19,19,-,1,19,484,246,26,7,2,-,84,42,79,37,34,19,3,12,-,1,19,470,239,27,9,1,-,72,37,73,35,35,19,3,13,-,1,19,457,228,26,12,4,-,72,36,74,40,35,19,3,13,-,1,19,446,221,26,10,2,0,72,36,75,43,35,19,3,13,0,1,19,444,224,26,11,2,1,72,35,70,31,34,19,3,12,0,1,19,440,227,26,12,2,1,72,36,75,38,34,19,3,12,-,1,19,425,222,26,11,2,1,71,37,84,43,34,19,3,12,-,1,19,429,220,26,10,2,1,72,36,72,38,37,19,3,15,-
"전라남도","공립",422,5138,97225,46761,8021,4843,1929,729,14740,7162,22030,10493,5765,5732,33,420,5026,93933,45399,7945,4757,1938,721,16100,7842,19216,9137,5628,5590,38,422,4975,92723,44805,7929,4735,1894,745,15140,7252,16619,7953,7977,5445,424,2023,85,423,4936,91328,44242,7871,4707,1819,738,14764,7228,16373,7877,7998,5515,393,2003,87,426,4963,91543,44377,7869,4727,1789,738,15658,7469,15739,7512,8140,5614,391,2049,86,425,5007,92396,45004,7932,4833,1753,768,15718,7821,14411,7000,8359,5781,433,2054,91,425,5080,93136,45519,8022,4901,1766,781,15812,7836,14872,7265,8320,5822,417,1988,93,425,5111,90585,44315,8190,5039,1764,825,13982,6825,16177,7862,8282,5843,417,1936,86,426,5182,89394,43879,8364,5179,1746,855,13564,6658,15234,7332,8277,5882,404,1907,84,422,5308,88414,43270,8632,5393,1751,886,13528,6583,14763,7223,8314,5971,418,1847,78
"전라남도","사립",3,56,1495,724,83,47,15,3,165,75,501,226,62,62,-,3,51,1299,608,75,44,14,3,193,82,390,185,76,76,-,3,47,1161,536,71,39,14,3,154,76,294,149,127,70,18,39,-,3,50,1183,563,70,40,13,4,197,105,246,113,111,50,20,41,-,3,50,1233,595,70,39,13,4,252,122,232,100,114,57,20,37,-,3,51,1292,620,70,41,12,4,232,118,207,98,116,58,18,40,0,3,52,1372,658,73,44,13,4,263,128,201,86,116,58,18,40,0,3,53,1380,673,74,41,14,5,241,119,227,99,116,59,18,39,-,3,54,1410,704,72,40,12,4,219,125,202,94,120,54,19,47,-,3,54,1395,685,72,40,12,3,235,110,220,102,120,54,19,47,-
"경상북도","계",477,6404,135237,64015,10015,6278,1946,886,21074,10052,30047,14046,6721,6692,29,478,6331,131307,62239,10036,6357,1949,895,22931,10988,26155,12364,6758,6724,34,476,6305,129743,61816,10059,6392,1861,884,22955,11025,22591,10564,9216,6601,474,2036,105,469,6242,127825,60990,10016,6412,1962,912,20880,9987,22600,10699,9296,6639,481,2077,99,468,6211,127642,61104,10021,6419,1886,911,21793,10508,21526,10126,9379,6655,534,2083,107,470,6291,129290,61963,10168,6527,1861,893,22226,10699,20239,9656,9515,6782,543,2083,107,471,6433,131374,63182,10257,6560,1884,920,22942,11028,20537,9764,9645,6987,566,2001,91,473,6407,129079,62083,10324,6570,1827,926,20676,9979,22516,10862,9766,7092,585,2002,87,473,6428,127912,61594,10586,6737,1816,993,20284,9811,21331,10208,9750,7167,560,1934,89,473,6598,127385,61608,10872,6908,1861,1041,20574,10049,20558,9827,9830,7298,575,1872,85
